gene_or_protein,study_bias_score
831,1
1555,4
1577,1
6927,1
1942,7
3614,1
1297,6
725,6
1549,10
1289,9
4703,7
175,5
5921,2
919,6
984,4
4118,1
2525,4
5764,1
2947,2
526,8
528,4
1465,2
2316,15
4763,1
4128,3
48,2
6865,6
1901,12
2357,3
7556,6
189,5
6857,1
7128,3
4254,3
4907,3
6303,2
6872,5
2819,14
2041,3
6915,6
4192,1
7784,4
4481,11
7416,4
2263,5
633,7
6261,4
971,4
2065,32
6390,1
1815,1
1816,4
928,4
4146,2
594,8
1312,2
7052,2
3738,2
653,5
654,6
5007,1
5110,5
2091,1
7148,1
10606,4
3586,2
43,1
3423,1
6342,9
54658,2
54657,5
7317,2
2878,1
6346,3
654364,12
4831,11
7391,6
2264,1
3739,12
3741,2
51083,3
3010,4
212,4
2261,1
5568,1
3181,20
5989,1
867,6
5567,2
7385,1
6518,3
7051,9
3164,5
13,4
2123,7
2235,2
8858,4
7507,6
270,4
1066,17
2192,1
6917,9
5742,7
3655,3
6421,10
7283,1
3792,2
5479,8
6271,2
3270,1
3730,9
4200,11
7453,1
6188,1
4618,1
2741,19
2742,1
2653,1
6198,13
3716,3
5787,2
5789,2
5791,3
5793,3
5803,1
4014,8
6672,1
4163,3
4800,2
191,18
1072,2
627,6
1975,1
493,1
5081,5
5077,4
6843,2
2624,6
2625,4
1376,3
6240,1
2492,6
6530,12
9235,6
2204,2
5657,1
7597,1
595,5
1121,6
1393,2
10945,2
3566,5
7026,2
1647,4
1910,8
1933,1
515,2
6916,4
9495,2
3489,2
3488,4
52,5
5583,3
3371,2
10398,1
892,1
898,6
5430,6
1017,2
3577,1
3579,1
324,1
100133941,1
2358,2
2984,2
156,13
146,4
1909,4
6869,3
5724,1
57007,3
2149,4
4359,1
4172,2
4801,1
563,14
4357,5
6046,1
355,1
7528,1
3337,2
3300,1
498,2
4504,1
5682,2
5683,7
5684,2
5685,2
4005,5
4004,3
6286,3
7350,5
4886,3
958,3
4792,5
3675,2
3695,7
3696,9
5806,3
4478,2
5774,3
1656,19
1496,3
1786,3
5080,1
11338,6
3846,1
6137,1
1996,5
3284,14
3712,2
1270,3
6275,1
4245,2
3148,5
5725,8
6897,6
7407,3
1937,4
7538,1
5350,2
3821,4
3822,1
100528032,1
22914,5
939,1
2286,1
4485,4
3563,5
1271,4
1417,1
92,5
2040,2
205,2
5444,3
4129,6
10971,2
2694,4
5595,1
4140,33
527,7
810,2
405,2
6134,1
1295,11
6117,1
328,1
3732,2
1633,1
811,10
4134,1
821,2
5199,1
7850,4
5295,1
3707,2
313,9
5696,8
5698,2
5686,7
3109,6
5449,3
5692,1
5694,1
5693,1
2946,7
3351,2
3356,1
5825,2
7111,2
6744,9
4015,8
2005,2
5828,2
1103,2
33,2
4719,3
3358,1
5424,12
7003,4
3235,6
3236,4
6594,8
2562,3
5594,2
1843,1
3354,3
25801,4
6257,3
2073,7
5933,9
2896,1
5797,4
51056,2
3290,1
947,4
943,1
910,1
2706,6
6273,18
5775,2
2960,1
2961,3
3612,3
135,2
1490,5
1969,2
2042,3
2046,2
2048,1
5777,3
6464,3
6870,3
4350,3
1382,2
5927,1
4058,1
1287,7
7086,14
3592,15
3593,29
834,1
4846,7
4842,17
6317,1
5937,2
5371,1
7297,7
5267,7
1936,2
4939,2
1381,2
5161,5
358,3
8659,1
64081,6
10961,5
9588,2
645,1
25824,2
2644,21
10935,12
513,2
6136,2
1892,3
51727,1
5037,12
2923,5
5518,8
5519,5
923,7
996,5
894,6
896,1
7465,1
4284,6
993,18
994,3
995,4
10105,2
4071,5
624,4
4836,3
3134,13
554,2
3163,12
159,3
558,11
6529,3
1138,3
4043,1
706,1
134,1
2925,4
185,9
5021,1
158,5
6249,6
6717,2
2769,2
2952,6
2643,2
6541,5
219,1
218,1
6751,4
6752,6
5431,4
1143,3
2798,1
799,4
4923,4
3933,2
6389,5
11151,1
2664,1
6278,1
5596,16
4144,2
6716,13
3206,7
3205,5
3224,1
3225,7
3229,3
3195,5
5577,10
6241,3
2254,3
6754,1
6385,7
7072,1
2329,6
2328,4
6524,2
6532,43
3301,4
207,1
208,2
3561,6
7384,1
471,3
100913187,1
200315,2
3189,4
3187,1
23581,4
7529,1
2810,4
10963,5
6282,2
2213,1
9103,2
3897,8
7001,3
409,2
2710,1
886,2
887,1
7433,6
5013,7
5015,6
4160,1
1230,2
1236,2
1880,1
1136,16
2868,3
643,3
3344,3
978,7
1635,1
5831,4
2633,13
2634,2
1997,2
6753,2
3242,1
2965,1
2054,1
3445,2
1439,3
1491,4
3385,2
6133,2
970,4
944,7
4161,3
4261,5
1003,2
3799,4
1478,3
4046,19
1562,21
2977,1
1164,6
941,2
6276,2
6274,3
3018,1
215,1
7272,3
4173,3
4174,13
4176,10
4909,1
6383,1
968,1
656,20
6470,1
6472,9
2556,1
2053,7
6259,1
3305,2
3308,1
2869,8
4351,1
3363,3
1269,2
7201,3
4991,1
1394,1
104909134,3
2817,1
685,4
5217,2
9098,1
763,4
767,2
1495,7
1499,4
3596,25
100532731,3
648,2
7703,18
4843,4
5245,11
5778,4
5269,1
4771,9
5962,9
5957,5
6119,6
6441,2
5984,3
5982,3
5981,1
6146,5
2962,1
6700,5
6755,2
148,5
5743,1
3269,1
147,4
4988,3
6095,3
5734,1
187,5
7058,1
3238,1
1814,6
54659,4
875,2
102724560,1
1180,2
3857,3
6291,1
4488,1
2200,2
2201,2
2645,3
3667,1
4627,2
7075,3
9276,1
88,2
6646,2
118,4
119,4
682,2
7078,3
2521,3
1649,1
7913,2
540,3
6928,3
6660,3
55553,2
4629,3
2745,4
5494,2
196,2
54474,1
3849,6
3155,1
2324,1
3791,2
5701,1
1116,2
2687,1
10052,38
6932,10
402,6
403,2
373,1
5605,1
7629,3
509,4
529,2
89832,28
1139,19
407,6
6124,1
4521,5
9361,2
5501,1
2322,2
657,11
91,1
7046,1
2794,5
4055,3
5268,7
5176,1
6720,2
1743,5
2766,1
3080,2
94,1
3293,3
3294,2
6337,2
6727,4
7048,3
23636,1
5468,3
3241,2
2222,4
5277,3
552,1
8407,7
6888,1
6622,2
2109,4
27316,3
672,2
2774,4
8161,2
3460,1
523,1
3313,4
9775,5
3508,4
1026,8
6223,2
80781,1
1650,1
8125,3
2237,3
1523,1
2668,1
822,1
10486,1
1638,3
3572,6
4680,6
200081,5
908,13
4352,4
974,4
3429,2
5699,2
1506,5
7428,6
5087,2
5089,1
5090,1
10124,1
4292,3
6774,1
9101,1
5824,1
1811,2
4190,1
4191,1
5985,1
5983,4
6490,5
899,3
1968,2
3397,1
4985,6
4986,7
4987,68
3952,2
2119,16
2117,10
846,2
359,7
604,6
1069,1
2120,16
4345,3
4332,1
5630,5
5997,2
7474,6
5730,1
8896,4
6658,3
7318,10
8260,1
8242,2
5029,4
3172,2
5504,1
339,3
1445,8
8228,2
2617,2
3376,1
100532736,5
4681,1
1326,2
10209,1
117,1
7434,6
2915,2
3357,1
729230,1
7102,1
5584,6
4159,2
2004,2
10120,9
7112,6
7112,7
6772,1
6778,9
6776,3
2890,3
2891,1
2892,8
8644,1
9938,15
5290,5
5291,2
2475,1
5297,3
3034,5
2060,2
4300,2
836,2
835,10
6232,4
4145,4
7006,4
7294,1
27,7
2444,24
23310,7
23029,4
3594,1
3977,2
10128,3
10449,5
11224,4
7454,5
1029,10
1030,2
1031,3
6374,1
27065,3
3064,5
1889,3
6506,4
6505,1
8200,22
5048,5
2978,8
118142757,2
5737,6
5733,2
5732,4
5739,2
4162,4
1630,3
1384,3
2740,1
1519,2
1513,4
9782,1
4436,1
2870,3
686,1
2118,10
6745,5
6746,16
1415,2
5893,4
221,4
4929,2
4100,2
266740,2
4101,23
4102,1
4103,7
4105,45
4107,1
728269,7
4108,1
4109,1
4110,5
5780,15
7535,1
6850,26
10135,4
3804,4
3811,1
3812,4
100132285,9
3809,2
173,5
10161,2
1137,3
5704,1
2626,5
7080,2
10102,5
7140,3
443,2
9619,4
5480,2
7417,4
36,3
23468,25
8078,3
5599,2
5601,2
6416,2
4288,18
5255,35
6564,5
5905,10
5965,1
4839,1
2827,2
2826,5
2829,2
2830,1
3359,3
546,2
1398,8
1399,3
7917,3
2949,3
4905,1
1027,5
4851,1
623,1
8870,2
5606,8
79184,5
6125,4
6144,1
6158,2
6203,2
6204,9
4131,3
10007,3
4734,3
10413,1
7402,2
8826,9
23498,3
2992,1
3703,11
2587,3
5877,1
1446,11
5321,1
5909,2
830,3
832,2
5995,6
1964,1
2561,1
2642,2
4994,1
5859,4
5028,2
1044,3
6159,14
3400,1
653499,5
3963,2
4885,3
7386,3
7498,22
6375,3
356,11
4543,1
539,3
3761,1
3763,2
1358,3
2893,9
3987,5
11010,23
6387,1
6539,1
2832,10
5550,6
4199,5
518,8
7104,6
5968,5
3953,6
5990,2
5991,12
5993,7
5305,3
6657,2
6662,2
6258,1
372,4
4047,1
5533,1
2729,25
977,8
5121,3
3762,8
3455,2
8204,2
7109,17
5714,2
6318,1
7916,3
2937,3
22948,4
10874,1
9791,1
286887,2
10763,1
6782,1
275,1
1452,2
1453,7
5294,1
5648,2
3975,1
4856,1
6508,5
6550,6
6999,4
7136,1
976,5
7220,3
5425,1
65108,5
5829,3
819,3
7182,1
4887,4
1774,2
5746,3
7047,3
22934,2
3998,1
4891,1
4544,2
4678,1
2330,5
2194,3
1024,17
2339,3
100529261,2
2342,1
1725,2
7203,1
9801,2
408,2
7284,1
273,2
501,7
997,3
3628,3
1534,3
2747,1
1058,1
1063,5
6726,2
7319,3
5130,1
23438,1
6301,20
9647,3
7274,12
3198,11
4122,6
5557,3
5558,1
837,1
1454,3
102800317,2
6770,1
2833,2
2834,2
379,1
10664,1
1050,2
1052,8
5691,24
5690,12
4171,13
7059,3
1311,4
37,20
56252,16
10965,2
27072,5
10972,6
58517,3
8650,1
9628,1
1195,5
1196,1
1198,2
7423,3
7424,2
5663,11
8892,28
2323,3
3094,12
5918,3
2272,2
9972,1
5903,2
5998,3
5999,2
6000,1
5664,1
7249,2
4723,1
2931,1
2932,2
8859,1
6783,1
4184,1
22978,3
22929,2
7718,3
10588,1
3980,1
3981,3
1028,1
4361,1
953,1
186,2
3795,12
2776,6
2786,5
2790,1
3419,1
4222,1
4223,1
6817,8
6799,1
1396,1
4323,3
5498,2
2665,1
2010,2
3362,1
1374,3
2628,3
5271,6
5272,1
871,5
9355,4
8048,2
6767,9
4601,1
5830,9
2077,1
2115,1
7408,1
429,3
1785,1
318,7
8743,2
1022,2
10140,5
3141,6
9735,1
9770,1
1025,1
987,1
9781,3
4059,3
5538,2
9045,1
10694,2
311,1
10914,5
8087,1
9513,9
5878,9
7879,3
9367,6
5872,1
9364,2
5873,1
496,1
6338,4
6339,1
5333,3
1611,5
7818,4
6097,2
640,10
1845,5
3640,6
7634,2
4857,1
1763,2
6595,1
6597,2
3421,2
2584,2
10134,4
5023,5
5030,1
675,2
5973,12
4204,2
3054,3
3654,2
858,6
224,1
7915,17
2719,3
5713,3
7321,1
6356,7
2823,3
1232,3
1233,2
1234,8
1235,2
1237,3
10803,6
6821,1
415,3
6777,2
333,2
8237,2
3784,9
1181,1
1182,2
1183,3
1184,2
1186,15
1187,5
55558,3
6990,1
6845,3
4935,5
6197,4
660,3
7592,5
2334,5
5613,11
4299,1
190,4
8277,1
6718,1
3068,2
838,4
4060,6
5549,2
1264,6
902,2
4331,1
4751,5
4752,8
6787,8
900,2
7324,2
4702,21
8736,1
8153,2
5226,1
4670,1
3838,6
3836,3
22916,7
5910,4
3718,1
8526,2
5439,8
5608,8
396,3
3267,8
3185,29
6773,2
2957,3
2958,2
2956,1
3832,4
7410,1
7692,1
7695,3
7699,8
7690,4
7697,4
10181,1
1124,2
10247,6
6611,4
3099,1
3101,3
1944,2
1945,3
1948,3
1946,1
6182,1
6781,2
1609,11
7064,1
1646,3
8091,13
1397,4
4928,1
1482,1
644,1
5536,3
5347,3
1612,2
23647,2
27236,3
11162,3
1054,3
23173,1
8802,3
4597,10
5876,1
1315,13
1075,2
3984,12
3985,6
1412,5
1413,2
1414,1
10947,7
1175,20
3052,1
6300,1
5602,4
754,1
7267,1
1827,1
6525,3
11145,3
6566,4
9798,9
9632,6
10923,5
5428,6
1207,1
10321,2
641,5
5917,2
7290,1
6570,3
4287,2
6310,1
9001,2
1822,2
7013,9
5378,1
5395,1
784,1
9172,4
5407,2
4946,7
8565,16
9097,1
5571,2
5563,6
3306,1
586,1
483,25
486,1
5886,9
5887,15
2049,8
2050,2
2047,1
2043,1
84867,2
4901,2
2012,7
2014,1
5832,2
8775,1
141,1
57152,9
1983,1
6558,1
5710,1
1819,3
2669,1
6236,5
7376,4
5360,6
1434,4
7009,3
362,1
7415,1
2253,2
4236,3
4238,1
4239,1
3032,2
2150,4
361,2
2662,6
7873,10
4547,3
4301,1
8028,3
4302,2
8178,4
7862,1
4673,1
840,2
842,2
839,3
103,1
1032,1
1006,7
1009,5
1012,5
1013,2
2290,3
3169,4
3171,4
7163,1
3982,2
3275,1
5316,1
6396,3
4809,15
5083,7
6368,8
6362,3
2671,8
3188,1
5019,3
6450,3
7351,6
6612,3
8662,6
2217,7
637,6
9551,4
2674,4
1750,1
7179,6
8568,3
4141,4
3672,1
1521,3
10776,2
4150,5
8115,5
5427,3
8905,1
9556,2
514,2
521,2
3960,1
9759,2
3692,4
859,3
1488,1
4700,1
757,1
10123,1
8504,3
8382,1
8863,4
6663,5
7473,4
89780,9
54361,37
7477,9
8492,6
9074,2
9073,1
23621,4
64184,1
51208,1
145258,1
51478,1
9564,5
55014,1
54033,10
51227,4
53820,4
30811,5
150094,6
102724428,2
10069,3
30812,3
53347,4
56683,8
56911,2
10785,2
51282,3
58494,1
6547,4
55333,1
50628,6
51274,1
54039,5
57060,1
64699,2
23682,1
57111,15
9075,3
57122,2
79792,1
85397,12
6468,14
57010,3
83667,2
143686,16
668,3
84651,8
83729,3
84695,1
338917,3
7675,1
118429,2
4291,3
81792,8
54097,10
102723553,5
54065,1
53822,2
54059,1
59271,8
114609,13
91662,1
126206,1
376267,2
259287,6
259294,2
338398,2
728358,1
1667,2
54331,3
348303,2
129025,2
644414,3
374407,2
401250,2
353332,2
353323,10
10093,3
25906,7
353333,2
1672,8
975,2
23480,2
390443,1
7167,3
5354,14
3646,2
339345,5
386683,1
386684,1
386677,1
386682,9
386675,2
386681,1
386676,2
386678,2
386678,6
10952,3
5728,2
5531,1
11345,2
140823,10
7327,5
4637,10
60,5
5881,2
390664,4
1973,1
22917,1
6224,1
6616,2
5631,3
7979,3
5687,3
6281,2
998,1
11034,6
4218,3
53916,5
5862,3
5869,2
1163,2
10890,2
7852,1
7323,7
9040,2
3093,1
7334,2
51552,6
10096,8
10097,1
746,7
9318,1
377,1
5435,1
6059,3
5908,1
5912,3
83719,2
4149,1
6189,1
6154,4
112755,5
6750,5
10197,2
9464,1
6138,1
4116,1
2257,2
6155,13
3670,3
9114,2
5092,6
6168,1
387,2
390,1
51126,1
83988,6
3336,4
29927,2
4069,5
7411,1
6812,4
567,1
7042,1
10577,1
5569,1
2791,2
6613,6
51569,2
10238,1
11091,1
1174,1
8543,13
10204,5
3190,3
7532,1
64854,2
22800,1
26519,3
10098,4
6201,1
5499,4
5500,2
23413,3
5700,3
5705,4
6202,3
7326,2
7328,2
7531,3
6208,2
6207,4
6205,2
6635,1
6636,2
6637,1
27258,2
11157,2
6632,4
6633,4
6634,3
694,4
7114,3
382,7
5706,2
9519,1
6130,3
5436,1
8766,2
2107,2
2104,1
7555,1
51646,4
6191,4
5516,2
59,1
388,2
6194,1
7447,1
121504,10
8294,2
8359,1
8360,1
8361,2
8362,1
8364,1
8365,2
8366,1
8367,1
8339,1
8343,1
8344,1
8346,1
8347,2
3017,2
5861,3
5901,1
9349,1
5906,1
7322,7
6209,3
6230,1
6231,2
6234,8
2782,9
5441,3
9978,1
2783,2
6156,1
4736,1
6135,3
6132,2
5478,3
2280,3
6171,2
10904,1
59284,24
6233,6
7311,12
2885,2
6434,2
5879,2
163,17
6844,5
2778,1
2770,5
5534,1
7534,1
7320,6
5520,8
6638,3
8926,7
7341,4
8655,32
6993,3
6500,8
2792,3
2785,4
2787,2
6227,5
1984,5
10399,9
3759,7
71,5
6827,11
7329,7
9168,3
5515,2
4904,1
1460,1
7171,4
7332,1
1915,1
2281,1
58,5
10376,2
7277,1
10383,13
1457,3
5049,1
8351,1
8352,1
8353,9
8354,2
8355,4
8356,15
8357,2
8358,1
8968,1
8350,3
165324,7
3043,4
3048,15
3040,2
3039,1
1525,2
6452,1
6047,2
3476,1
140885,4
101,5
8529,12
5723,1
10180,2
2262,2
2564,3
5307,17
1982,3
10557,5
10556,17
2969,2
41,4
1742,3
8396,17
8506,13
1485,4
246100,2
6733,2
1911,3
579,3
1455,25
9071,13
10576,13
4973,3
7355,6
10559,13
10237,2
3889,1
3891,4
23532,18
8900,5
8480,1
11118,1
79190,4
50805,6
9446,8
6376,10
11281,5
182,6
3766,5
6764,4
5591,4
6868,4
2647,7
8406,4
384,4
7832,1
1999,2
4913,14
3597,4
6364,6
4130,3
8738,2
5251,1
104,9
3125,1
80742,3
6355,3
6354,2
6372,17
3934,5
4293,9
3430,8
4501,2
8788,5
18,5
6283,1
6492,3
29899,3
10712,3
55894,1
414325,4
117159,2
23635,4
7110,3
11136,1
23418,3
64969,6
64963,1
64960,5
65993,1
64968,4
64965,2
84324,1
83758,3
57188,1
203100,65
94031,3
114294,50
134353,4
91949,4
10907,3
10951,4
4088,4
3208,36
375,7
381,8
2079,6
391,34
10169,8
6428,2
3021,22
3020,2
221937,2
23779,1
55615,2
729233,2
729240,12
729246,4
729250,7
122183,7
729233,20
729240,2
729246,27
729250,12
122183,11
729233,1
729240,3
729246,8
729250,2
122183,1
7130,3
25759,2
1601,1
7436,15
3339,2
5310,21
4036,4
7789,3
331,1
393,6
1947,1
60343,8
2245,3
8241,6
4303,2
5935,1
7752,3
23250,2
54205,1
5521,3
4354,1
7019,4
5306,2
4143,2
5250,3
3069,4
2959,3
3222,9
1018,1
8814,1
1021,3
1020,4
5127,4
5128,1
5813,5
11135,2
2176,4
4693,2
1213,1
3297,2
4791,1
7905,3
6652,1
3192,3
5678,2
345930,5
774,1
10379,1
4193,1
27018,1
440503,2
102724594,1
7307,4
6711,2
7073,1
1869,6
6418,6
3581,5
6427,1
9308,2
3607,6
861,4
5971,1
3568,3
2585,1
272,1
271,9
58498,1
5376,2
287,1
10487,3
1670,1
1671,5
7258,1
728137,1
100289087,2
2313,1
51350,1
10410,1
9173,1
1810,1
7023,1
776,2
4158,1
4157,1
2326,1
5394,1
54726,1
5214,1
491,4
6304,1
7508,2
2130,1
1039,1
5460,3
6689,1
6531,5
4952,2
5331,2
4919,3
4920,3
6876,3
8227,1
4636,5
4205,4
100271849,7
4207,31
27163,1
6668,4
6005,1
1723,6
2983,1
5581,2
6007,3
1339,10
608,2
1062,3
9493,1
3084,2
3398,1
6407,1
1294,5
320,1
6671,6
6670,3
1824,3
3399,6
3024,2
6142,1
5079,27
3394,2
4807,1
4808,1
782,2
2650,4
2980,4
5604,5
7010,2
4294,3
2288,5
5351,3
8045,7
3000,3
6128,1
9586,3
9590,1
5076,2
8402,8
10878,1
2948,7
3087,3
1390,19
4298,16
2122,10
857,4
95,1
4297,1
7049,5
5467,1
1060,7
84823,7
5805,5
6094,4
7032,2
5329,4
4598,2
5745,1
2074,1
6890,6
6891,58
3078,1
1300,3
10153,2
3749,9
344191,1
7639,4
3298,23
168374,8
10865,2
5970,5
51035,2
2632,2
1981,5
538,4
3872,2
4853,1
7088,2
7089,2
7090,2
7091,3
2018,8
3083,1
5588,2
2739,3
90,1
1645,2
6742,1
5966,3
8763,4
4486,3
7533,4
5355,1
1477,4
6736,2
3382,2
7337,5
1759,3
4084,1
5782,3
1178,5
2572,5
5747,8
5590,5
7704,7
9295,1
2902,5
1917,9
5580,1
6041,4
1142,4
1844,3
2019,3
7142,1
7783,8
54799,3
1659,1
51496,2
159989,1
3699,1
5781,1
5068,8
695,1
5523,1
5471,3
5393,4
5720,6
3516,1
4208,1
7301,6
786,1
862,1
334,4
6822,3
2551,1
2553,1
6015,6
5888,1
7849,2
7582,1
2332,2
2331,1
5052,2
6659,2
1144,2
5129,1
3604,19
6141,4
708,2
2028,6
969,1
7082,1
4283,3
5281,2
5142,1
1805,4
81851,2
7033,3
10657,2
581,3
598,2
4170,2
5426,3
3831,4
5465,6
6654,23
6655,3
10188,14
4035,2
6426,6
392,4
89,1
2305,6
5996,1
166,1
6429,3
5097,4
7053,2
5530,3
1660,10
1429,4
783,4
3588,3
780,3
2802,2
2801,1
3959,1
4016,5
1962,2
4240,4
5143,1
2039,64
5144,4
1823,1
8226,17
6695,2
653423,2
10407,1
10871,8
961,4
5481,2
2267,1
3702,1
6749,2
5934,9
56907,1
284391,3
440145,3
1589,2
116285,5
79919,3
80332,2
55697,21
153769,3
137868,2
9703,1
125919,1
54888,14
1760,9
1762,3
5928,8
4686,2
3736,2
2033,20
79026,11
55786,7
25900,3
348938,1
92129,5
23098,17
84068,2
374454,1
115548,1
339231,1
339210,1
206338,4
80167,1
54859,1
145497,2
257068,1
153020,1
57228,1
388324,3
2280,4
79173,1
127602,20
79634,2
64417,15
84952,3
129881,1
80233,2
145873,3
125893,3
389541,8
728373,5
728379,5
728393,2
728400,11
728405,3
728419,2
728369,2
91624,5
2590,11
2589,23
29894,2
7008,3
684,8
23203,1
6482,8
6487,2
6484,1
547,7
9805,1
9897,1
22937,11
6721,1
7984,2
2308,6
10607,3
2975,1
3778,1
5756,3
3373,1
10957,2
444,12
1068,24
7024,41
11214,23
2202,4
3757,6
10024,6
7216,12
6598,4
10966,11
2186,8
991,9
57829,2
5458,2
3798,6
11167,3
6810,8
2926,3
5871,1
7786,1
4774,8
1272,7
1015,1
10461,1
6433,1
1107,4
10946,1
2903,7
1806,3
7158,1
8692,3
11070,1
7866,2
7726,4
7711,7
9255,1
3608,1
3609,1
10960,1
6555,5
5795,5
3820,6
5783,1
1993,11
2059,5
10131,7
7186,2
631,2
2294,2
2295,3
2296,1
2298,1
2299,1
2300,2
288,5
1739,1
6881,2
4643,1
5900,1
4775,3
5511,2
8073,1
29,4
8131,4
662,7
663,11
664,2
4799,42
8988,1
11009,2
7074,1
1891,1
10962,1
394,3
7851,1
9472,1
29966,1
8881,1
6789,2
2314,1
22954,1
80347,1
10345,1
7681,1
645037,1
2574,1
2576,1
2577,1
7185,1
10573,2
31,2
64714,2
7941,4
3937,3
2873,4
8100,1
7709,1
7375,2
10036,1
8208,1
10158,2
7187,1
1846,1
7071,1
3550,4
4507,1
5978,2
6018,3
5562,1
10062,4
8500,1
10241,2
25805,1
23435,1
10949,2
5058,1
7965,2
29935,3
8772,2
5607,1
5598,1
5062,7
9058,6
11335,7
6788,2
6811,2
868,3
5708,2
22915,1
1850,2
4608,3
6909,5
7869,4
1161,4
5069,6
2904,2
2874,6
8991,1
1118,10
4832,1
4214,3
5593,18
6503,2
3824,1
8683,1
6431,5
9241,4
2911,1
4085,3
3601,2
10155,2
10202,1
6809,1
10146,1
2516,1
1201,8
9111,2
6504,2
4250,2
8514,16
5754,3
6502,3
472,4
8941,5
2887,2
638,3
24138,5
6445,5
9112,1
5802,1
11262,8
8668,1
10661,5
23421,3
23759,8
100529215,1
7730,22
5527,2
1487,1
4356,1
5140,4
5082,3
23542,3
5337,2
4081,2
10520,11
7335,2
387522,1
1781,4
696,3
4998,7
4999,4
3611,1
10232,4
10320,1
6640,2
6645,7
7518,1
9360,1
6949,1
9094,1
25800,4
10992,2
10956,1
2803,2
8754,1
8751,5
4045,5
2289,13
7991,3
4650,10
6093,4
7855,1
4773,4
8711,1
7156,3
8174,9
2549,5
4089,4
10312,1
330,1
329,15
2824,3
8301,1
4534,8
8878,3
9412,8
4580,4
4664,2
7222,10
10381,4
427,3
8419,5
5502,1
8899,5
5300,1
10955,13
545,12
1978,3
8737,3
3065,1
816,10
818,1
817,39
10540,12
4760,1
5311,19
3663,11
6996,7
7805,13
3705,2
22938,9
8525,13
10788,6
9248,10
6786,5
10750,1
29896,1
6642,1
11103,3
5190,1
1776,4
11137,1
8898,4
8897,7
8454,5
8453,1
8452,5
8451,6
8450,1
7159,3
1859,1
7264,2
5727,1
11031,2
10981,1
3360,14
7162,1
2273,7
2275,2
3587,5
9610,9
14,3
779,2
5913,9
93,6
7841,1
480,2
214,4
3914,17
864,18
4666,1
8563,8
8031,7
319,2
5366,2
357,10
6709,3
7126,1
5317,1
7919,1
642,6
23404,4
659,1
4336,6
5768,13
5753,2
6641,1
7280,3
687,3
688,2
2966,2
2967,2
705,4
10438,3
2889,1
3422,9
775,10
860,17
865,1
4802,6
5149,5
5923,3
5592,10
8621,3
3603,2
9793,4
1153,1
8536,4
23406,5
570,2
1298,3
10063,7
9363,2
10983,2
3184,1
10766,1
950,4
7804,2
3606,6
1807,4
1605,2
7716,1
5137,7
1829,15
8214,1
23650,7
9686,13
23246,1
9354,5
23157,5
9830,30
9817,6
9704,1
23515,1
9667,3
8661,3
9679,2
9812,5
8874,2
9898,3
23514,24
23513,1
9815,4
8578,9
9641,21
9761,41
23170,5
23649,3
8448,7
1793,1
7027,8
7029,2
6493,11
7486,4
2274,3
1400,3
1809,1
3396,15
10950,1
1639,1
1778,1
10231,8
4863,4
1870,1
8581,7
10148,3
1967,1
1974,1
6924,3
6404,2
9053,3
2017,17
2021,12
2319,13
5955,6
7706,11
2185,18
10922,5
10875,2
2318,5
23770,2
4606,5
2841,2
2483,1
2535,5
10672,5
2593,2
2582,12
2615,1
1444,2
2712,1
2912,4
5139,1
2591,1
5283,2
4076,2
2888,1
2886,4
8678,2
3280,4
7884,1
4779,1
9584,4
10876,1
10406,7
4739,4
9982,6
8404,5
6331,7
3884,5
3090,2
6596,3
3882,1
3887,9
6713,2
3174,4
3177,2
10954,2
5635,4
1659,3
11144,8
4175,4
3709,4
3710,2
10608,5
10781,9
10793,3
4077,4
3598,2
3632,1
3708,6
3661,5
3767,2
8269,4
8270,7
9320,3
9698,2
9700,1
9656,2
9685,3
23189,3
9833,1
8243,7
23076,4
23054,4
23199,5
23181,2
22984,2
9100,4
23184,1
23193,1
23180,3
7881,2
5528,7
3930,4
22796,2
27232,1
5790,6
9961,1
6775,12
4052,1
4053,2
3386,6
3142,5
84733,1
2804,2
841,13
162993,3
255798,1
122830,11
5349,2
3835,1
4209,1
1108,14
3927,1
10948,1
84159,2
4607,2
10589,6
169841,7
4776,3
4784,2
3813,17
3810,15
10457,4
2905,5
54734,1
3837,1
9221,8
4926,5
4978,1
4956,1
9970,2
9975,2
23198,2
9820,5
284434,5
257218,3
7871,3
84986,1
140807,12
137886,1
56970,5
79847,2
80018,5
29035,6
79072,3
285093,1
23397,4
9768,11
9789,2
9694,1
9589,2
9861,2
9709,1
9741,3
9587,2
9643,2
23172,1
4735,1
9733,1
9918,3
23512,1
23016,1
10318,1
9744,2
9343,3
8916,3
9784,10
9802,23
9929,1
23204,4
23516,2
3735,4
9869,1
9684,5
23209,8
23212,1
9657,1
9459,9
10714,1
7458,6
9928,2
8019,1
10631,4
8411,1
5031,1
8851,1
4689,3
10130,4
5050,2
177,4
5118,9
5133,1
5163,3
5164,1
5165,3
8682,1
10682,2
10654,5
8558,2
5587,4
5332,19
5108,3
23420,1
5445,3
9338,3
5525,1
5526,1
5464,11
10728,2
5157,5
11329,3
5818,9
4841,4
5673,9
5801,4
5524,2
5796,1
5822,5
23475,1
9135,1
11021,1
10921,1
5929,2
5954,9
2066,2
3662,3
10928,2
5459,3
3881,4
10771,2
27063,4
3996,2
10489,3
6196,3
10959,6
5093,1
5094,35
6921,1
6923,3
2045,1
6009,2
9690,4
9804,2
284,3
9650,8
9934,5
1718,1
