gene_or_protein,study_bias_score
93010,27
113246,27
10168,33
84859,12
3679,38
161882,1
3560,6
79177,1
79734,4
51072,8
2662,20
127018,18
23338,20
23347,11
7171,159
5921,1
81570,39
7818,22
54472,1
359,3
64506,2
6102,8
10561,5
81846,1
6429,8
6209,1
80212,4
22954,65
91687,4
51308,25
54495,2
23597,2
10894,1
85569,8
832,1
6383,1
79796,20
57453,1
80169,227
84893,11
6820,42
23474,1
23659,22
113655,1
7581,5
126789,1
1549,80
7718,16
2866,1
22995,1
7837,10
9663,13
55740,13
352909,3
57722,1
2523,16
4254,65
6160,10
56923,1
79991,3
10525,12
1392,20
54149,36
219972,12
84991,24
126295,2
128077,32
1389,23
84319,25
7549,63
10473,64
91408,1
54726,30
5902,9
339327,55
2130,68
6662,4
79990,21
11267,9
10011,24
623,115
2580,41
219927,10
4194,7
11275,4
392307,123
147991,26
2870,19
9175,2
10413,92
54982,13
6751,4
5170,35
1956,16
27131,14
9590,1
7009,32
8802,8
389207,102
81847,15
6894,12
112476,2
100526740,29
374308,2
100288695,16
96626,1
8883,3
60490,82
7916,44
340654,2
5300,5
80298,3
2935,9
2120,1
7205,28
4796,4
92675,1
79156,60
56097,1
10367,3
84316,17
78994,2
3384,27
27351,1
23148,29
3359,7
5698,17
728911,1
102723680,1
102723737,17
4703,5
5973,20
6343,29
2267,6
10954,5
344148,14
10477,8
80145,2
81556,29
79092,58
9034,1
5467,17
23277,16
4917,16
10553,10
2810,2
57167,2
10096,30
117155,202
57460,103
23092,1
23677,65
123228,1
53616,3
5641,16
10101,1
1073,1
283375,1
5175,39
5214,1
7741,32
4849,2
25792,8
55527,7
9016,17
10647,4
957,17
56888,15
122481,27
9860,45
22807,19
56146,5
617,7
2762,2
51303,9
140801,6
23132,82
6576,9
201501,34
150465,48
23551,5
646960,4
3191,59
55156,38
148137,1
6663,1
260436,53
283537,1
7073,13
10250,36
57728,9
7988,40
6387,104
26047,41
100996709,2
100506084,1
51326,3
2962,45
3872,1
441478,12
6658,59
10023,24
22984,8
55028,1
116064,2
55568,22
84085,1
662,7
57062,1
80864,5
25998,11
1762,1
55149,37
27092,24
54948,1
2177,5
26093,4
1946,21
5004,50
10950,2
202333,28
51564,7
548644,7
23002,8
3552,2
57605,1
163859,2
4637,43
8612,54
56142,71
55929,7
8888,1
55313,38
83468,11
56648,29
3018,3
9941,8
1159,11
548596,30
8875,1
140823,35
6517,62
51225,6
79982,30
7298,12
9296,33
55762,5
9586,22
291,2
65263,64
1666,63
8447,30
51286,3
29979,16
57628,13
30837,18
55181,13
9129,1
283417,6
51747,1
80022,15
140691,2
337974,34
7187,101
10309,103
114900,19
9321,2
64215,1
6328,1
170575,3
10294,16
285489,4
55247,1
64901,22
6954,49
407,53
516,10
79658,7
55578,2
1312,1
9261,12
147650,2
54751,4
124401,22
3297,72
8078,5
10273,8
56138,53
3848,2
118813,2
55357,2
58488,1
7428,7
6668,20
55315,9
91355,32
123016,90
5329,33
114818,40
80318,30
3340,20
146439,8
388969,18
26153,5
204962,94
389136,1
1551,1
100861540,53
2173,478
170394,36
7738,19
3788,85
54952,18
4323,9
23232,16
4775,26
22879,15
170261,1
50944,1
5440,2
10558,10
84125,8
255877,17
11159,55
7546,1
6036,198
6629,7
10780,1
29899,21
255798,194
655,25
326625,3
23491,5
7884,1
55005,29
6191,7
329,19
10694,9
57508,29
26528,1
2050,14
220988,100
25934,65
8789,4
4152,27
9767,2
56926,4
79921,60
9846,19
344657,8
1849,81
10135,43
2214,38
254910,2
8844,6
55094,15
6651,1
60673,1
54346,25
27252,165
10692,1
8562,1
7036,1
7556,6
1073,4
92949,43
64848,3
54499,10
25956,11
84131,19
10236,9
416,45
280664,9
8091,41
348,40
84079,30
6904,16
2683,17
8565,7
5408,9
1650,4
5516,22
5424,4
55095,2
55294,10
51107,2
79056,1
199720,11
8788,4
11317,8
5493,34
11152,1
162681,3
320,4
57542,4
1445,1
5705,59
79000,27
7248,11
1506,13
10196,6
51478,3
9653,1
10537,135
389677,57
140893,1
57580,21
10113,39
4363,23
4761,13
8428,1
25841,44
203228,20
2004,2
200523,3
7291,5
10215,40
22921,27
10955,4
79157,1
3092,14
56940,39
55795,10
84889,6
1386,5
685,56
3212,21
257236,6
54480,30
55816,38
64843,24
6725,38
9918,9
26032,10
5238,15
55611,62
6814,6
5800,30
402415,6
837,2
6157,4
353189,1
2331,10
8339,5
8343,67
8344,27
8346,1
8347,8
3017,13
92960,14
221749,13
58497,30
338599,38
150572,5
6051,4
83897,68
113829,3
81029,11
23480,20
54504,2
27293,131
55486,27
23223,17
6500,1
23568,2
29882,5
3808,198
4998,1
56922,17
8518,24
8470,89
10198,1
10726,1
10602,10
57661,60
6928,79
11023,60
157378,2
843,5
10677,4
1786,19
1184,28
55636,3
9145,1
114548,44
373509,1
55742,5
84902,18
150248,1
657,12
26273,11
9050,9
84439,8
11160,17
54472,80
55330,10
4237,1
400073,12
27345,7
576,32
80724,1
2792,3
55152,1
5970,5
6906,69
3275,1
1659,44
7031,9
84904,2
5315,250
4929,8
991,4
23339,1
126006,2
10963,13
89941,3
8079,65
79641,8
753,23
7466,2
390327,6
284391,18
6424,5
56891,8
441376,63
3417,1
9973,2
22911,6
10717,13
112817,3
8976,2
338674,24
4026,1
635,5
23354,7
168455,24
91351,12
7037,6
55898,33
23053,29
6648,22
1396,8
2124,3
833,2
7053,49
28973,2
84334,19
58487,5
8654,31
5077,18
26575,5
137362,12
7869,30
835,62
29956,115
6363,1
56000,4
5802,23
5700,1
129685,27
9923,62
356,23
55031,22
4846,19
55317,10
343069,15
79786,16
286006,16
57568,1
2936,13
2647,21
9723,3
5423,64
54935,353
728621,44
7554,1
285267,43
79901,19
7157,56
220002,1
3028,35
7474,3
56956,4
29948,29
6183,1
10019,7
84440,37
51005,19
9640,12
29801,1
55745,70
10327,2
51128,1
122416,9
1540,48
26,16
25847,19
26578,1
27436,6
8793,1
3630,1
10039,3
5199,131
3797,48
23203,21
4824,59
9093,25
114801,2
2975,16
6143,41
134549,1
81609,4
129530,18
7855,1
80108,9
285025,53
57217,30
138474,119
5106,7
10522,2
2729,53
92749,7
100131017,1
84061,19
26090,8
22916,17
388468,3
85012,11
90737,4
65108,10
6339,7
117248,5
144717,16
54815,6
51251,2
5230,2
5829,8
129138,3
57834,2
283489,58
3927,8
23255,42
80270,27
54784,2
203102,5
30844,1
81533,11
5000,9
6046,1
9450,43
6198,19
126231,15
55343,203
6176,3
6495,6
26190,8
145483,3
8604,2
221,13
252983,9
5860,1
9696,3
5792,2
22934,8
1375,4
11067,344
375346,12
5980,18
84926,9
255324,37
824,1
2904,1
7132,2
23499,247
91584,5
663,3
6188,10
55788,26
58533,43
80264,1
170954,74
28998,25
9818,2
8689,9
84967,1
5966,33
2664,6
728113,11
653145,1
27173,168
3433,6
5660,31
55552,1
55173,43
8434,26
6857,1
11069,45
4193,26
51184,128
3338,7
10891,3
114569,12
5126,14
55749,35
22827,15
23452,27
84816,30
54442,4
23468,18
54715,29
9197,41
51372,21
3814,23
80005,1
285596,12
5080,56
26013,1
6838,1
8556,3
215,69
7263,79
56882,4
2638,140
8487,8
1544,1
162979,2
8500,3
26258,4
51133,16
222255,5
9499,11
6901,179
51112,4
4694,50
11035,49
6543,1
10498,18
3115,5
353140,3
113444,1
6768,54
57117,16
8558,1
5341,10
23030,120
3048,36
4300,110
4143,11
3178,41
2585,16
5993,1
5687,1
5284,12
56269,29
26149,49
124872,15
50484,10
10849,4
728116,6
83640,4
4209,15
9253,8
5926,15
4069,49
10882,9
399671,16
10410,2
11319,41
90,5
10320,2
55698,1
57711,72
3357,13
132014,39
80830,5
9356,31
7760,11
163033,18
59350,52
2167,1
51148,19
55234,5
65987,15
7525,37
7145,3
30813,20
1801,13
9792,3
55588,3
3716,3
80036,44
6355,2
83983,24
83608,1
144577,75
150472,70
8651,35
6194,2
157769,38
114791,19
93986,5
26239,28
375035,5
284805,7
3664,22
10567,1
10579,26
85021,46
51499,6
114822,1
7737,1
6039,7
9340,2
54886,35
3842,1
100534012,21
79005,1
169355,20
1123,9
5008,46
9371,1
83638,4
55342,1
26025,15
1472,3
7568,18
56180,1
8994,5
64375,5
2524,1
84343,10
22999,2
285195,31
102724631,10
11060,1
55571,26
7174,22
51011,68
8340,10
84101,1
2798,5
6775,46
11062,10
6535,56
28969,15
10124,1
257068,1
51465,13
2965,51
84552,4
8438,6
4908,64
2595,2
2976,8
55529,11
54845,4
4061,3
83858,4
124944,39
6293,20
94025,1
10621,3
7620,1
7516,9
10465,15
2560,10
135892,70
10274,9
7402,1
79932,2
9656,29
2954,21
5094,16
92002,17
284996,44
255626,45
9750,41
5653,37
3422,4
57528,1
4693,27
5837,131
286887,23
29104,48
79633,18
930,22
245934,33
83758,14
83882,29
3558,32
9928,3
28991,16
9531,20
27127,1
84284,1
9913,1
4602,1
146722,17
1379,1
55296,73
644591,34
5356,33
5625,23
129450,11
55100,20
55197,26
440093,2
528,28
5580,2
147948,3
1788,1
8220,5
51101,6
6776,13
55250,5
25789,16
2348,6
84689,149
85365,1
64282,3
7544,49
338645,3
51642,3
55599,41
9719,2
25864,101
2783,47
374887,1
65062,62
10224,6
85413,341
23275,65
114659,5
345557,24
54520,38
79759,2
5432,2
473,1
374569,1
19,39
8665,41
148870,9
23291,170
10845,1
54187,58
1374,2
51557,10
2286,51
1979,1
6799,1
6166,30
283358,1
6536,3
114880,33
164633,13
144348,6
23325,7
51304,60
219790,5
8821,1
10293,67
8089,2
8337,118
723790,86
389362,35
84923,8
8443,17
27068,4
6156,3
6160,5
147929,15
202018,50
10658,5
4552,4
22837,45
4308,1
283948,41
8425,32
84063,1
10585,8
10094,67
5150,1
6091,7
25806,95
260293,3
57575,66
63826,17
51081,84
81285,8
3516,10
1951,30
282996,19
56130,10
10507,1
114769,1
10497,12
5757,8
5768,7
79571,44
2175,5
3762,1
102724594,8
7307,13
80333,1
7494,23
7168,16
389856,2
5710,4
727957,18
3557,17
9797,9
55204,49
57104,3
8992,6
4057,16
41,12
163071,29
7177,18
64499,1
10919,26
10051,43
51071,13
3915,130
54778,25
92935,1
11136,27
57162,10
84168,9
966,1
5218,19
7343,14
115024,31
440503,4
144453,13
89780,55
58986,26
55840,5
83855,114
55334,1
1573,7
25875,18
3000,18
55049,94
57096,33
22982,5
6584,12
27229,18
2130,19
79799,1
117245,13
51209,9
5533,2
146754,20
55023,28
79731,2
51144,63
25906,27
23200,2
130535,3
1660,68
55193,5
221955,38
347735,13
2890,39
4301,16
1311,1
81542,2
29105,13
116987,1
84445,176
90353,11
55808,1
2037,8
30968,11
27314,14
26973,3
55761,1
83743,33
5955,39
10788,1
374654,35
2100,13
2671,1
25994,4
4640,1
126353,2
9083,34
442867,67
442868,41
5515,1
10036,6
90321,21
6623,11
143888,4
5532,4
8224,5
55167,13
4913,1
644,8
84324,1
54532,1
84648,56
79925,24
348793,16
64976,8
6203,6
7564,2
23094,48
7416,10
10454,19
59339,4
26579,94
8001,14
4159,123
79697,2
5530,24
197131,12
7332,11
353174,1
10519,3
80329,2
22870,37
79943,26
23349,49
10346,26
339366,2
51071,157
701,18
91351,51
56920,10
6134,24
11338,81
3697,5
27039,11
122258,6
29088,2
8841,4
2782,29
6527,39
23464,3
387032,21
29893,8
9623,18
6275,1
5010,2
6647,5
64778,1
205428,3
80352,54
26517,15
56122,126
56900,2
93107,33
4176,14
9496,30
8631,1
163259,1
8602,9
26060,18
257415,33
56102,6
5396,8
168544,10
146909,27
10008,16
857,18
84892,42
59286,1
65009,18
84418,41
4947,19
10488,31
23567,10
10460,10
9141,3
22884,6
22903,3
7782,15
6874,6
6905,3
285315,29
83550,12
10067,1
142679,19
27430,102
80149,1
435,159
9095,1
57282,2
221823,28
3191,4
5931,1
8563,2
10447,32
10254,28
23608,70
80221,1
9577,30
51807,1
51455,11
347240,22
122651,87
3354,6
56893,2
400673,57
10162,21
389119,17
340547,2
51750,7
682,4
1832,5
8848,47
4626,3
10516,1
594855,3
10053,5
64170,24
3792,1
55324,9
55432,13
387129,3
144501,4
6307,1
91039,22
404734,91
54882,12
140730,16
22900,4
81030,28
23609,22
80325,139
1131,50
140290,1
5096,7
55714,1
92906,3
29128,18
254887,2
8200,19
6514,24
107,7
28514,25
54839,1
23189,3
337970,11
6352,5
10898,1
177,12
5663,7
57094,1
9524,8
23162,110
57221,30
283742,4
400745,1
50814,7
55256,3
23067,1
343472,1
5047,2
9462,1
54487,65
51311,29
117608,15
51329,52
51517,18
6418,15
5476,1
23522,3
10715,2
23107,1
28951,6
342933,3
144097,1
9908,16
203062,10
3760,26
1008,28
5586,11
51514,18
55359,15
4001,13
7094,35
11277,8
221895,18
29953,49
339287,10
51156,3
119710,20
4008,45
57062,21
5071,22
147920,1
3190,2
51182,1
98,1
6633,6
102800317,1
79026,17
387267,15
55798,16
26058,23
8698,17
6929,79
221357,1
284406,24
85013,2
124454,13
23072,59
60681,1
123591,1
375,52
11337,82
92312,4
131405,10
3775,5
4635,10
5579,28
81570,2
866,17
29920,25
25831,12
123606,18
6792,1
6405,2
59338,5
79295,93
22873,4
57565,26
51433,24
51185,5
84433,2
54916,1
240,16
6430,44
6143,32
30000,8
439,285
100131827,19
80124,1
3840,44
9456,1
347344,48
81631,25
3434,1
10806,47
8671,25
8473,27
25929,75
58527,23
211,60
79918,462
55750,1
716,9
92092,29
53345,19
63929,1
1142,85
23013,1
126917,165
10290,47
55916,4
1196,1
57333,3
83752,30
9407,4
7374,11
318,9
8778,21
28978,34
388701,1
134864,48
463,5
6320,4
8615,41
286256,83
9196,37
6584,26
3784,4
8737,118
150209,20
57222,4
404636,1
51310,2
26043,10
148932,45
56938,63
4319,1
79132,42
5833,29
23705,26
55850,7
256309,56
55867,42
9818,5
122769,6
26118,7
253152,1
9227,61
7552,1
23071,1
5950,300
123745,116
5634,4
51318,4
337878,1
4436,33
8153,90
57010,5
148534,4
5901,8
54714,38
7170,15
10009,35
2935,40
7739,10
4814,226
2752,55
146279,5
80019,7
54965,72
201475,14
57787,1
1944,31
10123,3
130271,186
3216,1
2873,54
378807,7
7486,1
84811,81
7584,304
3113,3
10606,3
3860,2
100288966,4
317754,14
1111,10
5307,89
7490,12
5331,52
22895,44
6251,5
56999,6
84148,166
9179,25
7101,15
8851,73
84299,27
5866,24
55720,15
7345,26
124245,21
2888,12
51256,7
107080638,19
729,25
57705,27
5588,1
4710,11
10876,1
11066,14
79872,1
29091,3
23011,4
29904,1
89795,114
79086,50
64184,69
163131,32
79035,33
9114,29
79691,31
5048,24
26523,1
2526,19
6168,1
488,8
1609,2
126823,19
29777,1
1314,1
84542,21
50628,7
83539,58
5069,28
9527,107
79097,84
83451,148
55184,9
149628,20
8621,1
10992,17
51176,2
4957,16
729967,152
5549,7
9541,19
114088,3
64866,30
100532731,16
648,29
80831,21
3945,24
51438,46
4698,2
487,39
9375,9
257144,27
23265,9
9202,65
3382,61
11100,1
5518,8
23598,23
200350,49
28989,25
3783,5
113130,27
7026,2
3163,1
27158,1
84305,2
25959,36
283232,17
2157,17
23457,46
6606,30
6607,19
10479,124
10802,11
3445,61
54507,20
9380,14
55081,15
5687,1
5937,5
389320,4
55884,19
55709,4
56344,12
92521,2
87178,26
83417,16
23317,113
399664,7
338323,1
293,10
10326,68
545,1
25980,15
440026,3
9710,6
50945,1
51699,1
1636,20
4247,3
284004,10
92241,1
387263,28
158586,1
9249,4
51035,65
84080,18
51083,2
85865,54
57577,41
51322,2
9688,9
64859,14
4110,18
51174,4
7157,9
92922,2
256643,85
2743,118
128408,4
10059,1
1149,16
55352,3
10564,70
81576,2
57418,10
64750,45
5879,36
56339,5
3221,1
29843,3
3312,33
5901,2
84144,1
7879,1
340273,1
3889,18
1002,4
22887,8
60676,9
51061,12
4541,31
140767,484
5336,2
2817,15
25900,8
79605,3
79627,19
10884,1
79971,3
997,1
10628,1
10970,3
3024,14
23185,2
51377,15
122773,1
401563,14
317705,8
3802,1
55285,26
11260,12
114799,6
196441,3
138428,56
6693,1
22838,46
619208,34
4097,48
55632,1
7358,37
28232,48
151258,43
29121,1
197342,367
57520,42
4501,26
245939,2
55603,7
6494,88
9054,55
55340,4
10690,71
7547,2
342184,1
90025,5
64431,7
143425,12
10859,37
2022,2
3671,22
55057,2
2774,6
93587,1
84961,24
196472,1
29093,8
65264,20
80308,1
26502,6
8907,5
51136,23
84749,29
84722,1
81608,2
57633,2
120425,4
874,33
286234,1
353137,41
4860,1
80097,7
10096,9
339665,4
130589,57
6738,5
11325,10
1479,22
2819,1
23314,62
203562,17
11176,23
3939,14
124783,14
7879,11
28958,9
57184,74
25981,4
91409,1
64744,51
9762,20
10608,6
26658,1
56252,4
781,5
10600,52
4852,12
22882,3
116039,16
7334,45
9349,36
1299,53
4857,1
115416,6
1780,78
386681,1
328,2
128853,85
7042,37
23160,24
133022,11
55165,18
114771,29
2746,44
79632,16
23361,1
5862,11
3358,7
55239,5
7851,20
84107,21
85476,2
51264,10
3418,43
7113,5
3508,32
7082,23
22827,31
11315,64
29978,51
727851,41
160419,2
90293,38
353139,82
30846,24
7565,9
23012,12
1645,3
54752,11
57719,1
84881,12
79698,1
55331,14
2268,5
6642,12
8997,35
8085,44
83932,7
4892,38
51126,4
8106,8
64131,2
51042,29
1266,7
26097,1
5699,20
79446,27
27106,1
9620,23
4726,11
1478,13
23307,1
63922,1
5308,9
63923,3
51363,2
64792,21
253935,1
2559,20
57409,72
64110,6
54850,27
79789,184
30811,1
57045,1
90135,1
221154,59
163786,2
4161,6
60506,1
55713,27
54554,59
23460,4
353288,1
9898,3
353133,7
23548,16
6560,1
7913,43
678,3
80332,121
7064,1
7373,45
9023,1
11083,19
5627,127
8643,4
6510,7
875,20
102724560,43
51761,13
3663,46
81577,7
55904,1
1013,8
1508,55
254013,20
7168,2
90317,8
83992,4
27291,53
9389,46
1490,12
9515,1
3735,1
1582,1
1783,212
51154,1
57110,87
4215,24
257169,9
78987,12
149986,43
53904,42
203197,86
8445,25
57180,31
55879,216
154091,1
9737,66
3709,5
1459,9
57019,187
3587,29
51647,21
115362,9
22909,194
6125,1
57626,55
2319,78
20,1
146705,7
100129271,2
9133,35
78996,17
364,35
65251,28
2071,22
126393,11
3081,30
27258,4
22871,1
9885,117
2961,9
159296,40
5650,2
88,5
2444,2
10588,11
81855,11
106821730,27
56924,1
4719,4
93380,9
10330,3
79980,11
29894,1
54538,3
84059,5
8507,68
4017,213
91147,11
9703,22
254042,2
1030,24
10362,1
55325,21
2938,73
1466,9
283461,4
84364,397
79133,21
11213,2
8935,11
9759,1
100289678,16
10549,211
78999,1
10126,24
26095,28
2912,29
124602,31
47,71
3727,1
118812,233
1841,18
529,16
347487,1
80020,74
4359,1
54847,1
153657,6
60489,1
813,2
154197,1
653121,41
9655,2
51302,17
284309,3
126868,31
7311,4
57597,7
2786,30
90806,20
402569,15
23061,1
25996,1
10406,8
151556,72
50628,19
9907,15
38,21
58472,1
8721,83
4617,1
26167,3
9134,2
4338,3
64788,2
3266,13
57720,2
64764,31
51296,34
55129,1
8029,4
55346,16
23284,7
8576,11
4976,9
9746,2
162394,15
125476,4
2734,13
79886,4
9364,1
51460,104
23581,2
11314,10
5090,2
55676,1
6651,14
535,16
57863,46
55665,61
353141,6
9702,3
5052,4
9782,17
79792,1
56987,3
27233,8
5523,1
162963,11
1362,39
4673,1
7143,12
100288687,3
2202,5
197,19
60528,2
162514,40
2706,32
4544,9
1105,88
10085,4
9978,33
25909,9
2846,4
2782,52
25780,4
57189,2
51276,1
148170,1
285636,71
9768,2
51513,30
440400,52
124801,1
1890,15
6305,3
1891,11
8807,20
8668,26
27338,7
8742,44
29993,4
57644,2
2791,9
353134,2
546,2
6790,115
81544,43
5108,10
283129,1
221150,29
28512,30
56941,6
1400,2
3880,1
246744,28
23216,24
388646,10
10644,1
152579,4
6779,9
339221,3
10163,1
2298,77
8856,88
9575,2
3491,1
3326,11
6594,46
1674,39
8498,389
53838,28
25978,21
26664,1
147,15
113277,27
54929,108
91543,6
79188,37
11328,9
1181,27
64083,69
22897,118
9455,3
56853,63
112858,3
9669,1
5763,32
55161,18
8322,60
285386,15
488,51
521,1
9643,4
81628,92
8419,110
71,252
23385,1
9469,20
55388,2
57678,1
65082,44
55776,7
9948,13
439996,103
3428,7
6585,5
339231,2
80146,11
80303,20
432,1
375035,9
5697,62
9014,16
122183,1
729233,20
729240,11
729246,3
729250,2
51720,1
9631,3
1415,1
7706,18
51171,13
55503,57
2885,10
1967,30
1195,2
4218,12
8763,91
3550,59
9208,22
54557,11
5920,1
115701,52
90332,1
56147,1
10901,1
51134,22
79033,23
28990,1
11044,11
23113,26
80895,1
1187,6
2801,14
5662,4
90355,5
6138,8
65084,9
81034,29
11330,3
84975,75
163882,2
359845,9
285848,3
9683,24
3635,1
23230,23
83607,1
143098,65
9498,17
9906,30
7405,25
54799,20
64714,10
1677,40
1958,3
155038,6
220081,31
22908,4
201725,14
5979,6
147660,1
79760,59
57559,17
728239,1
81557,11
79707,3
55054,6
375298,3
375519,24
1786,3
252969,14
83637,2
79699,33
81622,8
81,1
26154,15
128869,5
54517,58
9659,5
145447,1
645432,17
54469,29
1954,7
2831,2
10523,3
57708,19
4784,21
345651,1
8858,3
22795,12
9203,28
64926,1
183,55
23030,17
441168,20
4841,168
939,10
27246,25
905,24
55973,9
3689,24
6155,1
51573,10
144406,1
158506,21
57405,151
65094,4
84455,3
79740,22
4724,4
6470,1
79813,4
136242,48
79098,8
54981,1
284434,4
23673,44
348093,5
129025,10
163059,85
25799,1
55690,22
4297,81
375791,10
394,2
205860,27
5595,15
4038,70
1586,149
4122,17
1936,46
9813,1
6649,2
23473,30
55629,6
7267,20
8446,6
2800,1
7004,26
51121,71
6358,1
388588,5
4654,20
25809,31
4621,1
8663,26
5289,6
100130827,3
5631,1
25975,5
4711,10
81831,43
5028,7
6282,11
6709,77
5931,7
84135,27
9674,65
161835,15
3690,1
51294,23
8439,1
814,1
117584,31
388135,3
84679,2
10002,4
26050,11
11041,11
129401,2
3490,1
2187,24
10156,3
84700,6
54870,46
200232,12
26254,72
339669,4
142685,1
25880,1
4801,29
9343,3
100526694,10
8577,2
259232,15
7248,1
4670,1
84255,23
121536,1
1814,5
63934,31
1797,1
401258,2
206358,5
301,26
79923,26
730394,19
728340,26
790955,10
26228,3
8761,4
2940,1
6586,2
3188,8
4236,6
283847,1
645,8
5780,4
23543,1
26508,2
2822,9
9839,96
65265,36
8481,1
248,14
92912,3
400120,3
90809,16
10017,16
147949,10
2923,7
151050,26
2299,1
51290,7
23644,9
72,23
353332,22
8905,1
134,1
10928,2
162967,56
2054,46
54465,68
56993,160
85352,8
150350,20
1272,1
79993,18
642938,3
55851,16
100528032,5
22914,4
90416,237
57658,73
2632,21
166,1
167681,1
3824,49
9374,134
8408,10
93408,8
23107,47
84894,10
6870,32
84668,48
3163,4
91893,5
112812,2
51706,1
5994,1
55355,4
150365,4
3640,26
114823,24
199223,17
65095,22
387700,167
317649,1
2038,4
10227,64
56944,18
54482,1
23408,45
644815,23
57142,5
57467,56
9787,32
4118,155
4774,37
920,247
23633,8
81629,37
5204,1
84232,3
23389,9
23552,1
2803,74
7336,15
22,34
6610,4
162998,1
139170,14
30835,25
5587,14
8034,32
6414,44
5727,1
57678,12
3849,8
727800,98
6144,31
9306,61
253639,11
50604,12
9021,27
100528062,1
114928,11
51099,11
284415,20
27132,7
197320,37
1133,1
125875,15
57650,30
4831,37
9652,77
55109,11
10443,1
55224,4
2953,21
160140,1
4504,4
3326,7
283219,32
54763,3
28984,17
253650,1
84292,35
3292,83
566,52
5810,63
1746,89
158427,69
133308,5
2553,40
53358,11
51703,15
4939,1
254427,29
7093,7
55793,169
5801,16
89782,8
2245,36
84131,17
57459,5
10594,36
26052,1
170392,2
2542,19
283629,84
582,51
314,7
10712,10
58512,30
56945,27
57674,2
26048,756
1410,48
23112,27
401190,76
54968,8
8794,52
57190,19
388662,190
57731,2
51361,2
139793,1
5207,8
147372,3
51258,41
1796,29
8409,8
57787,23
8930,13
23637,3
51103,7
6202,40
54881,24
10847,24
4807,7
29775,16
642273,73
80342,1
5002,13
4081,14
115207,68
83746,4
79856,9
85019,8
167227,5
4216,20
27036,1
6256,18
81689,6
139741,1
55183,18
26993,29
1847,2
7275,1
1406,29
80726,10
976,14
192669,24
81626,6
53917,1
1819,48
26270,9
57642,1
4249,12
5683,33
286826,55
9589,14
3798,34
23252,7
51389,9
9310,51
127428,4
83699,9
140467,22
55191,2
2171,38
2098,355
200916,72
54900,3
5016,17
5962,6
92140,147
10912,1
9452,5
6189,1
8110,6
3399,7
3909,7
3312,1
7464,1
119504,17
4100,15
1345,159
391004,31
139422,16
91749,26
6322,24
26747,7
5435,5
100526767,3
51652,1
6483,26
346653,20
283455,13
55554,5
5190,24
6772,1
23304,11
164091,2
85014,1
160065,13
119180,30
4191,18
8899,6
51002,25
9536,45
2939,21
55750,34
7569,11
8650,4
94239,4
79172,3
196463,3
23064,67
390664,10
2329,7
79025,19
55244,14
167465,49
79788,504
26333,3
84641,59
23627,85
84944,24
54020,7
56129,25
780,1
57655,2
1000,3
10244,7
51068,6
9373,16
83874,24
1519,15
85438,4
143279,22
91298,44
8666,3
6885,114
51741,8
83694,54
191,13
170626,17
1453,17
7123,52
997,24
53354,12
147040,1
2219,16
25839,48
9819,26
9191,8
9551,15
4287,1
5340,1
57106,1
164237,22
23210,3
102723713,1
729264,22
729355,18
653550,40
102723655,7
102724101,6
102724127,13
24150,2
1149,1
6338,6
8731,43
8522,24
10850,1
5130,13
2070,5
126017,2
3813,66
55716,227
378950,1
80031,17
1833,13
1690,23
7204,8
207063,75
7076,20
768211,3
6253,44
4800,1
10885,20
5188,27
5709,6
89858,2
390264,14
415,1
56477,9
7311,82
115817,1
3106,1
26015,1
84872,2
51141,8
93210,63
57048,2
339451,1
440087,2
25849,83
140679,108
89932,1
153,13
219409,50
5286,5
79865,1
83480,86
6949,20
84191,1
27148,20
135644,66
53981,255
126119,1
8542,21
26959,8
57127,13
5205,12
5869,9
6521,1
729852,4
5162,2
10221,38
60509,18
11259,36
54677,1
10138,5
93594,55
100996939,36
10084,5
388015,80
440563,3
84912,58
127391,5
503542,2
6146,28
4154,1
733,24
348110,11
29954,33
23019,9
4708,9
8106,5
254773,28
51506,12
85443,360
632,31
10927,2
2193,9
89866,43
23181,3
121227,74
80832,30
710,1
8581,13
1109,4
51135,8
9502,3
80380,20
284355,2
121268,16
23256,1
30819,8
23520,69
50508,3
30000,28
2778,2
5160,4
26137,5
537,5
388325,6
9355,5
8497,5
6565,3
9698,15
64478,13
63894,1
6273,67
57630,19
10313,15
3097,83
7783,10
114803,16
55284,53
50859,60
539,145
284131,12
8508,22
56052,27
146225,30
6462,28
54361,1
6863,32
728637,1
2885,2
66002,8
2012,9
84634,13
200185,1
84959,1
55454,2
1576,38
1975,1
10865,17
55174,1
83879,22
5564,73
10049,3
401409,21
7539,56
23251,29
83445,27
63898,49
10240,3
23136,30
7268,25
144321,4
2547,1
10682,2
5620,15
283933,28
11007,29
3669,9
4311,1
158219,9
102157402,2
653361,555
10528,22
84549,1
955,55
128240,4
3860,3
9047,134
55892,2
286133,13
339479,9
4670,8
23139,34
5949,1
253827,1
51738,45
148479,19
85329,5
64582,32
793,1
10750,6
259197,12
139285,22
5711,6
4303,10
344018,11
5444,76
4646,66
124808,46
23400,12
10314,1
25941,1
5670,1
2099,45
5613,5
8491,74
374900,19
54914,49
347733,38
131177,4
8703,9
55040,67
860,1
10044,30
147660,29
4833,17
22917,1
5908,16
5710,2
79017,36
9909,4
5979,15
92856,8
163087,20
55282,11
113746,61
10826,33
285220,15
9256,34
85397,52
130162,3
3239,1
54741,9
84674,32
