gene study_attention
ENSG00000275774 1
ENSG00000291147 49
ENSG00000291147 27
ENSG00000291147 6
ENSG00000123600 45
ENSG00000291147 6
ENSG00000291147 17
ENSG00000291147 47
ENSG00000291147 1
ENSG00000291147 24
ENSG00000291147 17
ENSG00000115204 19
ENSG00000291147 9
ENSG00000144134 47
ENSG00000291147 41
ENSG00000291147 79
ENSG00000291147 18
ENSG00000115318 1
ENSG00000291147 1
ENSG00000291147 68
ENSG00000291147 3
ENSG00000291147 3
ENSG00000291147 124
ENSG00000128656 55
ENSG00000127837 1
ENSG00000291147 623
ENSG00000291147 2
ENSG00000291147 10
ENSG00000291147 12
ENSG00000291147 96
ENSG00000291147 44
ENSG00000291147 87
ENSG00000291147 5
ENSG00000291147 16
ENSG00000291147 13
ENSG00000291147 11
ENSG00000291147 47
ENSG00000071051 1
ENSG00000120341 5
ENSG00000162747 58
ENSG00000143621 29
ENSG00000120948 16
ENSG00000291147 4
ENSG00000291147 61
ENSG00000259030 75
ENSG00000291147 9
ENSG00000291147 82
ENSG00000137959 2
ENSG00000291147 95
ENSG00000291147 27
ENSG00000291147 4
ENSG00000143006 4
ENSG00000291147 2
ENSG00000291147 30
ENSG00000018510 75
ENSG00000097021 11
ENSG00000170128 3
ENSG00000143575 36
ENSG00000135750 19
ENSG00000116266 39
ENSG00000009724 16
ENSG00000116977 10
ENSG00000241563 4
ENSG00000160049 21
ENSG00000182389 37
ENSG00000097046 7
ENSG00000171608 62
ENSG00000198203 2
ENSG00000137996 41
ENSG00000082512 2
ENSG00000188157 5
ENSG00000143995 50
ENSG00000116833 117
ENSG00000115233 124
ENSG00000142684 2
ENSG00000136717 1
ENSG00000115694 11
ENSG00000116128 11
ENSG00000117480 3
ENSG00000142871 1
ENSG00000133056 83
ENSG00000162407 217
ENSG00000117713 4
ENSG00000176771 3
ENSG00000152092 34
ENSG00000115514 15
ENSG00000159455 6
ENSG00000107404 45
ENSG00000163879 5
ENSG00000119185 18
ENSG00000187730 5
ENSG00000084731 71
ENSG00000138379 8
ENSG00000198574 29
ENSG00000163568 3
ENSG00000143198 31
ENSG00000117595 7
ENSG00000172059 6
ENSG00000143816 27
ENSG00000127074 16
ENSG00000128708 20
ENSG00000118729 26
ENSG00000117280 1
ENSG00000082898 27
ENSG00000132326 1
ENSG00000132694 23
ENSG00000143753 13
ENSG00000163466 2
ENSG00000198625 8
ENSG00000160685 5
ENSG00000117009 27
ENSG00000132031 19
ENSG00000213625 27
ENSG00000291147 11
ENSG00000157916 1
ENSG00000144061 24
ENSG00000078900 19
ENSG00000115241 34
ENSG00000168679 17
ENSG00000143748 18
ENSG00000057468 5
ENSG00000162704 7
ENSG00000144231 86
ENSG00000003402 33
ENSG00000232995 8
ENSG00000151693 3
ENSG00000187605 10
ENSG00000092621 103
ENSG00000291147 3
ENSG00000291147 1
ENSG00000125944 25
ENSG00000117360 30
ENSG00000075151 3
ENSG00000171960 1
ENSG00000115317 42
ENSG00000053371 11
ENSG00000152291 10
ENSG00000134248 38
ENSG00000115935 29
ENSG00000153094 135
ENSG00000291147 48
ENSG00000115526 32
ENSG00000054116 2
ENSG00000071051 18
ENSG00000169679 2
ENSG00000131791 1
ENSG00000135823 8
ENSG00000115297 20
ENSG00000143420 32
ENSG00000143479 12
ENSG00000115365 10
ENSG00000115808 15
ENSG00000162630 20
ENSG00000171819 35
ENSG00000168710 82
ENSG00000168653 6
ENSG00000156973 12
ENSG00000115947 23
ENSG00000077157 67
ENSG00000121753 14
ENSG00000136720 8
ENSG00000168280 11
ENSG00000115993 21
ENSG00000116198 10
ENSG00000169554 44
ENSG00000054523 19
ENSG00000004487 1
ENSG00000291147 14
ENSG00000067208 41
ENSG00000054219 25
ENSG00000077585 7
ENSG00000158850 44
ENSG00000186564 47
ENSG00000135930 26
ENSG00000082258 42
ENSG00000187554 44
ENSG00000183291 7
ENSG00000117472 43
ENSG00000134198 17
ENSG00000241119 88
ENSG00000239474 2
ENSG00000162894 192
ENSG00000157911 3
ENSG00000025800 15
ENSG00000116237 5
ENSG00000115165 10
ENSG00000117479 2
ENSG00000187545 6
ENSG00000179172 97
ENSG00000123836 8
ENSG00000158417 4
ENSG00000170075 12
ENSG00000117411 4
ENSG00000138101 2
ENSG00000116852 3
ENSG00000266028 21
ENSG00000076356 15
ENSG00000198929 15
ENSG00000116675 363
ENSG00000116199 26
ENSG00000133069 49
ENSG00000114948 1
ENSG00000155760 269
ENSG00000162591 35
ENSG00000134318 36
ENSG00000291147 21
ENSG00000124006 11
ENSG00000058673 2
ENSG00000171150 4
ENSG00000131697 81
ENSG00000066135 8
ENSG00000158859 10
ENSG00000158864 47
ENSG00000144048 27
ENSG00000170382 15
ENSG00000143847 3
ENSG00000117533 11
ENSG00000142655 3
ENSG00000265808 74
ENSG00000196504 13
ENSG00000128654 8
ENSG00000042781 11
ENSG00000169016 3
ENSG00000188529 7
ENSG00000135801 7
ENSG00000115524 36
ENSG00000009307 84
ENSG00000173406 23
ENSG00000180228 3
ENSG00000243709 3
ENSG00000158796 16
ENSG00000142748 33
ENSG00000144028 12
ENSG00000143155 1
ENSG00000138032 10
ENSG00000115661 7
ENSG00000115840 1
ENSG00000137936 101
ENSG00000138413 20
ENSG00000115145 88
ENSG00000135636 39
ENSG00000116752 7
ENSG00000143412 29
ENSG00000144021 37
ENSG00000169598 2
ENSG00000143543 53
ENSG00000081320 59
ENSG00000162607 5
ENSG00000115825 166
ENSG00000171680 22
ENSG00000117408 28
ENSG00000163531 33
ENSG00000119760 15
ENSG00000291147 3
ENSG00000196187 3
ENSG00000006607 34
ENSG00000198799 4
ENSG00000085433 2
ENSG00000171603 8
ENSG00000007001 38
ENSG00000156150 2
ENSG00000116688 31
ENSG00000162482 165
ENSG00000130939 9
ENSG00000144227 24
ENSG00000168899 45
ENSG00000132485 6
ENSG00000115607 1
ENSG00000143473 50
ENSG00000143553 19
ENSG00000197965 16
ENSG00000130414 76
ENSG00000073734 22
ENSG00000011009 7
ENSG00000142733 6
ENSG00000163217 26
ENSG00000157077 18
ENSG00000008130 4
ENSG00000180999 17
ENSG00000213064 11
ENSG00000143158 1
ENSG00000068654 8
ENSG00000124356 17
ENSG00000162595 64
ENSG00000152904 1
ENSG00000135622 26
ENSG00000204634 28
ENSG00000243725 11
ENSG00000183726 13
ENSG00000168497 4
ENSG00000071054 55
ENSG00000162813 8
ENSG00000117862 30
ENSG00000116544 15
ENSG00000117614 35
ENSG00000117281 31
ENSG00000142867 1
ENSG00000131779 2
ENSG00000117601 118
ENSG00000135744 5
ENSG00000213281 6
ENSG00000163235 5
ENSG00000134259 2
ENSG00000175206 20
ENSG00000115138 23
ENSG00000134200 1
ENSG00000115008 10
ENSG00000125538 36
ENSG00000291147 21
ENSG00000168542 11
ENSG00000160789 12
ENSG00000163554 13
ENSG00000158874 2
ENSG00000132693 13
ENSG00000132703 10
ENSG00000173372 49
ENSG00000173369 123
ENSG00000159189 19
ENSG00000115414 12
ENSG00000123838 760
ENSG00000177628 8
ENSG00000179163 20
ENSG00000115718 2
ENSG00000084674 2
ENSG00000134323 25
ENSG00000198400 14
ENSG00000136732 35
ENSG00000163399 5
ENSG00000143153 17
ENSG00000291147 26
ENSG00000143546 10
ENSG00000123999 6
ENSG00000143278 175
ENSG00000187608 41
ENSG00000162551 1
ENSG00000163283 20
ENSG00000198830 52
ENSG00000177606 71
ENSG00000121769 7
ENSG00000126088 5
ENSG00000182866 11
ENSG00000187514 28
ENSG00000163220 35
ENSG00000197956 251
ENSG00000116824 96
ENSG00000074800 17
ENSG00000143549 1
ENSG00000138448 1
ENSG00000135919 5
ENSG00000143819 21
ENSG00000155368 5
ENSG00000163586 20
ENSG00000163254 25
ENSG00000157131 4
ENSG00000196811 3
ENSG00000136628 28
ENSG00000173660 81
ENSG00000091483 38
ENSG00000168878 98
ENSG00000291147 1
ENSG00000155366 21
ENSG00000196352 13
ENSG00000215704 1
ENSG00000115956 1
ENSG00000081237 13
ENSG00000000971 47
ENSG00000203747 68
ENSG00000065135 1
ENSG00000160712 19
ENSG00000170166 21
ENSG00000142789 169
ENSG00000117091 5
ENSG00000127831 15
ENSG00000118245 30
ENSG00000134184 11
ENSG00000291147 32
ENSG00000196975 3
ENSG00000291147 1
ENSG00000184371 1
ENSG00000184292 24
ENSG00000000938 46
ENSG00000143799 2
ENSG00000163295 4
ENSG00000256671 25
ENSG00000171943 6
ENSG00000236334 1
ENSG00000243284 13
ENSG00000186825 17
ENSG00000286219 1
ENSG00000074047 27
ENSG00000204859 4
ENSG00000142949 26
ENSG00000135940 29
ENSG00000003436 16
ENSG00000163286 37
ENSG00000178562 6
ENSG00000144381 5
ENSG00000078018 1
ENSG00000117394 26
ENSG00000159023 25
ENSG00000144118 1
ENSG00000291147 43
ENSG00000115758 18
ENSG00000047410 30
ENSG00000150337 1
ENSG00000143226 35
ENSG00000179639 3
ENSG00000116990 4
ENSG00000157933 24
ENSG00000079246 63
ENSG00000171951 7
ENSG00000142973 8
ENSG00000115232 6
ENSG00000117525 45
ENSG00000065911 10
ENSG00000203857 87
ENSG00000196188 2
ENSG00000160752 11
ENSG00000117448 135
ENSG00000188257 11
ENSG00000027644 60
ENSG00000170634 5
ENSG00000115594 37
ENSG00000143190 11
ENSG00000115866 6
ENSG00000135821 15
ENSG00000122180 10
ENSG00000116039 135
ENSG00000115966 9
ENSG00000075426 43
ENSG00000117335 4
ENSG00000291147 15
ENSG00000291147 10
ENSG00000158488 5
ENSG00000128656 19
ENSG00000117748 14
ENSG00000185499 76
ENSG00000169418 7
ENSG00000291147 1
ENSG00000174175 43
ENSG00000291147 42
ENSG00000291147 110
ENSG00000118260 2
ENSG00000005436 7
ENSG00000177301 22
ENSG00000163599 45
ENSG00000007908 86
ENSG00000120937 26
ENSG00000117632 1
ENSG00000121903 30
ENSG00000173110 5
ENSG00000119729 23
ENSG00000162367 10
ENSG00000162909 3
ENSG00000175084 3
ENSG00000160716 9
ENSG00000171793 2
ENSG00000203710 59
ENSG00000115457 9
ENSG00000274286 8
ENSG00000180198 2
ENSG00000115884 68
ENSG00000162772 1
ENSG00000118217 1
ENSG00000134183 28
ENSG00000167165 41
ENSG00000159173 52
ENSG00000116815 23
ENSG00000162692 20
ENSG00000115053 35
ENSG00000143119 20
ENSG00000163161 6
ENSG00000055332 25
ENSG00000116649 1
ENSG00000090020 7
ENSG00000116701 2
ENSG00000198914 2
ENSG00000133019 22
ENSG00000028137 57
ENSG00000169213 158
ENSG00000168118 65
ENSG00000169242 37
ENSG00000123843 31
ENSG00000183091 32
ENSG00000198821 5
ENSG00000248333 7
ENSG00000172005 22
ENSG00000134202 19
ENSG00000159176 5
ENSG00000170989 12
ENSG00000172482 1
ENSG00000117118 13
ENSG00000162510 2
ENSG00000177272 121
ENSG00000136634 4
ENSG00000116171 31
ENSG00000241635 13
ENSG00000244474 18
ENSG00000158773 2
ENSG00000142875 36
ENSG00000142583 22
ENSG00000116748 16
ENSG00000091409 30
ENSG00000116560 4
ENSG00000160678 1
ENSG00000162434 3
ENSG00000203782 4
ENSG00000067066 13
ENSG00000058668 7
ENSG00000009709 25
ENSG00000135903 50
ENSG00000157184 15
ENSG00000170820 5
ENSG00000116717 1
ENSG00000114942 6
ENSG00000116459 26
ENSG00000115461 15
ENSG00000143727 34
ENSG00000163464 43
ENSG00000180871 6
ENSG00000115353 32
ENSG00000169403 1
ENSG00000144476 84
ENSG00000158887 77
ENSG00000135924 114
ENSG00000066032 59
ENSG00000162374 3
ENSG00000203859 63
ENSG00000196154 15
ENSG00000121989 55
ENSG00000162433 27
ENSG00000134308 4
ENSG00000143437 14
ENSG00000115590 25
ENSG00000143772 64
ENSG00000143106 29
ENSG00000159377 4
ENSG00000213366 90
ENSG00000117528 44
ENSG00000138434 1
ENSG00000158711 13
ENSG00000115361 10
ENSG00000023228 20
ENSG00000128709 1
ENSG00000128710 1
ENSG00000115271 19
ENSG00000117594 32
ENSG00000174059 60
ENSG00000120949 8
ENSG00000158485 38
ENSG00000196754 1
ENSG00000088179 7
ENSG00000142627 2
ENSG00000070886 7
ENSG00000133216 131
ENSG00000160691 16
ENSG00000143320 444
ENSG00000153250 4
ENSG00000291147 14
ENSG00000159423 12
ENSG00000117592 15
ENSG00000291147 9
ENSG00000162368 14
ENSG00000291147 16
ENSG00000035687 4
ENSG00000163485 73
ENSG00000143556 3
ENSG00000168906 20
ENSG00000277893 13
ENSG00000171848 42
ENSG00000116001 31
ENSG00000076258 48
ENSG00000007933 33
ENSG00000138363 3
ENSG00000175793 14
ENSG00000163191 3
ENSG00000072694 16
ENSG00000244682 1
ENSG00000115507 12
ENSG00000170802 4
ENSG00000158825 2
ENSG00000117228 1
ENSG00000162645 3
ENSG00000116761 16
ENSG00000196420 1
ENSG00000188015 18
ENSG00000291147 78
ENSG00000116985 9
ENSG00000188822 27
ENSG00000063660 5
ENSG00000143851 5
ENSG00000116251 17
ENSG00000241794 4
ENSG00000073756 1
ENSG00000291147 16
ENSG00000170178 1
ENSG00000288702 19
ENSG00000169047 4
ENSG00000066056 13
ENSG00000077522 36
ENSG00000057252 4
ENSG00000075340 39
ENSG00000117305 1
ENSG00000133048 26
ENSG00000080910 1
ENSG00000115756 23
ENSG00000158710 1
ENSG00000244038 9
ENSG00000042493 28
ENSG00000084652 5
ENSG00000117400 3
ENSG00000185630 5
ENSG00000162735 1
ENSG00000014641 206
ENSG00000116329 68
ENSG00000117036 42
ENSG00000163563 47
ENSG00000116741 5
ENSG00000270136 20
ENSG00000135914 1
ENSG00000115073 39
ENSG00000115415 6
ENSG00000163219 1
ENSG00000198793 1
ENSG00000085832 13
ENSG00000177954 51
ENSG00000143322 47
ENSG00000188739 6
ENSG00000138095 28
ENSG00000123080 18
ENSG00000117298 20
ENSG00000122420 24
ENSG00000050628 16
ENSG00000291147 11
ENSG00000143387 1
ENSG00000095002 71
ENSG00000163479 28
ENSG00000153234 11
ENSG00000115085 12
ENSG00000291147 28
ENSG00000181773 58
ENSG00000134201 18
ENSG00000122406 5
ENSG00000162882 16
ENSG00000183155 1
ENSG00000116711 3
ENSG00000076864 4
ENSG00000077549 29
ENSG00000158125 16
ENSG00000143184 4
ENSG00000117560 4
ENSG00000169756 32
ENSG00000154518 1
ENSG00000172023 16
ENSG00000116678 31
ENSG00000143390 1
ENSG00000143171 1
ENSG00000132688 4
ENSG00000114923 70
ENSG00000175130 13
ENSG00000144407 66
ENSG00000153574 11
ENSG00000132780 15
ENSG00000131781 16
ENSG00000163468 14
ENSG00000115364 24
ENSG00000151689 29
ENSG00000115163 59
ENSG00000117724 46
ENSG00000143742 4
ENSG00000031698 7
ENSG00000126067 7
ENSG00000169231 33
ENSG00000291147 31
ENSG00000013441 20
ENSG00000176444 2
ENSG00000153201 31
ENSG00000117152 1
ENSG00000182901 4
ENSG00000143801 6
ENSG00000163206 48
ENSG00000138030 38
ENSG00000168243 12
ENSG00000143224 319
ENSG00000158748 3
ENSG00000151692 26
ENSG00000131238 2
ENSG00000143545 37
ENSG00000162572 104
ENSG00000132676 26
ENSG00000143365 3
ENSG00000186510 2
ENSG00000143321 6
ENSG00000188783 47
ENSG00000117650 16
ENSG00000142657 6
ENSG00000173744 218
ENSG00000116062 11
ENSG00000159399 9
ENSG00000143590 10
ENSG00000243364 3
ENSG00000163541 57
ENSG00000137955 5
ENSG00000163499 11
ENSG00000155380 1
ENSG00000064933 8
ENSG00000134684 5
ENSG00000162409 26
ENSG00000116106 3
ENSG00000291147 23
ENSG00000159352 23
ENSG00000138029 52
ENSG00000132906 14
ENSG00000160710 3
ENSG00000068024 67
ENSG00000188042 21
ENSG00000049246 5
ENSG00000154342 110
ENSG00000162552 47
ENSG00000132196 81
ENSG00000132698 7
ENSG00000135824 25
ENSG00000130766 1
ENSG00000115318 34
ENSG00000197747 51
ENSG00000070831 26
ENSG00000173207 12
ENSG00000084733 37
ENSG00000121966 77
ENSG00000115091 36
ENSG00000138071 43
ENSG00000162385 12
ENSG00000197756 3
ENSG00000115963 6
ENSG00000115541 68
ENSG00000092969 12
ENSG00000143013 11
ENSG00000171863 33
ENSG00000213639 34
ENSG00000291147 45
ENSG00000142937 9
ENSG00000182004 13
ENSG00000143977 50
ENSG00000196482 1
ENSG00000119801 22
ENSG00000143878 2
ENSG00000163032 1
ENSG00000138069 1
ENSG00000116473 11
ENSG00000078369 6
ENSG00000142676 5
ENSG00000143947 8
ENSG00000221823 31
ENSG00000116030 6
ENSG00000174021 10
ENSG00000034510 23
ENSG00000065978 155
ENSG00000119782 13
ENSG00000143632 29
ENSG00000127824 11
ENSG00000173960 51
ENSG00000177807 44
ENSG00000151694 20
ENSG00000159388 10
ENSG00000163435 46
ENSG00000115009 2
ENSG00000163221 9
ENSG00000121957 13
ENSG00000160767 2
ENSG00000134376 25
ENSG00000144029 206
ENSG00000116898 46
ENSG00000135972 69
ENSG00000121905 1
ENSG00000143761 30
ENSG00000123610 8
ENSG00000142798 4
ENSG00000081479 23
ENSG00000115677 23
ENSG00000137947 35
ENSG00000153187 26
ENSG00000291147 21
ENSG00000115306 36
ENSG00000116337 87
ENSG00000131236 34
ENSG00000115602 40
ENSG00000117505 7
ENSG00000010932 11
ENSG00000171824 28
ENSG00000185483 62
ENSG00000171132 3
ENSG00000187010 9
ENSG00000291147 89
ENSG00000115738 29
ENSG00000172845 2
ENSG00000117318 54
ENSG00000171786 13
ENSG00000177551 55
ENSG00000197273 5
ENSG00000083444 1
ENSG00000116785 2
ENSG00000168765 7
ENSG00000069702 15
ENSG00000244414 15
ENSG00000115816 18
ENSG00000116396 2
ENSG00000174279 38
ENSG00000196843 5
ENSG00000134250 50
ENSG00000115170 116
ENSG00000162924 1
ENSG00000059728 6
ENSG00000067606 10
ENSG00000116754 154
ENSG00000135828 55
ENSG00000158050 9
ENSG00000163064 6
ENSG00000291147 1
ENSG00000291147 11
ENSG00000291147 5
ENSG00000291147 18
ENSG00000172016 3
ENSG00000125618 19
ENSG00000122176 2
ENSG00000117450 11
ENSG00000135902 28
ENSG00000117266 3
ENSG00000049249 152
ENSG00000151665 4
ENSG00000184588 45
ENSG00000143196 13
ENSG00000121774 2
ENSG00000143384 20
ENSG00000115904 8
ENSG00000090104 10
ENSG00000116350 27
ENSG00000135829 21
ENSG00000116791 9
ENSG00000172478 112
ENSG00000291147 6
ENSG00000291147 2
ENSG00000162521 2
ENSG00000291147 1
ENSG00000291147 3
ENSG00000291147 39
ENSG00000291147 2
ENSG00000291147 92
ENSG00000185842 145
ENSG00000144306 66
ENSG00000154479 18
ENSG00000291147 16
ENSG00000162614 16
ENSG00000143641 13
ENSG00000126091 26
ENSG00000130294 10
ENSG00000291147 6
ENSG00000115380 2
ENSG00000117399 105
ENSG00000116996 54
ENSG00000162599 10
ENSG00000153208 1
ENSG00000183431 42
ENSG00000188641 22
ENSG00000143621 5
ENSG00000117751 5
ENSG00000184007 12
ENSG00000162892 21
ENSG00000213190 7
ENSG00000144063 29
ENSG00000116809 9
ENSG00000162366 30
ENSG00000117000 6
ENSG00000120948 24
ENSG00000133055 85
ENSG00000143416 9
ENSG00000133063 16
ENSG00000123609 19
ENSG00000117090 18
ENSG00000069424 2
ENSG00000171450 7
ENSG00000079263 24
ENSG00000084623 29
ENSG00000142856 6
ENSG00000077380 2
ENSG00000085840 24
ENSG00000115942 5
ENSG00000138398 6
ENSG00000143537 1
ENSG00000163251 151
ENSG00000173171 19
ENSG00000138386 29
ENSG00000116478 23
ENSG00000291147 5
ENSG00000162992 6
ENSG00000162511 6
ENSG00000036257 31
ENSG00000143514 4
ENSG00000183386 4
ENSG00000127837 65
ENSG00000081248 14
ENSG00000115275 20
ENSG00000132681 113
ENSG00000291147 4
ENSG00000196878 20
ENSG00000020633 32
ENSG00000081277 7
ENSG00000204217 3
ENSG00000116260 18
ENSG00000197223 10
ENSG00000066136 51
ENSG00000049089 2
ENSG00000157193 18
ENSG00000143569 2
ENSG00000291147 5
ENSG00000263528 8
ENSG00000115641 16
ENSG00000204843 57
ENSG00000007968 84
ENSG00000011007 16
ENSG00000291147 5
ENSG00000117308 2
ENSG00000115339 2
ENSG00000291147 42
ENSG00000115290 3
ENSG00000076003 13
ENSG00000153827 4
ENSG00000134644 7
ENSG00000143815 10
ENSG00000135775 9
ENSG00000138378 1
ENSG00000049323 7
ENSG00000136630 15
ENSG00000064012 5
ENSG00000116604 42
ENSG00000291147 3
ENSG00000291147 16
ENSG00000143257 12
ENSG00000068878 2
ENSG00000291147 288
ENSG00000291147 16
ENSG00000291147 19
ENSG00000188011 21
ENSG00000121152 64
ENSG00000068697 1
ENSG00000168385 55
ENSG00000115234 25
ENSG00000143379 76
ENSG00000118193 11
ENSG00000143870 3
ENSG00000188389 11
ENSG00000152256 1
ENSG00000162734 6
ENSG00000163344 11
ENSG00000291147 125
ENSG00000066027 70
ENSG00000291147 17
ENSG00000117222 38
ENSG00000178568 46
ENSG00000132128 96
ENSG00000169564 18
ENSG00000173726 2
ENSG00000116133 31
ENSG00000117519 3
ENSG00000117676 28
ENSG00000143368 17
ENSG00000198765 55
ENSG00000115685 1
ENSG00000131910 13
ENSG00000123473 108
ENSG00000291147 31
ENSG00000197780 2
ENSG00000211460 63
ENSG00000152104 31
ENSG00000072195 24
ENSG00000084676 14
ENSG00000049245 1
ENSG00000291147 49
ENSG00000163159 49
ENSG00000196418 70
ENSG00000291147 34
ENSG00000117143 12
ENSG00000116044 18
ENSG00000144191 84
ENSG00000143105 16
ENSG00000065243 29
ENSG00000120656 37
ENSG00000116745 1
ENSG00000213088 4
ENSG00000064989 9
ENSG00000143369 35
ENSG00000115875 1
ENSG00000136535 4
ENSG00000044012 1
ENSG00000163565 19
ENSG00000138061 15
ENSG00000168148 11
ENSG00000115919 9
ENSG00000077044 13
ENSG00000115828 17
ENSG00000143774 68
ENSG00000184678 8
ENSG00000162733 19
ENSG00000054356 1
ENSG00000169764 47
ENSG00000114956 3
ENSG00000132305 30
ENSG00000291147 250
ENSG00000291147 13
ENSG00000085978 5
ENSG00000171502 2
ENSG00000291147 36
ENSG00000291147 27
ENSG00000291147 19
ENSG00000184731 1
ENSG00000291147 40
ENSG00000162849 14
ENSG00000162592 41
ENSG00000115977 38
ENSG00000169218 2
ENSG00000168887 69
ENSG00000134330 185
ENSG00000197721 34
ENSG00000291147 28
ENSG00000291147 16
ENSG00000291147 215
ENSG00000124831 9
ENSG00000117385 5
ENSG00000291147 1
ENSG00000170264 30
ENSG00000163362 166
ENSG00000291147 41
ENSG00000116871 16
ENSG00000186132 26
ENSG00000162927 29
ENSG00000291147 9
ENSG00000291147 23
ENSG00000115355 16
ENSG00000291147 18
ENSG00000119862 2
ENSG00000187583 44
ENSG00000291147 28
ENSG00000171161 10
ENSG00000291147 23
ENSG00000188452 65
ENSG00000291147 42
ENSG00000291147 36
ENSG00000188542 2
ENSG00000291147 15
ENSG00000138078 19
ENSG00000291147 20
ENSG00000291147 11
ENSG00000160051 1
ENSG00000054267 1
ENSG00000291147 168
ENSG00000291147 13
ENSG00000291147 1
ENSG00000291147 14
ENSG00000168658 15
ENSG00000188010 12
ENSG00000162878 23
ENSG00000162944 2
ENSG00000137962 4
ENSG00000160741 39
ENSG00000291147 155
ENSG00000291147 69
ENSG00000115129 12
ENSG00000291147 4
ENSG00000291147 20
ENSG00000117153 17
ENSG00000291147 21
ENSG00000291147 65
ENSG00000291147 1
ENSG00000023902 27
ENSG00000168883 22
ENSG00000291147 33
ENSG00000032389 3
ENSG00000115446 59
ENSG00000134690 12
ENSG00000291147 3
ENSG00000198142 6
ENSG00000291147 69
ENSG00000171853 40
ENSG00000177673 15
ENSG00000075884 25
ENSG00000168955 69
ENSG00000144152 54
ENSG00000244617 40
ENSG00000157992 31
ENSG00000163170 11
