gene_or_protein,study_bias_score
ZNF287,1
PPARG,16
EIF3J,3
ANGEL2,1
AKAP1,5
STX8,4
CGNL1,1
OR51E2,1
DCX,5
RYR1,2
RANGAP1,3
CNOT3,7
MZT2B,2
PKNOX1,3
LINGO2,1
IFNA6,1
ENTPD8,1
MAK,5
IL17A,2
ARL6IP4,5
CLSPN,3
NFYA,6
FAM214A,1
WBP2NL,2
SLURP2,1
FHOD1,4
RTCA,2
FCN1,6
TRAPPC8,1
ATL3,1
TREH,1
TVP23A,1
DPYSL4,2
CDC25B,9
RFTN1,1
EZH2,24
CD300LB,2
RAB11FIP2,4
TRAPPC9,1
CLK1,5
OPRK1,3
NR0B1,4
LSM6,5
CARM1,5
ESCO2,1
KMO,1
CXCR5,2
PMM2,3
USP36,2
TMEM47,1
BCHE,2
FDPS,2
ADAM23,1
ZNF280C,1
PACSIN3,6
HMGB4,2
CABP7,1
SLC14A2,2
TRIM16L,1
NRIP1,6
KLHDC8A,2
DCAF7,5
VIPR1,3
PIGK,3
WIF1,4
DSCR4,1
PPP3R1,4
DRICH1,2
DCAF10,2
KIF22,4
PPP6R3,1
AKAP8,7
LAMTOR4,4
CYB561D2,2
CIR1,5
UBAP1,1
BET1,5
STING1,12
RAB40B,1
POLD4,3
SLC35D3,1
PMPCA,1
SNX4,5
HMGB2,5
PDHA1,1
TCF3,8
MCM3,6
BAG6,13
SCOC,4
CST9,1
INTS8,1
CWC25,1
PF4,1
WNK1,2
HIGD1A,1
ENTPD3,2
IGBP1,6
ABHD1,1
COMMD5,4
JADE2,3
AKAP8L,2
AK4,1
PCDH12,1
CCR1,5
SH2D4A,8
KREMEN1,1
CYBRD1,4
ZNF32,4
CPEB4,1
RAB37,1
PSPC1,5
CALR3,1
MCCC2,2
ZNF556,3
BCL2,31
ARHGEF1,4
ACSM2B,1
TMEM86B,2
KCTD7,1
PRMT5,15
FAM8A1,3
LY6D,2
PDZK1,4
CDC14B,3
CYP1B1,2
NAF1,5
TRIM54,4
RAP1B,5
CAPG,2
TPM3,7
FNTB,3
SEPTIN9,6
LSM2,10
RNF13,1
ARPC3,4
SEC61G,3
RANBP3L,2
UBA7,2
CFAP53,2
ADARB1,2
EPOP,1
PRCC,4
ADRA2B,2
DSTN,3
OTX1,7
CPLX4,1
CLEC4E,1
REM2,1
RAB7B,2
ZC3H7B,2
GNA14,1
RAB11B,4
CNIH1,1
MED11,1
CHD7,2
NAA80,1
TOLLIP,9
TMEM237,5
PTPRC,3
MAVS,28
DCAF8,6
TCP11,2
CTBP2,6
COQ6,2
ALDH8A1,1
JTB,1
FHL2,15
SRGAP2,3
APPBP2,1
TTLL3,1
DEFB127,3
CDRT4,3
MBD1,5
YTHDF1,2
CCNB1,9
INTS9,2
CACNG3,1
KLHL34,3
AIP,8
CFAP91,2
ZBTB34,1
GSS,3
ARPC1A,4
IMP4,4
HOXC13,2
PWWP2A,2
MUTYH,4
EIF4E2,4
WDR47,2
MERTK,1
BCL9,2
RPS27,6
EDAR,1
CPZ,1
MMP28,3
FGF3,1
NXPE2,1
DOK2,4
TWF2,4
SLC25A2,2
BAZ1A,1
P2RY2,1
RDX,3
CKS1B,5
TMED2,6
PIBF1,4
CAMK2B,6
MSTN,1
POLA2,2
RPL30,1
ZKSCAN4,4
TMEM260,1
SLC2A3,3
TMX1,1
NRG4,3
ANKMY2,2
ERGIC1,2
MRPL10,2
PNMA1,6
KIFC3,5
LIF,1
GTF2A1,6
CCDC126,1
RNF115,4
PRG2,2
HTRA4,3
CASKIN1,2
TMEM147,2
PPP1R8,7
CFHR3,3
MC5R,1
TECR,2
RERG,1
SSBP4,1
GLI3,4
HACD2,3
FAS,21
ZNF263,2
CFHR5,3
DCLK1,2
PLS3,2
TXNDC5,3
RALA,4
POLR2L,2
LRRFIP2,1
GTF3C2,3
PTEN,24
BBS7,10
HMGCL,1
F2RL1,9
SOX9,1
SEPTIN6,6
HACE1,2
C10orf71,1
TRMT9B,1
EID2,1
KNTC1,1
SBK3,1
NALCN,3
MED26,3
FOXC1,4
UBE2L6,5
BTN2A2,3
GLRA1,1
TLDC2,1
VSIR,1
MED12,4
POLM,3
PHF21B,2
MIA3,3
COPG1,4
RRM1,4
ALPP,3
USF2,2
ARHGAP11B,1
DPAGT1,1
ZFYVE9,5
CCDC146,5
ARPC2,1
MUCL1,2
NBR1,2
UBTF,6
EHD2,1
ACSBG2,1
PTPN4,4
ETV7,2
WFDC9,2
SERGEF,3
PLK1,37
RASAL3,1
HNRNPU,4
SPIB,1
TRAPPC5,3
TAS2R10,1
VPS8,1
MAML2,1
GRINA,1
ELF3,4
MCL1,23
HLA-E,1
RPL13,3
PTGDS,3
TDO2,4
LACTB,3
CLTC,7
RASSF3,3
PNLIPRP1,3
CYLD,5
CACNA1A,1
TNIK,8
TPD52,2
GLT8D2,1
BUD13,2
ERCC6,3
TEX44,1
NOTUM,1
POC5,5
RHBG,1
GSX2,1
PLSCR2,1
AFF4,5
HIP1R,3
FBN1,6
NDUFA3,1
CGB3,2
EXOSC2,5
HGD,2
PMF1,4
PLEKHB2,4
FGD3,1
PTCD3,5
PLAAT5,3
IL22,3
TSKS,4
TKT,1
ZNF830,2
RIMS2,1
FUT1,1
MAGEA2B,2
RABGGTB,1
KLHL23,2
SLC2A13,1
TMX2,2
ATP5F1A,4
JPH1,2
AKIP1,1
ZP2,4
DNAI2,1
METTL6,1
NCS1,3
ATP1A4,1
IYD,3
ECD,5
CTNNAL1,3
TMEM184B,1
BRINP3,1
APEH,3
BARHL2,2
NUDT2,2
ARHGEF10L,2
CYP21A2,1
DUSP22,3
MAP2K3,6
DNPEP,5
HNRNPDL,1
PLCG1,20
SRP68,2
KCMF1,1
BOLA3,2
ADAM15,7
AGPAT4,3
FAM189B,1
USP48,1
ZNF559-ZNF177,1
EPHA6,1
DMRT1,1
POU2F1,4
NXPH2,1
ARHGAP30,1
SLC25A21,1
LRRIQ1,1
ACTR5,3
GYG1,2
FRMPD2,1
DTX1,2
CCNH,7
REEP4,1
MFF,4
SH2B3,1
SAR1B,1
RAMAC,2
VENTX,4
CCNY,3
CCR8,1
RAB11FIP1,1
SMYD4,1
MTMR9,6
LSM8,2
IFI35,1
TBC1D22B,7
MXD4,1
RNF40,5
LTA,4
IDS,2
GNG5,1
LAMTOR3,4
PYCR1,1
ZNF250,5
CEP55,6
SEC14L4,2
ARMC7,5
CPD,1
MRAS,2
FCRL3,1
MTERF1,2
TBRG4,5
MARCHF5,6
MCAM,2
MEPCE,1
ZNF384,2
HLF,2
SLAMF7,4
SLC25A23,1
TPRN,1
NAA15,4
CDKN2A,19
VARS2,3
MOV10,3
ADTRP,1
KIF21B,2
PDLIM1,1
FUZ,4
BLOC1S2,3
TAB3,4
GRID2IP,1
EXOSC6,1
CARD9,6
MRPL37,1
XCL2,2
TPRX1,1
GUCA2A,1
TAF5,1
TP53AIP1,1
FXYD1,1
KRTAP5-11,1
ARRDC1,4
SELENON,1
LKAAEAR1,1
DOK5,3
ATXN2,10
RNASEH2C,1
CTRC,3
NTN3,1
CEP85,2
CENPL,2
SELENOF,2
LYZ,1
PAQR5,3
CNOT6,2
ATP10A,2
GJD3,1
PECAM1,5
ZNRD2,4
TPBG,1
RBM43,1
TXLNA,5
TRDMT1,2
EXTL1,2
ZC3H18,2
PIGA,4
NPAT,1
TSC22D3,3
LRRC2,1
BTG2,6
ENOPH1,2
CNRIP1,2
BTC,5
VAV3,5
TBC1D25,1
PDHA2,1
ACOT6,1
RAB36,1
KDM2A,3
FGFBP1,1
ZBED8,4
H3-5,2
BAG2,9
PXK,2
RNF11,6
CYB5A,2
IMPDH1,2
RHNO1,4
STK40,5
KRTAP2-4,1
BNIP3L,11
KCNE1,1
RELL1,1
ORC5,3
ZIC3,1
DUSP11,1
RUFY3,1
EPHB2,3
MSX2,1
FKBP9,1
AKIRIN2,2
CPSF4,4
CFAP100,1
TRMT1L,1
ZSCAN18,1
GLUD2,2
SLC7A8,1
C5,3
RXYLT1,1
CYP2C18,1
OTULIN,3
FAM200A,1
TUBA1C,4
F3,5
CPEB3,1
ZNF550,2
TCTE1,1
STEAP1,1
ZNF576,3
HMGXB4,2
NPY1R,1
ACAA2,1
UBE2N,7
RBM18,1
TBCK,1
TBCD,1
RIPK3,9
HAVCR2,3
USP3,2
LENG1,5
CREB3,11
ZNF180,2
ERVW-1,1
SUDS3,4
DHH,1
RAB6A,6
ANKK1,2
DESI1,1
SNX17,3
ZNF607,2
UBE2U,5
COMMD1,11
TERF2,11
ASB14,1
SLC25A4,1
KANSL1,5
PAICS,3
HES6,1
ST6GAL1,1
TSPYL1,2
TMEM167B,1
ZNF101,2
CELF6,1
FAM117B,3
GCNT2,2
MIA2,4
SURF1,2
YWHAQ,16
ZRANB2,4
CLOCK,3
TCAP,7
DISC1,7
TMEM72,1
YY1,12
DDX21,3
CCDC78,1
ZC2HC1A,2
THAP2,1
ID1,8
FBXL14,4
EPGN,2
LMO2,7
BLVRB,1
PEX11G,2
FAF1,1
TFAP2B,3
SAFB,3
CIART,3
RMND5B,1
FSBP,3
FLII,3
NR1D2,5
GAGE8,2
PCDH18,1
DDX3X,10
POLR3D,3
TBL1Y,2
HSCB,3
GBA2,1
P4HA3,3
CFAP418,1
ARFIP2,6
SLC16A11,2
SORBS1,3
SAMD7,2
UGGT1,1
ITPR2,1
CDC14A,1
AZIN1,1
STAT5A,11
FAHD2A,1
MPP3,2
PCSK2,1
FAAH,1
DHX57,4
PPL,5
CCDC110,1
DYNC2I1,2
OR5K2,1
BOD1L2,1
CFAP58,2
PHF12,2
PRKCQ,9
RHPN1,3
NAA10,9
BAZ1B,1
SLC16A14,1
CSAG1,1
CDON,2
HYKK,2
RABL2B,1
DDAH2,5
ASGR1,3
LRRC1,2
MINDY3,3
TAS2R60,1
CD70,2
KCTD1,3
MIEF1,4
KIAA0930,2
EEF2K,2
MALT1,8
SLC25A37,1
FXYD6,4
SPTLC1,3
RBM23,4
H2BC3,1
LRRC28,1
TRPM1,1
NCKIPSD,5
FGD4,3
IER5,1
ZDHHC5,2
CLEC3B,1
MPPED2,4
SDCBP,11
DERL2,2
SAV1,7
ORMDL3,4
LIPT1,1
UBE2W,6
PKD1L1-AS1,1
AGER,14
COPS7A,2
HIVEP1,1
AHCYL1,5
TPTE,3
SH2D1B,6
GSTK1,6
KEAP1,12
SIRT1,50
METAP1D,1
BIRC6,2
VWA2,3
SEC22C,4
WDR74,1
ECT2,5
ARNTL,7
EFNA3,2
FCGR2C,2
DOK1,3
PPIH,6
IGFBP1,1
ZNF417,4
ERO1A,4
HOXB2,1
CACNG7,1
IL1B,1
P2RX5,1
LSP1,2
WFIKKN1,2
STRAP,6
SLC25A44,1
VAV2,6
PMP22,3
ACAT2,2
ADRB1,5
TRNT1,1
MEF2A,8
ZNF302,3
PRADC1,1
SMG8,1
RECK,4
FEV,1
JAZF1,2
GGA1,13
ADAMTS10,1
RPSA,2
NEIL2,2
DLX3,1
NDUFB8,1
PRKG1,6
GBE1,1
LEMD2,1
RABAC1,7
ANAPC2,2
NAP1L5,4
NAALADL2,1
CD300E,3
BTAF1,1
MAPK11,4
CCDC34,1
IL12A,3
PLOD3,4
GIT2,2
SPRED1,4
LPAR1,1
UST,1
PRAG1,2
SOD2,4
PLXNA3,1
PDIA3,4
CKB,1
RAB30,2
WDR70,1
CAV3,2
BCKDHB,1
RANBP10,2
XAGE2,3
DEAF1,3
CRNKL1,1
LOX,8
DNAJC5B,1
EFHC2,2
RPGRIP1L,4
TMEM41A,2
PKN1,8
SESN2,7
SHC4,2
MAGI3,6
TSPYL5,2
CD7,1
LAMB3,1
SYT16,3
HIRA,2
MLH1,18
ORMDL2,2
AMBP,1
HPSE,2
ZC3H8,1
KIF20A,2
ALDH3A2,1
ARPC5,4
ISM2,1
IL17RE,2
TMPRSS12,1
ZDHHC2,1
RAB24,1
CD160,3
DPYSL5,5
RBL2,7
TSHZ2,1
POU3F3,1
MINPP1,2
RNF135,3
BROX,2
TEKT2,2
PRMT1,9
ARMC9,2
ZMYM1,1
DYNLRB2,1
STX2,1
ESAM,2
MYO1D,1
TANGO6,1
KLK13,1
TESK2,4
DACT3,1
RMND1,1
ZNF148,4
SLC25A41,1
CLMP,3
APOH,6
ZNF385C,4
MRTFB,1
FOXP1,3
ARHGAP4,2
DENND1C,2
OR7A17,1
SEPTIN10,2
KAT14,4
ABHD16A,5
PREB,2
BATF2,3
CNOT8,6
AUTS2,2
MEF2D,2
NUP88,3
ABCB11,1
CRY1,6
CALB1,2
SDHAF2,3
EDF1,3
ATXN7L2,1
CAPN6,2
DDB1,12
RAB11A,14
WDR82,2
GOSR1,1
NEFL,4
MZT1,3
EGR1,5
NAPA,2
GAR1,2
CSRP3,2
ZNF224,2
HOXB9,4
ASH2L,17
CCDC22,7
AGR2,6
MYBL2,2
TTBK1,1
CLBA1,1
DIPK1B,3
LUM,3
MMP26,1
MAGED4,2
C2orf42,2
PPFIBP1,2
BCAR1,13
PFDN4,1
SUCNR1,1
MAPK8IP2,3
MRPL57,1
ORC3,3
TASL,2
SMC4,1
CRNN,1
DSN1,4
STX4,4
SMARCD3,3
LEP,1
NHLRC1,3
RCOR2,2
CYYR1,1
NEK1,6
ADAM33,4
FIP1L1,2
DIRAS3,3
SAT2,4
FAM107A,6
GRTP1,1
ZGPAT,9
BEND3,1
GC,2
SEPTIN7,5
NR2F1,1
SPATA24,5
HHIP,2
OCRL,9
MTMR4,2
TRAPPC1,1
PSG3,1
F2RL2,1
TSPAN6,2
ZNF843,4
ERLEC1,2
RPS6KB2,4
AAMP,2
ODF1,3
DMD,6
ALKAL2,1
FRK,7
PUS10,1
ZMYND19,4
PPIB,7
MCEMP1,2
IHO1,2
USP2,4
FMO4,1
RNF141,1
WDR1,1
PUF60,7
RANBP6,1
AQP2,2
PROSER2,1
OR10AG1,1
NLRP1,3
RPL22,3
BMERB1,3
UQCRC1,2
PNRC1,2
CSMD1,1
SART3,4
PRELP,1
SERINC3,1
DKK3,1
TRIP6,6
DDX20,4
WDR61,3
PHKG2,6
RAN,8
FLAD1,2
CYP19A1,1
ZNF12,1
DYNLT2,1
GAS7,4
KRT40,2
SHQ1,2
KCNS3,2
CWF19L1,1
SLC40A1,1
ZCWPW2,1
YIPF3,3
CD44,8
CXCR4,9
TRIM46,2
C15orf39,1
CTU1,2
RAB26,1
SPDYE4,1
SYNE4,3
MBP,3
SIGLEC9,3
IGF1,2
NRXN2,1
PPP3CC,3
DPYD,2
OAT,1
TF,2
UBA2,3
NKX2-4,1
ZBTB45,2
CDH23,1
AHCYL2,1
NECTIN1,5
VPS54,1
SLC8A3,2
RPA4,1
GSTT2B,1
PRPS2,4
TAF12,2
SORBS2,3
PPP2R3C,3
MYB,7
POLD3,2
CASTOR1,3
SELENOM,2
BAG1,11
MIGA1,1
SMC6,3
YTHDC1,3
TINAGL1,4
NEK7,4
SGF29,5
ORC6,7
IFI30,3
SCARA3,1
SETD7,5
NDUFS5,2
ORAI2,3
TNFSF10,12
TNP2,2
LCE1F,1
PARN,3
PLCXD3,1
RUSC1,3
GDF2,1
C9orf72,7
PSG5,1
CXCL3,1
ZDHHC1,2
RGS1,3
BLOC1S5,4
TNFAIP3,7
GPR6,1
ELN,3
SLC4A2,1
TAOK3,3
ACY1,3
EREG,1
NAT8,1
TKTL2,1
DNMT3B,8
HSPA9,5
SLC2A1,2
UBD,2
SPSB4,2
EBF3,1
TDP2,1
ROBO2,1
NIBAN3,1
NFATC4,2
ZNF491,2
TSHR,3
PCDHAC1,1
ZNF385A,1
OLFML3,2
COA5,2
SHE,2
TAF1,3
ATP2A3,1
PALD1,1
SPACA3,1
YWHAB,28
GMCL1,4
CRYBB3,4
RETN,1
SARS2,1
WARS1,1
MBIP,2
EFEMP2,7
SPDYE6,1
LAMTOR1,6
EMID1,1
ZNF414,3
HMGN1,1
LRRC31,2
PLCB3,1
AKAP13,4
LRRTM2,1
NR1H3,12
AMD1,1
COX5A,4
DMWD,5
GCSH,2
SLC38A4,1
HAP1,3
LCP1,2
SUMF2,3
TMEM14C,3
CYC1,2
PURA,1
RTCB,1
C4orf3,2
CCDC117,2
UBASH3B,5
HBM,2
KCNMA1,3
TEKT3,3
PABPC1,19
PTCD2,2
PRKAB2,10
KRTAP6-2,1
TAB1,7
IL18RAP,1
CSF2,2
TSPAN11,1
FBXO17,3
CCL20,1
LAT,9
MYCN,10
C10orf120,1
MAP3K14,15
LYRM1,1
SCHIP1,2
GRIA2,3
ACVR1C,2
MYH14,1
TUFM,5
MICB,1
HTATSF1,3
PXN,10
ZIM3,1
SMN2,25
C6orf226,4
CLIC5,2
RABGAP1L,2
EPS8,8
PITX2,10
STAC2,1
EPB41L1,1
EBI3,2
DELE1,2
ARHGAP31,1
GPR84,1
CBX2,6
KIF13B,2
SAMD3,1
EMC8,2
TTC21B,2
LIPF,2
GRAP,4
RPP25L,2
ASIC2,1
ISCA2,1
MAPK1,16
NRBP1,6
RPS14,5
TMEM160,1
NXF1,16
ZNF710,1
MIGA2,2
GALNT2,3
ESPL1,1
ADGRE2,2
CSPG4,1
YAE1,3
SLC25A28,1
CHRM1,2
ATM,19
UPK1B,1
ZNF80,1
ZNF679,2
XRCC2,7
PPP2R2A,8
MON1B,1
KCNA3,2
TTC5,3
ODF3,1
GLI1,8
TUBGCP2,2
PCP4,2
NTMT1,2
PELI3,2
ALPL,2
CPSF1,4
PTPRO,2
PTTG1IP,2
SMIM43,1
ADA,1
RPL7A,1
DKC1,5
CCN3,2
ATP6V1C1,2
ZNF133,3
GTSF1,2
ATP6V1D,2
PPRC1,1
CIPC,2
MALSU1,2
ANP32B,2
GPR173,1
PSG8,1
FOXD4L1,1
IKBKG,47
NHSL2,2
IP6K1,1
MIXL1,1
HYAL3,3
DYRK3,5
CCL23,2
AGGF1,2
FBXL21P,1
H2AP,2
EP300,42
EEPD1,1
CCHCR1,5
DEFB103B,1
TSPY1,1
TRIM27,10
GET3,3
NWD1,1
SMAD2,23
QSOX2,1
ZNF559,2
NKG7,2
LRRCC1,2
PRRG4,2
UBE2Z,5
HOXD4,1
KARS1,9
RASGRP4,2
THTPA,1
ANXA3,1
RWDD2A,1
CHRNA3,1
ABCB1,2
TM4SF20,1
SRPX2,1
NPIPA7,1
LOXL3,3
APBB1,9
PLPPR3,1
POLK,1
HTR4,2
PEX7,3
TRAPPC2,4
LIME1,1
KRTAP19-3,1
LVRN,1
DEFB132,1
TRIM55,2
AREG,4
TCEAL1,4
CYSLTR2,5
SDF2,1
EDA,1
TSPAN10,1
SLC35C2,2
ADAMTSL3,2
FAF2,4
MIEN1,2
MICAL3,1
S100A7A,1
SLC30A2,5
RPF1,2
LEFTY1,1
SPEG,2
BARD1,9
ARHGEF26,2
FOXS1,2
MOS,10
SERPINE1,4
PTP4A3,3
PKIG,4
MARCHF2,3
ZNF493,1
RUNX1,5
GNG4,2
SIRT2,8
NECAB3,2
TMEM51,5
KIAA0586,1
NFRKB,2
POM121,5
DFFA,2
C8A,1
EFNB2,2
POLD1,8
METTL3,3
DCXR,2
SERPINA3,1
HIPK3,2
HDAC3,24
MRPL53,2
CCDC103,5
BCL10,19
TSPO,3
TBX15,1
PRR4,1
KPNA1,7
FOXN1,2
WIPF1,10
TRAF3IP2,3
RBCK1,11
VRTN,1
SPSB2,4
BUB1,6
CXCL11,4
LGALS7B,3
HIC1,6
UGT2A3,1
NELFE,9
ASGR2,3
NFATC3,3
RTP5,2
RAB11FIP5,1
CYP1A1,3
ACAD11,1
SMPD2,2
CDK6,19
ZNF407,1
ANKRD50,2
LOC102724652,7
STX11,7
SYNCRIP,12
LGALSL,2
EIF4EBP3,2
RIOK1,2
PRKD1,5
CBFA2T3,3
TNFRSF8,1
MAB21L4,1
KIR3DS1,2
CST1,3
LCN15,2
ZFHX2,1
TRIM69,4
HSPA8,16
OPRM1,8
BTN3A2,1
IGF2,6
WBP4,4
NUP35,2
CAMLG,5
LAMTOR5,8
ZNF862,1
LACC1,2
PRIMPOL,2
PRSS53,1
PSMB1,5
RAB38,1
NUP98,4
PRR5L,2
ACTB,18
CADM1,1
WNT5B,1
PCDHA4,4
TBC1D30,1
TJP2,4
DNAL4,3
MSR1,2
SRY,1
TRMT61A,2
RSPH14,3
NECTIN3,8
DHX40,2
RPL10A,3
LARP7,4
VIPR2,2
CFB,3
TOP1,5
CDK16,11
SMPD1,2
SELE,1
METTL14,3
RPTOR,20
TEDC2,3
CASP8,35
MFGE8,1
HUNK,1
RBM5,5
VIRMA,1
GALNT5,1
TMEM14B,2
SLC34A2,1
TGFB3,1
DGKE,1
PNMA8A,1
KIF3B,3
AP5S1,1
OPRL1,3
PLPP3,1
KRT85,1
UQCRQ,1
CD83,2
ZNF41,3
RAD1,4
STUB1,14
DACT1,3
CNTROB,3
FAM24B,1
DTD1,1
SLC4A1AP,3
STRADB,4
SMIM5,1
EEF1A1,8
PPIE,4
DYNLT2B,3
EPM2AIP1,3
RBM33,1
ZNF600,1
CTAG2,2
TSACC,2
DENND2B,1
DMRTB1,4
FNDC4,1
FBXO40,2
LINC00482,1
WFDC12,1
MRPL11,3
ILF3,5
REG4,1
FOXD4L3,1
OXR1,1
ZFAND3,1
SDHAF3,2
KRTAP3-2,2
CNKSR3,3
ADRA1D,7
ZBTB42,2
IZUMO1R,1
OSBPL2,3
L2HGDH,1
GADD45A,5
SRC,57
CD1E,1
CALCRL,2
KIAA0753,2
DNMBP,2
FAM124B,5
SMARCD2,2
MCTS1,3
CHTOP,4
REEP2,1
FGF21,2
DEFA1B,2
MED10,8
KLRB1,1
RUVBL1,14
C22orf15,1
SPA17,4
CSF2RA,2
IFNE,1
LPIN3,1
SLAIN1,2
OR1D2,1
KLHL12,4
MAPKAPK5,5
MAPK6,7
SUCLA2,4
MAGEA1,4
PSG9,2
FAM20B,2
ZNF765,2
REG3A,2
DVL2,14
MECOM,6
DNAAF1,1
FAM162A,2
UTP15,1
KLHL6,4
YWHAZ,36
HAS2,1
RERE,4
FZR1,7
CECR2,1
FAM222B,1
CCNJ,1
C4orf46,2
INTS4,3
PCYT1A,1
CNTN5,2
ZNF750,1
RFTN2,2
SGK2,4
CCN2,3
STARD4,1
IFNAR1,6
HOMEZ,2
SOS1,12
XIAP,27
MAU2,3
ST6GALNAC5,1
C4orf17,1
S100A13,2
CCM2L,1
ZNF511,3
WNT7A,2
NPAS1,1
ISCU,5
PLAAT3,4
BTBD16,1
PNN,4
LIMK2,5
SMAD9,4
TFAP4,4
CEP350,1
SQLE,1
NFIL3,6
GMPR2,2
SBSPON,1
TENT5B,4
FANCE,4
PIK3R6,1
DDX43,2
TOMM20L,2
ZHX3,3
AGTR2,2
DPYSL3,6
TRPC4AP,2
ABITRAM,3
ZNF543,2
PDZD4,2
PRPF6,6
STAC,6
WNT8B,1
CD93,2
CD247,4
ART3,1
LMAN1L,1
DDX49,2
ODF3L2,2
NUDT22,2
KLF10,3
NCKAP5,1
IFI27,2
FSHB,1
KIFBP,1
CELA3A,3
EMC1,1
SSBP2,1
SLC16A12,1
VAMP7,4
KPNA4,6
TNF,15
DLGAP5,3
NMD3,3
ATOX1,3
ORAI1,10
OSGIN1,3
SCARA5,1
OSBPL8,1
KAT7,4
KCTD15,3
CHIC2,3
TSSK4,1
ZMYND10,4
TRIM49C,1
SSC5D,3
PPP4R4,2
PPP1R9A,1
ATMIN,2
FBXO39,1
CRBN,5
SALL1,1
R3HDM2,2
KRTAP13-4,1
FAM111A,1
UCHL1,5
SLC45A2,1
NPIPB3,1
SREK1,3
USP20,3
MAT2B,3
ARHGAP17,6
BTF3,4
LHFPL5,3
DCTN6,1
FBF1,3
SFTPB,1
VEZF1,1
RPGRIP1,3
SLA,3
RPLP2,1
CCDC88C,1
MCU,4
TSHB,2
AP1S1,2
ULK4,2
NSRP1,1
WDR54,2
ZNF226,1
CCDC105,1
SPANXD,2
KCNAB2,2
ERBIN,4
SEMA4G,3
RUSC2,2
F13B,1
MICOS13,2
FBN2,2
KCNIP3,3
SYNPR,2
LCMT1,2
KITLG,2
GOLGA8G,2
TADA3,7
TTC26,2
MED22,2
DLK1,1
RDH12,4
RBBP8,11
RGS12,1
SYNM,2
MYLK3,2
GRIA1,1
DIP2A,2
CFDP1,1
PSMA7,8
NDP,1
SRRM1,5
KCTD9,5
CHRM4,2
EPB41,4
TBX5,2
PICK1,5
SERTAD3,2
SMCP,2
APCS,3
CHURC1,2
SEMA3G,1
OLIG3,2
SMC5,3
FAIM,2
AGA,2
FOXQ1,2
CCDC91,2
CADM3,1
TRUB1,1
SS18L1,4
IFI44L,1
NDUFAF1,2
ATXN7L1,4
LEPR,6
MYOZ1,3
MGST2,2
APOL2,3
ABCG5,3
UBE2D1,7
KRTCAP2,1
KCNK16,2
MAPK12,4
PTPN9,6
FETUB,1
PGRMC2,2
MOK,3
BCL7A,3
PIERCE1,3
CTSZ,3
GADD45G,6
AMELY,1
CBX1,7
TGFA,4
EGR2,1
SP4,3
SUGP2,1
TMEFF1,1
AFG1L,3
LXN,3
CDR2,5
POU3F2,1
CCL28,4
HBQ1,1
PRSS1,1
PREPL,1
GNG2,1
MAP3K12,2
SOD1,6
EEA1,7
GLYCTK,3
MT2A,3
H2AB2,1
TM4SF1,2
KCNN4,4
MCM5,6
ADCK2,2
MIOS,1
ACTL7A,1
ARHGEF16,5
RALGAPB,3
WDR90,3
WDR86,1
ALKBH8,2
ZNF594,1
CCL27,1
STOX1,2
PLA2G12B,1
AP1G1,4
BPNT1,1
RMI2,4
GCLC,1
SFRP2,2
SMARCC1,8
ZNF501,1
ANKRD24,1
MAPKAP1,6
SLC10A7,1
MED18,6
AGO4,3
ZNF239,2
NSD3,3
SMC2,3
DPY30,6
CPVL,1
MBD3L3,1
MAP3K15,2
YWHAE,18
IL22RA2,3
CLPSL2,1
GDPD1,1
CUL1,17
SDHD,1
RPF2,1
SEC31B,1
RASA4,1
DNAJC17,1
CEP85L,1
ITM2A,4
PBRM1,4
IGF2BP1,2
SMG5,2
PDZD11,4
GNL3,5
MEP1B,1
PLPP6,1
PRPF19,6
LIMCH1,1
OXCT1,2
TARBP2,7
EFNA2,1
THOC2,3
C20orf85,1
RPP25,3
TSEN2,2
PISD,2
TRAK2,1
KIF1A,2
IRAK3,5
DYRK2,5
FBXO38,1
TRMT10A,1
CBY1,3
CRISP2,1
ABCD3,2
CITED1,3
ZNF223,3
STRN,4
CNNM1,1
IFT88,1
MAPK10,10
SUGT1,5
PTPN1,32
SRMS,3
PEX19,11
TRIM56,3
ZKSCAN3,3
ZBTB7B,1
RPP40,1
NOP16,1
KLF11,3
GOLPH3L,4
RORA,2
MAPK8IP3,3
MLF1,4
IFRD2,4
KDF1,1
TXNDC9,5
TTLL7,2
HAUS2,4
TADA2B,2
RSPH9,3
TRMT11,2
MYH7B,2
GABRB2,1
MDH2,2
ZBTB6,3
GPR45,2
ASPM,2
EFNB1,1
MYOM2,1
ROBO4,1
CPE,1
PCDHAC2,1
MARK3,7
ADAP2,4
PRKY,1
HSPB8,6
TMED9,2
SLC27A6,1
ODAPH,3
ATP5MC1,2
ZNF324B,1
DPF2,6
TYSND1,2
CBR4,1
THRSP,2
GPATCH4,3
CCT2,5
ENO1,2
ALKAL1,1
ELL2,2
OLR1,2
UBE2D4,6
ITGA2B,6
CA9,2
ARID1B,1
SFRP4,3
LAIR1,1
CLHC1,1
RCAN1,3
TFAM,3
CTNND1,8
BRIP1,5
PANK4,1
SLC35F1,2
PATE1,2
THSD4,1
SUPT7L,1
NOL12,4
HLA-DRB3,1
SERPIND1,1
RWDD4,1
ZNF614,1
TENT5D,2
PPA2,1
CYB5R3,2
APOL6,2
TOMM22,4
IL6,2
PRSS2,1
NCOA5,4
POLR3C,3
