node1 node2
NID2 COL13A1
NID2 ELN
NID2 SKIL
NID2 HSPG2
CAMK1 NOS1
CAMK1 HDAC5
CAMK1 CALM1
CAMK1 EIF4G3
CAMK1 GAPDH
CAMK1 CAMKK2
CAMK1 CAMKK1
CAMK1 ATF1
CAMK1 SYN1
SPR CAMK2G
ZNF707 MDFI
CAMK4 NOS1
CAMK4 HDAC4
CAMK4 GAPDH
CAMK4 CAMKK2
CAMK4 CAMKK1
CAMK4 RELA
CAMK4 CREBBP
ZC3H10 RBPMS
ZC3H10 ATXN1
RNF114 AK5
RNF115 SSSCA1
RNF115 RAB7A
ZC3H14 KRT20
ZC3H14 EXOC7
SPN DAXX
SPN FYN
SPN EZR
SPN CTNNB1
SPN MSN
SPN ICAM1
SPN LGALS1
SPN SIGLEC1
RNF111 SMAD7
RNF111 SMAD6
RNF111 SMURF2
RNF111 AXIN1
RNF111 SMAD3
GRIN1 PPP2R1A
GRIN1 FUS
GRIN1 SPTAN1
GRIN1 HRAS
GRIN1 TUBA4
GRIN1 CTNNB1
GRIN1 MAP2K2
GRIN1 PLCG1
GRIN1 TRAF3
GRIN1 DNM1
GRIN1 CLTC
GRIN1 CIT
GRIN1 CANX
GRIN1 DLG3
GRIN1 DLG2
GRIN1 DLG4
GRIN1 CALM1
GRIN1 NEFL
GRIN1 MAP2
GRIN1 MYH9
GRIN1 HNRNPU
GRIN1 GRIN3A
GRIN1 HSPA1A
GRIN1 DLGAP4
GRIN1 DUSP4
GRIN1 CDH2
GRIN1 EPHB2
GRIN1 RAP2A
GRIN1 NF1
GRIN1 EPHB4
GRIN1 PPP2R2A
GRIN1 PRKCB
GRIN1 PRKCE
GRIN1 CAMK2A
GRIN1 PRKCG
GRIN1 PLAT
GRIN1 SYNGAP1
GRIN1 SP3
GRIN1 TJP1
GRIN1 ACTN2
GRIN1 RPS6KA3
GRIN1 NANOS1
GRIN1 LRP8
GRIN1 AKAP9
GRIN1 DRD1
GRIN1 GRIN2B
GRIN1 GRIN2A
GRIN1 GRIN2D
GRIN1 INA
PISD DAGLB
PISD DHX29
DHX9 SMN2
DHX9 BRCA1
DHX9 SMN1
DHX9 SSRP1
DHX9 KHDRBS1
DHX9 PRPF8
DHX9 JUN
DHX9 GTF2B
DHX9 AKAP8L
DHX9 SIP1
DHX9 MGEA5
DHX9 HNRNPC
DHX9 TOP2A
DHX9 PCNA
DHX9 HDLBP
DHX9 NXF1
DHX9 PRMT1
DHX9 DDX20
DHX9 POLR2A
DHX9 SNRPB
DHX9 SRPK1
DHX9 RELA
DHX9 STAU1
DHX9 SNRPB2
DHX9 TBP
DHX9 GEMIN4
DHX9 MBD2
DHX9 ILF3
TCOF1 PCNA
TCOF1 NOP56
TCOF1 UBTF
TCOF1 CSNK2A2
NUP98 NUP88
NUP98 RCC1
NUP98 IPO5
NUP98 NUP62
NUP98 NXF1
NUP98 NUP133
NUP98 SEC13
NUP98 KPNB1
NUP98 TNPO1
NUP98 TPR
NUP98 EP300
NUP98 CREBBP
NUP98 RAE1
XPC RAD23B
XPC RAD23A
XPC GTF2H1
XPC ERCC3
XPC TDG
XPC CETN2
XPC LSM3
XPC SMAD1
XPC DDB2
SP1 HSPA8
SP1 ATF7IP
SP1 RARA
SP1 ETS1
SP1 MYC
SP1 RNASEN
SP1 BRCA1
SP1 SHC1
SP1 SP3
SP1 SP4
SP1 PER3
SP1 SMAD3
SP1 CSNK2A1
SP1 CCND1
SP1 ATF7IP2
SP1 RBBP4
SP1 CD2
SP1 HIF1A
SP1 SOX10
SP1 EGR1
SP1 JUN
SP1 SF3A1
SP1 NR5A1
SP1 MIER1
SP1 TAF4
SP1 ESR2
SP1 ESR1
SP1 TBP
SP1 HNF4A
SP1 MEF2C
SP1 C14orf106
SP1 MEF2D
SP1 HDAC1
SP1 HDAC2
SP1 YY1
SP1 SMAD4
SP1 SMAD2
SP1 PRKDC
SP1 REL
SP1 NCOR2
SP1 NCOR1
SP1 ZBTB16
SP1 NR2F1
SP1 MAPK3
SP1 MAPK1
SP1 PML
SP1 TAL1
SP1 RBL1
SP1 RXRA
SP1 HMGA1
SP1 BCOR
SP1 TP53
SP1 EP300
SP1 RELA
SP1 E2F2
SP1 VHL
SP1 SKIV2L2
SP1 SOX8
SP1 SREBF2
SP1 SREBF1
SP1 AATF
SP1 GABPA
SP1 NFYB
SP1 NFYA
SP1 ELF1
SP1 MYOG
SP1 CEBPB
SP1 KLF10
SP1 MYOD1
SP1 HCFC1
SP1 RB1
SP1 KLF6
SP1 KLF4
SP1 MSX1
SP1 PSMC5
SP1 NOS3
SP1 ZBTB7A
SP1 AR
SP1 PPP1R13L
SP1 E2F3
SP1 CASP3
SP1 E2F1
SP1 OGT
SP1 POGZ
SP1 PURA
SP1 HTT
SP1 BCL6
SP1 POU2F1
XPA GTF2E2
XPA RASSF1
XPA RPA4
XPA GTF2H1
XPA ATM
XPA RPA1
XPA ERCC6
XPA RPA2
XPA ATR
XPA GPN1
XPA ERCC1
XPA DDB2
XPA PRKDC
XPA XAB2
SP3 HDAC1
SP3 UBE2I
SP3 HDAC2
SP3 ZBTB7A
SP3 E2F1
SP3 ESR1
SP3 SUMO1
SP3 EP300
SP3 RB1
SP3 RBBP4
SP3 STK19
SP3 TP53
SP3 GABPA
SP3 PIAS1
SP4 ZBTB7A
SP4 E2F1
KLRA1 PTPN6
CAMKV TCEA2
RAB40C TOE1
RAB40C PSD
COL7A1 LAMA1
COL7A1 HSPA8
COL7A1 ZC3H7A
COL7A1 BMP1
COL7A1 FN1
COL7A1 FBXL2
COL7A1 THBS1
COL7A1 COL4A1
COL7A1 COL1A1
COL7A1 LAMC2
COL7A1 LAMB3
COL7A1 MMP2
COL7A1 SHKBP1
COL7A1 LAMA5
B2M CD1D
B2M CD1E
B2M CD1B
B2M LILRB1
B2M CD1A
B2M HLA-C
B2M HLA-B
B2M CALR
B2M HLA-G
B2M HLA-F
B2M HLA-E
B2M A2M
B2M BAT3
B2M PRSS23
B2M CD8A
B2M FCGRT
B2M HFE
B2M HLA-A
NSL1 MIS12
NSL1 CBX5
NSL1 DSN1
ITGA9 FIGF
ITGA9 SAT1
ITGA9 ITGB1
ITGA9 SPP1
ITGA9 PXN
UGCG RTN1
UGCG RTN3
ATP2A1 PLN
ATP2A1 SLN
ATP2A1 IRS1
ATP2A1 IRS2
ATP2A2 CAMK2A
ATP2A2 IRS2
ATP2A2 IRS1
ATP2A2 PLN
ATP2A2 S100A1
ATP2A2 BCL2
ATP2A3 IRS1
ITGA1 MATN1
ITGA1 ITGB1
ITGA1 COL8A1
ITGA1 AUP1
ITGA1 LAMA1
ITGA1 TLN1
ITGA1 COL13A1
ITGA1 PTPN2
ITGA1 BIN1
ITGA2 ITGB1
ITGA2 LAMA1
ITGA2 COL8A1
ITGA2 ACTA1
ITGA2 HSPG2
ITGA2 AUP1
ITGA2 COL1A2
ITGA2 COL1A1
ITGA2 CD9
ITGA2 MMP1
ITGA3 ITGB1
ITGA3 HPS5
ITGA3 TIMP2
ITGA3 FN1
ITGA3 HSPD1
ITGA3 CALR
ITGA3 CD82
ITGA3 ADAM9
ITGA3 FHL2
ITGA3 CD151
ITGA3 LGALS8
ITGA3 TSPAN4
ITGA3 RABIF
ITGA3 BIN1
ITGA3 CD9
ITGA4 ITGB1
ITGA4 ITGB7
ITGA4 FN1
ITGA4 LPXN
ITGA4 CD81
ITGA4 ICAM4
ITGA4 CD82
ITGA4 VCAN
ITGA4 LGALS8
ITGA4 PRKACA
ITGA4 PXN
ITGA4 TGFB1I1
ITGA4 MADCAM1
ITGA4 EED
ITGA4 ADAM28
ITGA4 PRKAR1A
RIT2 PLXNB3
RIT2 MLLT4
RIT2 RALGDS
RIT2 SOS1
RIT2 CALM1
RIT2 RGL1
RIT2 HRAS
RIT2 RLF
RIT2 POU4F1
RIT1 SMURF1
RIT1 PTN
RIT1 KLHL12
RIT1 C1orf103
RIT1 RALGDS
RIT1 RGL1
RIT1 RLF
RIT1 SMAD2
RIT1 SMAD3
RIT1 MLLT4
RIT1 AP2A1
RIT1 IFRD1
RIT1 CUL3
ITGA7 FHL2
ITGA7 FHL3
ITGA7 MYOC
ITGA7 CHRNA1
TRHR TRH
TRHR ARRB1
DENND4A YWHAG
SWAP70 CELSR3
SWAP70 PARP1
SWAP70 IGHG1
PREB TGFBR1
PREB SMAD1
PHLDA1 MDFI
PHLDA1 PLSCR1
PHLDA1 PABPC4
PHLDA1 HSPA4
PHLDA1 EIF3D
PHLDA1 RPL14
PHLDA1 HSPA4L
PHLDA1 KRTAP4-12
UFSP2 CAPN1
GAP43 ELAVL4
GAP43 CALM1
GAP43 SPTAN1
GAP43 PRKCB
GAP43 PRKCD
GAP43 PLCD1
GAP43 RABEP1
GAP43 CSNK2A1
HRH4 GNAO1
HRH4 GNA15
HRH4 CCL16
HRH4 GNAI1
FBXL12 CDKN1C
FBXL12 TGFBR1
FBXL12 SMAD1
FBXL12 FXYD3
HRH2 GPRASP2
FBXL18 CALCOCO2
FBXL18 KRTAP4-12
FBXL18 PLSCR1
GRP GRPR
GRP DPP4
GRP MEP1A
GRP MEP1B
ZFP161 ZNF295
COL4A6 DCN
COL4A6 MATN2
COL4A6 FN1
COL4A6 APP
COL4A6 CD93
COL4A6 OSM
COL4A6 HABP2
COL4A6 MMP9
COL4A6 FBLN2
COL4A6 SERPINE2
COL4A5 DCN
COL4A5 MATN2
COL4A5 FN1
COL4A5 APP
COL4A5 CD93
COL4A5 OSM
COL4A5 HABP2
COL4A5 MMP9
COL4A5 FBLN2
COL4A5 SERPINE2
COL4A4 DCN
COL4A4 MATN2
COL4A4 FN1
COL4A4 ANTXR2
COL4A4 CD93
COL4A4 SAA1
COL4A4 TGFBI
COL4A4 OSM
COL4A4 HABP2
COL4A4 MMP9
COL4A4 FBLN2
COL4A4 SERPINE2
COL4A3 DCN
COL4A3 MATN2
COL4A3 COL4A3BP
COL4A3 USH2A
COL4A3 FN1
COL4A3 ANTXR2
COL4A3 APP
COL4A3 CD93
COL4A3 CAMK2B
COL4A3 TGFBI
COL4A3 OSM
COL4A3 MFAP2
COL4A3 HABP2
COL4A3 MMP9
COL4A3 FBLN2
COL4A3 SAA1
COL4A3 SERPINE2
COL4A2 MATN2
COL4A2 BMP3
COL4A2 HABP2
COL4A2 FN1
COL4A2 ANTXR2
COL4A2 APP
COL4A2 CD93
COL4A2 BGN
COL4A2 ATF7IP
COL4A2 TGFBI
COL4A2 OSM
COL4A2 SAA1
COL4A2 COL4A1
COL4A2 MMP9
COL4A2 FBLN2
COL4A2 FAM46A
COL4A2 SERPINE2
COL4A2 SKIL
COL4A1 DCN
COL4A1 FBLN2
COL4A1 MATN2
COL4A1 BMP3
COL4A1 FN1
COL4A1 APP
COL4A1 SAA4
COL4A1 APCS
COL4A1 CD93
COL4A1 SAA1
COL4A1 SMAD1
COL4A1 SAA2
COL4A1 NID1
COL4A1 TGFBI
COL4A1 OSM
COL4A1 HABP2
COL4A1 MMP9
COL4A1 ACHE
COL4A1 SERPINE2
GRN SLPI
GRN ELANE
GRN FAM131C
GRN GFI1B
GRN SMAD9
GRN HK3
GRN HSPG2
GRN ATN1
GRN DLK1
GRN HOXA1
GRN CCNT1
GRN CDK9
GRN TOP3B
CHST4 CD34
ITGAX C3
ITGAX ITGB2
ITGAX JAM3
ITGAX FCER2
BCL2A1 PMAIP1
BCL2A1 BIK
BCL2A1 BID
BCL2A1 NR4A1
BCL2A1 BAX
BCL2A1 BAK1
BCL2A1 BOK
BCL2A1 BAD
BCL2A1 GRB2
BCL2A1 HRK
BCL2A1 BCL2L11
BCL2A1 BBC3
NOG BMP7
NOG BMP5
NOG BMP4
NOG BMP2
ITGAV MMP14
ITGAV TGFB1
ITGAV PDGFRA
ITGAV PTK2
ITGAV L1CAM
ITGAV PLP1
ITGAV NID1
ITGAV ICAM4
ITGAV ANGPTL3
ITGAV THY1
ITGAV ITGB1
ITGAV ITGB3
ITGAV AUP1
ITGAV CYR61
ITGAV ITGB6
ITGAV ITGB8
ITGAV CD47
ITGAV ITGB5
ITGAV P2RY2
ITGAV AZGP1
ITGAV CALR
ITGAV ADAM9
ITGAV F2R
ITGAV SPP1
ITGAV PAK4
ITGAV MMP2
ITGAV EDIL3
GPSM3 SVIL
GPSM3 FGFR3
GPSM3 GNAI1
ITGAL ICAM3
ITGAL ICAM5
ITGAL PTPRC
ITGAL F11R
ITGAL RANBP9
ITGAM AUP1
ITGAM ELANE
ITGAM IRAK1
ITGAM CFH
ITGAM JAM3
ITGAM PLAUR
ITGAM HP
ITGAM GP1BA
ITGAM CLEC4M
ITGAM ITGB2
ITGAM CD209
ITGAM ICAM4
ITGAM ICAM2
ITGAM ICAM1
ITGAM C3
ITGAM THY1
ITGAM FGG
HLF ARNTL
HLF DBP
HLF CREBBP
NOV IGF2
NOV GJA1
NOV IGF1
NOV FN1
NOV NOTCH1
NOV INS
NOV DLL1
NOV CTGF
NOV POLR2L
NOV S100A4
NOV FBLN1
ITGAD ITGB2
ITGAD ICAM3
ITGAD VCAM1
ITGAE CDH1
ITGAE EED
ITGAE ITGB7
ITGAE CHFR
FAM134A KIAA1377
FAM134A CHD3
SMAD9 UBQLN1
SMAD9 MAN2B1
SMAD9 SVEP1
SMAD9 HUWE1
SMAD9 VPS8
SMAD9 PKP2
SMAD9 LEMD3
SMAD9 ASB2
SMAD9 SMG1
SMAD9 UBQLN4
SMAD9 EIF3C
SMAD9 EIF3E
SMAD9 EIF3F
SMAD9 TMEM57
SMAD9 PIR
SMAD9 PLEC1
SMAD9 TRIM29
SMAD9 DIAPH3
SMAD9 FLI1
SMAD9 PAPPA
SMAD9 BAZ1A
SMAD9 SMAD3
SMAD9 MAN1A2
SMAD9 DNAJA3
SMAD9 FN1
SMAD9 ARID1B
SMAD9 ARNT
SMAD9 RFX1
SMAD9 CTR9
SMAD9 TERF1
SMAD9 ACTB
SMAD9 LMO4
SMAD9 PABPC4
SMAD9 ZNF592
SMAD9 MLL2
SMAD9 ARHGAP9
SMAD9 ZSCAN4
SMAD9 CYP11A1
SMAD9 UBE3A
SMAD9 AFF1
SMAD9 PNPLA2
SMAD9 RRBP1
SMAD9 DST
SMAD9 STAG1
SMAD9 PHKA2
SMAD9 UBA6
SMAD9 DSTN
SMAD9 PPARD
SMAD9 ZNF587
SMAD9 FTL
SMAD9 ZEB2
SMAD9 ABTB1
SMAD9 DNAJC7
SMAD9 PSAP
SMAD9 TTC37
SMAD9 PPP2R5E
SMAD9 RNF123
SMAD9 ASH2L
SMAD9 SMAD4
SMAD9 TINAGL1
SMAD9 SMAD2
SMAD9 PELP1
SMAD9 MCM3AP
SMAD9 HEYL
SMAD9 BTG2
SMAD9 CPXM2
SMAD9 C10orf2
SMAD9 KDM6A
SMAD9 RANBP9
SMAD9 SNRNP70
SMAD9 MTMR11
SMAD9 MTMR10
SMAD9 ZNF83
SMAD9 KIAA0226
SMAD9 EXPH5
SMAD9 QARS
SMAD9 RMND5A
SMAD9 HEY1
SMAD9 SIL1
SMAD9 LRP5
SMAD9 TBCD
SMAD9 ZNF484
SMAD9 CXXC5
SMAD9 XAB2
SMAD9 ACVR1
SMAD9 PSMD8
SMAD9 SF3B1
SMAD9 CLPB
SMAD9 OTUB1
SMAD9 SPTBN1
SMAD9 TOB1
SMAD9 YWHAQ
SMAD9 -
SMAD9 EVC2
SMAD9 ZNF557
SMAD9 E4F1
SMAD9 MGAT1
SMAD9 MAN1C1
SMAD9 AP2A1
SMAD9 DKK1
SMAD9 TRIP12
SMAD9 NAGK
SMAD9 CSH1
SMAD9 UNC45A
SMAD9 CEP135
SMAD9 MBD1
SMAD9 SECISBP2
SMAD9 LNPEP
SMAD9 CHPF
TRERF1 EP300
TRERF1 CREBBP
TRERF1 NR5A1
SMAD4 ERBB2IP
SMAD4 PLK4
SMAD4 USP9X
SMAD4 ATF7IP
SMAD4 AKT1
SMAD4 ARFRP1
SMAD4 FBLN1
SMAD4 STUB1
SMAD4 FSTL3
SMAD4 APBB2
SMAD4 RMND5B
SMAD4 NUP214
SMAD4 HDGF
SMAD4 HMG20A
SMAD4 STK11IP
SMAD4 BRCA1
SMAD4 CAMK2G
SMAD4 FOXH1
SMAD4 PRKAR2A
SMAD4 FN1
SMAD4 MAX
SMAD4 RFX1
SMAD4 UBA52
SMAD4 EID2
SMAD4 UBB
SMAD4 PSG9
SMAD4 PSG2
SMAD4 PAK1
SMAD4 TCTA
SMAD4 HOXC8
SMAD4 RASD2
SMAD4 ACVR1B
SMAD4 NUAK2
SMAD4 RPS27A
SMAD4 COPS5
SMAD4 DCP1B
SMAD4 DCP1A
SMAD4 SKI
SMAD4 AP2B1
SMAD4 NEK6
SMAD4 XPO5
SMAD4 TRAP1
SMAD4 JUN
SMAD4 PSMD11
SMAD4 TFE3
SMAD4 DLX1
SMAD4 CHEK1
SMAD4 PIAS4
SMAD4 RHOJ
SMAD4 ECSIT
SMAD4 RHOG
SMAD4 PBK
SMAD4 ARL5B
SMAD4 UBE2I
SMAD4 ESR2
SMAD4 ESR1
SMAD4 HNF4A
SMAD4 FBXO34
SMAD4 MEF2A
SMAD4 UBE2Z
SMAD4 FBXO30
SMAD4 ZNF423
SMAD4 RALA
SMAD4 RAB3B
SMAD4 SNIP1
SMAD4 SMAD5
SMAD4 SMAD1
SMAD4 SMAD2
SMAD4 SMAD3
SMAD4 RHOD
SMAD4 MAPK13
SMAD4 DNAJB2
SMAD4 CNKSR1
SMAD4 GPNMB
SMAD4 PRPF40A
SMAD4 MAPK1
SMAD4 TM9SF2
SMAD4 CITED1
SMAD4 SNRNP70
SMAD4 TGFBR2
SMAD4 TGFBR1
SMAD4 NAT8
SMAD4 ZBED5
SMAD4 HDLBP
SMAD4 CTCF
SMAD4 FOXO1
SMAD4 PRKAR1B
SMAD4 OCLN
SMAD4 LEF1
SMAD4 EP300
SMAD4 TGFBRAP1
SMAD4 UHRF2
SMAD4 CTNNB1
SMAD4 ZNF521
SMAD4 ITK
SMAD4 PAPPA2
SMAD4 TDG
SMAD4 EIF2AK4
SMAD4 PIAS2
SMAD4 PIAS3
SMAD4 PIAS1
SMAD4 RRAS2
SMAD4 C16orf57
SMAD4 HOXA9
SMAD4 UBE2L3
SMAD4 ZMYM2
SMAD4 RASL12
SMAD4 EEF1A1
SMAD4 FOXG1
SMAD4 CD59
SMAD4 JUNB
SMAD4 JUND
SMAD4 TH1L
SMAD4 FOXO3
SMAD4 RAB2B
SMAD4 RIPK2
SMAD4 ODZ3
SMAD4 RBL1
SMAD4 FOXO4
SMAD4 SPTBN1
SMAD4 TSSK3
SMAD4 CEBPB
SMAD4 RAB34
SMAD4 TOB1
SMAD4 MYOD1
SMAD4 RTDR1
SMAD4 RAB13
SMAD4 NRAS
SMAD4 ZNF8
SMAD4 RAB38
SMAD4 GLI3
SMAD4 DVL1
SMAD4 STK35
SMAD4 RAC2
SMAD4 AR
SMAD4 SKIL
SMAD4 DACH1
SMAD4 RHEBL1
SMAD4 MEX3B
SMAD4 SASH3
SMAD4 RPL28
SMAD4 SQSTM1
SMAD4 PARD3
SMAD4 RAB25
SMAD4 CSH1
SMAD4 NOTCH4
SMAD4 BTRC
SMAD4 CREBBP
SMAD4 EWSR1
SMAD4 ATF2
SMAD5 U2AF2
SMAD5 ACVR1
SMAD5 WWP1
SMAD5 SF3B1
SMAD5 SMAD1
SMAD5 HOXD13
SMAD5 RBM4
SMAD5 PPIL4
SMAD5 SOX7
SMAD5 SOX5
SMAD5 SMURF2
SMAD5 TOB1
SMAD5 VPS24
SMAD5 RYR2
SMAD5 HOXA13
SMAD5 GDF6
SMAD5 ZNF8
SMAD5 SNRNP70
SMAD5 PNKP
SMAD5 SUV39H1
SMAD5 SUV39H2
SMAD5 BCAT1
SMAD5 MEN1
SMAD5 SFPQ
SMAD5 SNRPA
SMAD5 ZEB2
SMAD5 BMP6
SMAD5 PTPN12
SMAD5 PSMD11
SMAD5 HBG2
SMAD5 MTMR10
SMAD5 MBD1
SMAD5 CXXC5
SMAD5 FLNA
SMAD6 MAP3K7IP1
SMAD6 SMURF1
SMAD6 TGFBR1
SMAD6 STAMBP
SMAD6 TOB1
SMAD6 HOXC8
SMAD6 SMAD7
SMAD6 SMAD1
SMAD6 STRAP
SMAD6 RUNX2
SMAD6 BMPR1B
SMAD6 SMURF2
SMAD6 MAP3K7
SMAD7 ERBB2IP
SMAD7 ACVR1B
SMAD7 STAMBP
SMAD7 TTF2
SMAD7 TGFBR1
SMAD7 TTF1
SMAD7 MAPK14
SMAD7 AKT1
SMAD7 BMPR1B
SMAD7 MAP2K6
SMAD7 SOX7
SMAD7 SOX5
SMAD7 SMURF1
SMAD7 ZBTB11
SMAD7 SMURF2
SMAD7 MYOD1
SMAD7 AXIN1
SMAD7 SOX13
SMAD7 MAP3K7
SMAD7 STRAP
SMAD7 CTNNB1
SMAD7 DVL1
SMAD7 KDM2A
SMAD7 MBD1
SMAD7 ZNF107
SMAD7 XRCC6
SMAD7 TGFBR2
SMAD7 ASH1L
SMAD7 CXXC5
SMAD7 HEYL
SMAD7 EP300
SMAD7 SASH3
SMAD7 YAP1
SMAD7 MAP3K7IP1
SMAD7 MAP2K3
SMAD7 PARD3
SMAD7 HAT1
SMAD7 PIAS1
SMAD7 ZBTB44
SMAD7 PIAS4
SMAD7 STAMBPL1
SMAD1 ERBB2IP
SMAD1 MEN1
SMAD1 HIPK2
SMAD1 GSC
SMAD1 SKIL
SMAD1 ZNF76
SMAD1 LEF1
SMAD1 GMEB1
SMAD1 STUB1
SMAD1 INPP4A
SMAD1 NEUROG1
SMAD1 RFX1
SMAD1 UBA52
SMAD1 TRIP6
SMAD1 ELP3
SMAD1 PAK1
SMAD1 HOXC8
SMAD1 STARD13
SMAD1 RASD2
SMAD1 RAN
SMAD1 RPS27A
SMAD1 KAT2B
SMAD1 RAB6B
SMAD1 MLL2
SMAD1 PUM1
SMAD1 MED6
SMAD1 SMARCE1
SMAD1 ZSCAN4
SMAD1 ARL4D
SMAD1 XPO1
SMAD1 SMURF2
SMAD1 USP45
SMAD1 LEMD3
SMAD1 PLEKHB1
SMAD1 ZNF510
SMAD1 UBXN1
SMAD1 ANKRD27
SMAD1 ECSIT
SMAD1 RHOG
SMAD1 ING2
SMAD1 ZEB2
SMAD1 ZDHHC3
SMAD1 PSMD11
SMAD1 HOXD13
SMAD1 ARHGEF6
SMAD1 UBE2Z
SMAD1 FBXO30
SMAD1 ZNF423
SMAD1 BTBD2
SMAD1 SNIP1
SMAD1 SMAD3
SMAD1 NEDD9
SMAD1 BTG2
SMAD1 HOXA13
SMAD1 MAPK1
SMAD1 FHL5
SMAD1 SNRNP70
SMAD1 NAT9
SMAD1 RAP2A
SMAD1 PSMD1
SMAD1 AKR1B1
SMAD1 EP300
SMAD1 ZNF521
SMAD1 SMURF1
SMAD1 EIF2AK4
SMAD1 PIAS1
SMAD1 PIAS4
SMAD1 PSMB4
SMAD1 ACVR1
SMAD1 RASL12
SMAD1 FOXG1
SMAD1 TTF2
SMAD1 TGFBR1
SMAD1 TTF1
SMAD1 BMPR1A
SMAD1 RAB2B
SMAD1 SOX5
SMAD1 VEPH1
SMAD1 RAB34
SMAD1 TOB1
SMAD1 VPS24
SMAD1 RAB30
SMAD1 GDF6
SMAD1 ZNF8
SMAD1 RAB38
SMAD1 GLI3
SMAD1 MBD1
SMAD1 ICK
SMAD1 TNNT1
SMAD1 C16orf28
SMAD1 RAC2
SMAD1 SUV39H1
SMAD1 SF3B1
SMAD1 PIGQ
SMAD1 AR
SMAD1 RAB3B
SMAD1 AP2A2
SMAD1 RHEBL1
SMAD1 SQSTM1
SMAD1 NOTCH2
SMAD1 HBP1
SMAD1 ZBTB44
SMAD1 EWSR1
SMAD2 TGM2
SMAD2 ERBB2IP
SMAD2 HUWE1
SMAD2 ANK3
SMAD2 ZFYVE9
SMAD2 GSC
SMAD2 DAB2
SMAD2 LEMD3
SMAD2 TRIM62
SMAD2 RARB
SMAD2 EIF3L
SMAD2 ST5
SMAD2 ARHGEF6
SMAD2 LHX9
SMAD2 ANAPC10
SMAD2 STRAP
SMAD2 SNIP1
SMAD2 NUP214
SMAD2 CUL5
SMAD2 MYC
SMAD2 BRCA1
SMAD2 ZNF41
SMAD2 CAMK2A
SMAD2 PAPPA
SMAD2 BAZ1A
SMAD2 FOXH1
SMAD2 UBR5
SMAD2 HIPK2
SMAD2 SNRNP70
SMAD2 LITAF
SMAD2 C22orf46
SMAD2 RUNX2
SMAD2 UBA52
SMAD2 EID2
SMAD2 PSG9
SMAD2 PAK1
SMAD2 RASD2
SMAD2 ACVR1B
SMAD2 NUAK2
SMAD2 RPS27A
SMAD2 KHDRBS1
SMAD2 KAT2B
SMAD2 COPS5
SMAD2 MED6
SMAD2 ARFGAP3
SMAD2 ARL4D
SMAD2 SKI
SMAD2 TNNT1
SMAD2 SMURF2
SMAD2 CDC16
SMAD2 PPM1A
SMAD2 JUN
SMAD2 PLIN3
SMAD2 CTNNB1
SMAD2 AKT1
SMAD2 PSMD11
SMAD2 DCUN1D1
SMAD2 GTF2I
SMAD2 OS9
SMAD2 STAG1
SMAD2 RHOJ
SMAD2 ANAPC2
SMAD2 ZEB1
SMAD2 RHOD
SMAD2 ABTB1
SMAD2 TP53
SMAD2 ESR1
SMAD2 CDC27
SMAD2 DNAJC7
SMAD2 HNF4A
SMAD2 HOXD13
SMAD2 NUP153
SMAD2 RAN
SMAD2 MEF2A
SMAD2 RNF123
SMAD2 CREBBP
SMAD2 BTBD2
