gene bait_usage
TNRC6C 2
SMARCC2 2
TNFAIP8L1 2
CDC5L 2
SNX15 2
NIF3L1 2
IP6K3 2
ZNF165 3
ALG10B 2
GCM2 2
UGT1A7 1
BLM 2
SF3A1 2
PNLIP 2
LIPH 2
ZNF600 2
KIF1B 2
TSPAN3 2
ACVR1 2
PPAN 2
MEF2A 2
SRMS 2
ATP6V1H 2
PLCXD3 2
CEP68 1
LILRB1 2
STMN2 2
USP19 2
SPDYE4 1
MAGED1 2
UNC5C 2
DUSP18 2
CNNM1 2
LHX1 2
TNC 1
ZBTB2 2
PRKAR2A 2
RHOA 2
ZSCAN21 2
ARX 2
SPO11 2
MEF2D 2
PDGFD 2
TESK2 2
TBC1D10A 2
RINT1 2
SSH2 2
INSL3 2
SET 2
AK4 2
FAM53B 2
UBE2Q1 1
STK16 2
EMC9 2
STK35 2
GABRB3 2
SMURF2 2
MCRS1 2
IFT27 2
IGSF1 2
SYPL2 2
KIR2DS2 2
ELP1 2
HROB 2
BFSP1 2
G3BP2 2
RECQL4 2
CATSPER2 1
PRDX2 2
ACYP2 1
DHODH 2
SUPT5H 2
GRIA1 2
NEB 2
MBOAT1 2
IFNE 2
DNAJC28 2
MYC 2
SMARCA5 2
YOD1 2
CMIP 2
TRIM22 2
ANAPC11 2
TAOK3 2
ATP10D 2
MTMR14 2
DCAF1 2
SMIM11 2
RAB40AL 2
DAGLA 2
KHK 2
BRINP3 2
AKIRIN2 2
PROP1 2
YBEY 2
USP33 2
SERF2 2
ZNF491 2
RNPC3 2
WDR25 2
MTTP 2
TMEM121 2
IRF3 2
ZMYND8 2
WDR12 1
WEE1 2
TRAF3IP2 2
AACS 1
PALM 2
LYG2 2
TLE6 2
MPDZ 2
ADGRE5 2
MRPL58 2
PCDHA8 2
PRCC 4
PCLAF 2
ZNF227 2
DNAAF10 2
RHOT1 2
STAR 2
BBLN 1
SLC22A14 2
SEC61B 2
DPYSL2 2
POLDIP2 2
MZT1 2
GABBR2 2
MYH7B 2
CBX1 2
ZNF70 2
DTX4 2
NHP2 2
TIMM10B 2
ODF3B 2
GFI1B 1
CCL16 2
TACR2 1
NAF1 2
LRRC10 2
SLC46A3 2
ADAM12 2
RPS7 2
SPRTN 2
TMEM150A 2
APOL5 1
NUDT16L1 2
ATF7 2
GATD1 2
FANK1 2
WDR5 2
ZNF410 2
GAREM1 2
COQ4 2
P3H1 2
PCDH7 2
FAIM 2
IFNW1 2
ULBP2 2
MNS1 2
FBXO3 2
SOCS5 2
SMYD5 2
PPP2R2D 2
USP48 2
TFF3 2
CLRN3 2
GK2 2
PM20D2 2
TET2 3
RPS8 2
GPR182 2
PDLIM3 1
HSPH1 2
PPAT 2
INCENP 2
RNPS1 3
POTEC 2
KLHL36 2
FBXL8 2
S100A7L2 2
SYT15 2
INTS8 2
TMEM147 2
EXOSC5 2
CNBP 2
VAPB 2
SMR3B 2
MKNK2 2
ZNF23 2
ZNF785 2
NR5A2 2
ZSCAN1 2
EFNA5 2
MRPL27 2
PCDHB7 2
TRIM50 2
NUDT14 2
PEX14 2
NPTX2 2
HOXD4 2
ISCU 2
DCUN1D1 2
WDR54 2
CLDN6 2
ZCCHC17 2
IL17A 2
COMMD5 2
BLCAP 2
PDZK1 2
ZNF200 2
POLM 2
PDK1 2
CARHSP1 2
FERMT2 2
KLHL18 2
APOC3 2
PHF24 2
CSPG5 2
NFKB2 2
RAB36 2
RNF31 2
MCM5 3
MEOX2 2
CCDC198 4
DYNC1I1 2
TBC1D3F 2
GH1 2
ZNF71 2
KDM4A 2
GXYLT1 2
RPN1 2
UCK2 2
SPTBN4 2
INVS 2
BCL2L12 2
TPTE2 2
SGSM2 1
COX5A 2
ICAM1 2
GLRA2 2
TM4SF20 2
HSP90AA1 2
USP22 2
ANAPC1 2
ACP7 2
GRIA3 2
GPSM2 2
ANKZF1 2
CREB3L1 2
AZI2 2
NUS1 2
SMARCE1 2
HOXB13 2
BTBD3 2
MBNL2 2
CNTN4 2
SPRED2 2
CABS1 2
JARID2 2
MYOM3 2
PBDC1 2
CTSB 2
ANKRD1 2
ALG3 2
UNG 2
SYN3 2
CCDC59 2
EID2B 2
MPC1 2
MTERF3 2
FKBP11 2
CSF2RA 2
USP35 2
GABPA 2
APOBEC3D 2
SERF1B 2
EVA1B 2
TSEN2 2
AURKA 2
PIM2 2
NIPAL4 2
TFDP1 2
SULT1C2 2
VAPA 2
SERPINB8 2
ZNF599 2
IL9R 2
LIN54 2
GIMAP1 2
NVL 2
HAS2 2
ZC3HAV1 2
SDHAF1 2
NFKBID 2
MRPL4 2
STXBP3 2
PSMD10 2
KCNE5 2
EGF 2
COL18A1 2
FAM241B 2
PRELID3B 2
KDM8 2
IL17RD 2
LCE4A 2
NFRKB 1
INIP 2
FAM219B 2
STX18 2
PPIL1 2
FKBP1A 4
SNCB 2
SH2D4A 2
LANCL1 2
HERC5 2
GPR179 2
SNX9 2
EPHA3 2
TAS2R10 2
PRPS1 2
LTK 2
MRPS27 2
CTR9 2
DIRAS2 2
MDC1 2
VAT1 2
ZNF628 1
HDAC5 2
TWNK 2
RPA3 2
CAMK1D 2
CSNK2A2 2
AHSP 2
SYMPK 2
RAB39A 2
CD47 2
MB21D2 1
TPH2 2
TNIP1 2
DHRS4L2 2
SEC31A 2
ICOSLG 2
RAB3D 2
CALM1 3
ALX1 2
KIAA0930 2
RASSF6 2
TVP23A 2
FAAP100 1
INSYN2A 2
DDX11 2
THAP7 2
LCE1E 2
HDHD2 2
RASA4 2
CLEC17A 2
TAF10 2
ZSCAN29 2
TP53TG5 2
TRPC6 2
MEAK7 2
DEDD2 1
PLG 2
TARS2 2
ASNS 2
CST7 2
CHRM3 2
TBKBP1 2
SLC34A2 2
TSPAN17 2
OXTR 2
MTA2 2
PRSS23 2
TMEM237 2
SARM1 3
RAB21 2
CEP85 2
RFX1 2
MX1 2
PUS10 2
FNDC5 2
CDH1 2
SPTLC3 1
PSMC3 2
CABP1 2
SNN 2
CES1 2
RFPL2 2
TNK1 2
CDKN2B 2
EMP1 1
NMUR2 2
CBLN4 2
MED24 1
GOLT1A 2
SLC39A2 2
GTF2F1 2
GMEB1 2
SLC25A3 2
RTL10 2
UBE3C 1
SRSF10 4
IER5 2
SPAG16 2
TPM2 2
RUNX3 2
ULK1 2
CNTRL 2
PPP6R1 2
TBX21 1
SFSWAP 2
IRAK2 2
WWP1 2
USP8 2
ZBTB39 2
PACS1 2
SIGLEC12 2
BCL10 2
GTPBP3 2
BARX2 2
DTNBP1 2
HPD 2
KRTAP1-1 2
NAMPT 2
SERPINC1 2
EDNRB 2
KRBOX4 2
C3AR1 2
ADAMTS3 2
BECN1 2
SLC38A7 2
EPM2A 2
CAPN8 2
ZBTB47 2
ZSCAN22 2
SLC6A12 2
MTURN 2
STN1 2
APOA1 2
CDKN2C 2
ATG2B 2
SDCBP 2
CORIN 2
NR1D1 1
CNOT6L 2
PSMC4 3
PFKFB2 2
ODAM 2
HARS2 2
PRUNE1 1
CPM 2
ZNF844 2
PRAF2 2
HSPBAP1 2
ARG2 2
PCED1A 2
SEC23B 2
TDRD5 2
NDUFA2 2
RND1 2
TMEM9B 2
CDH13 2
ERN1 2
PTN 2
CCDC51 2
IFT22 2
EXD2 2
ZNF396 2
KRT2 2
TACO1 2
UBTF 2
MED14 2
FOXN2 2
HBA2 2
SQSTM1 2
CYP2W1 2
HAPLN2 2
NFAM1 2
LUC7L 2
NPBWR2 2
FBXL13 2
PPCDC 2
C16orf54 2
LIMD1 1
UBE2E2 2
NALCN 2
COPS4 2
TFCP2 2
GKAP1 2
NXPH2 2
NR1I2 1
WIZ 2
CDSN 2
AKT1S1 2
HCST 2
MACROH2A1 2
PFDN4 2
CEP95 2
AKR7A3 2
RAB3A 2
GLI1 2
COL6A1 2
NUDT12 2
ALDH4A1 2
NHLRC2 2
NEUROD4 2
TYRP1 2
FLI1 2
HLA-G 2
PARVA 2
RGP1 2
KIF3C 2
RAB1C 2
HPF1 2
TULP3 2
WDR20 2
SOCS1 2
SPINK2 2
BLTP2 2
EMSY 2
IL17RB 2
DKK4 2
TOR1A 2
GARRE1 2
TMEM229B 2
SPDYE2 2
MID1 2
DRAP1 2
UBE2L6 2
TARDBP 4
LYPD3 2
YIPF1 2
YKT6 4
PSTPIP1 2
SEC11A 1
ATG7 2
VRK2 2
TOB2 2
CLEC2A 2
ZNF576 2
PRR20D 2
MAGIX 2
BCR 2
NUAK1 2
VCAN 2
KRTAP9-3 1
MIXL1 2
ETFBKMT 2
CCNJ 2
PAGE3 2
CD209 2
CDK13 6
HOXC9 2
EIF4E2 2
CBFB 2
NANOG 2
BATF3 2
FGF10 2
SLC27A3 2
MMP26 2
DGKQ 2
FGL1 2
TBC1D7-LOC100130357 2
NDOR1 1
PRDX6 2
ZNF775 1
MBIP 2
KCNG4 2
MORN5 2
VAV3 2
NRL 2
SIL1 2
TRAPPC4 2
PPP6C 2
PPP2R3A 2
STOM 2
GJB1 2
GCNT1 2
KLF12 2
MDFI 2
IFI44L 2
ATXN7L3 2
FAM217A 2
MALT1 2
MCL1 2
FRAT1 2
TTC4 2
KLF3 2
CRYBB1 2
BNIP3 2
C8G 2
KLF1 2
CBX8 2
EXO1 2
RC3H2 2
HAUS6 2
HOXD10 2
RFESD 2
GEMIN2 2
SLC12A8 2
RGS1 2
PF4 1
CR1 2
VEGFA 2
FKBP8 2
CTNNBL1 2
CST9L 2
KRT10 2
NTN4 2
SRPRA 2
NFKBIE 2
EPN1 2
FBXO17 2
STK32B 2
KRTAP4-12 2
RFPL4B 2
MTSS2 2
FBXO4 2
MAGEF1 2
PNMA3 2
COL7A1 2
CPT1A 2
TRIM62 2
ZNF69 2
MMP3 2
KLHDC1 2
LSR 2
ZNF250 2
MPZL1 2
TPBG 2
GNG7 2
DCT 2
YWHAZ 2
NKAPD1 2
MED12 2
SEPSECS 2
PDCD2 2
CACNA1I 1
IMPDH1 2
TAB2 2
HSD3B2 2
WHRN 2
ARHGAP10 2
ADGRE2 2
TADA2B 2
PRR4 2
U2SURP 2
HSD11B1 2
ZNF639 2
C2CD6 2
NLRC4 2
AP3M1 2
UBE2T 2
TMPRSS2 2
GNAT2 2
WDR76 2
VILL 2
TRIM55 1
GPR156 2
DYRK1A 2
GRK1 2
COTL1 2
ORAI2 2
GPR107 2
MRE11 2
CISH 2
FAH 2
ZNF256 2
HSD17B8 2
MRTFA 2
MIP 1
KRT34 1
AMFR 2
ANKS1A 2
PPID 3
RAP2B 2
PAAF1 2
HS1BP3 2
KCNA6 2
RNF208 2
SCG5 2
UBL3 2
BCL7B 2
SLC44A3 2
CKLF 2
CD7 2
POLL 4
CLIP4 2
DHX29 2
ENTHD1 2
UBAP2L 2
FKBP1B 2
FOXE1 2
TACC2 2
EFCAB11 2
IQCF3 2
ANGPTL4 2
ANGPTL2 2
SACM1L 2
WIPF1 2
KLK5 2
SMURF1 2
TRIM27 2
NKIRAS2 2
CPN1 2
ASIC2 2
ZNF285 2
GRHPR 2
SEC24D 2
ADGRA3 2
KRT20 2
PXN 2
SPANXN2 2
USO1 2
IKZF3 2
CDC20B 2
CT45A1 2
RPS6KA1 2
RPF1 2
MARCHF9 2
NSMCE2 2
COG3 2
SHISA3 2
WNT5B 2
DENND4A 1
C1QTNF9B 2
QTRT1 2
PSMD12 2
SMPD1 2
AVPR1A 2
GPR84 2
PHF11 2
PHLDB3 2
MS4A7 2
PSMC6 2
SRSF3 2
SEPTIN3 2
TLK1 2
RFTN1 2
CEP83 2
ASXL2 2
SLC25A25 2
MOB4 2
AKAP3 1
DACH1 2
SLC25A12 1
TIRAP 2
PODXL 2
TSLP 2
FBXO32 1
DNM2 2
PARL 2
PCDHB15 2
HNRNPLL 2
CRTAC1 2
AP2A2 2
EIF3K 2
TPST1 2
CTSC 2
GPM6A 2
PAK1 2
ERCC6 2
NUP93 2
ABLIM3 2
PDZD11 2
PHF23 2
E4F1 3
FBXO5 2
MRPL11 2
PLA2G2A 2
DNPH1 2
FBXO28 2
CCL22 2
REX1BD 2
XRN2 2
SERPING1 4
HTR1A 1
GADD45B 2
NQO2 2
PIK3CG 2
ZNF669 2
PIANP 2
GSTA4 2
HTR4 1
SRD5A1 2
SLC25A48 2
GPR55 2
LRP5 2
NCAPH 2
DLD 2
FAM228A 2
MASP2 2
APBB1 2
FA2H 1
WDR37 2
BHLHA9 2
HILPDA 2
PTPDC1 2
GUSB 2
NMRK1 2
NR2C1 2
SLA 2
PIK3C3 2
SEPTIN6 2
HMOX1 2
FASN 2
PA2G4 2
CLDN19 2
LRRC41 2
ERAP1 2
IRS1 2
GOT2 2
VPS26A 2
TPH1 2
PRDM14 2
TMEM86B 2
HBP1 2
CASS4 2
RUVBL2 2
TSPAN14 2
GLI3 2
LINGO2 2
TOMM6 2
TSPYL5 2
ATP5PB 2
IKZF1 2
ANKRD53 2
STMN1 2
CFAP410 2
IGHMBP2 2
LMX1B 2
HIPK1 2
SFXN1 2
UBE2S 2
PCDHAC2 2
PHF8 2
IL7R 2
CCDC34 2
BPTF 2
DCAF12 2
LONRF3 2
BNIP2 2
ECSCR 2
GJC1 2
TTC32 2
NQO1 2
MRPL16 2
CELF5 2
SH3GL2 2
CPVL 2
ANKS4B 2
AGPAT3 2
PRRG4 2
GPR52 2
EPHX2 2
TGS1 2
BBC3 4
NELFB 2
FAIM2 2
TAB3 2
NXF3 2
MRPS15 2
OTUB1 2
CKS2 2
JSRP1 2
NCAPG 2
HBG2 3
FBXL19 2
SPANXB1 2
LCN1 2
S100A4 2
MRM1 2
CDHR2 2
GRK2 2
ATOSA 1
KLHDC4 2
KCNE1 2
TRAPPC5 2
KNTC1 2
MUC2 2
CCL27 2
DYNLL2 2
CHRM5 2
ANXA3 2
CADM3 2
GSTM3 4
STIP1 2
SERPINB5 2
ESR2 2
MYH6 2
CLINT1 2
CDC42SE1 2
RPS3 2
ZNF274 2
FBXW5 2
AMPD2 2
GPR25 1
APC2 2
C1QA 2
CCR10 2
ASPA 2
RAB39B 2
RPLP2 2
TWF2 2
CSNK2B 2
ARMCX5 2
RIPK2 2
PRDM13 2
PEX11G 2
FGF3 2
PRMT8 2
RERE 2
CDC27 2
GPC5 2
NPAS1 2
KLF9 2
LRCH3 2
MAP2K4 2
MRPL47 2
STX7 2
PIFO 2
ADRA1A 2
DCXR 2
TTC7B 2
NKRF 2
ACVR1C 2
FOXF1 2
FAU 2
TFF2 2
GAS2L3 2
HLA-C 2
PAX7 2
DNAAF11 2
QPCT 2
BRINP1 1
TXNRD1 1
ZNF107 2
ERCC4 2
SDS 2
ELOVL1 2
SNIP1 2
FBXO9 2
RARA 2
CATSPERD 2
FBXW2 2
CLCN2 2
PRKRA 2
SP140 2
TBC1D3G 2
SRR 1
PRPSAP1 2
SNAPC5 2
MRPS5 2
LYRM7 2
TBK1 2
RAF1 2
SORT1 2
SPIN1 2
NCALD 1
WFDC13 2
CHURC1 2
MED31 2
MAP3K4 2
TAGLN2 2
GMEB2 2
PRR20E 2
CNTN1 2
TPM3 2
UBE2K 3
IDH1 2
ELP5 1
SERPINE2 2
TTC23 2
TCF19 2
DHCR24 2
ORC2 2
GAB1 2
ZNF556 4
SYF2 2
UCHL1 2
TMEM41B 2
SCN5A 2
VPS45 2
NETO2 2
CLDN4 2
NHLH2 2
RIT2 2
NUDT13 2
SPIC 2
PIGQ 2
RTBDN 2
CDKN3 2
PPP3CA 2
LZTR1 1
NSMAF 2
A4GALT 2
PAG1 2
CAPRIN1 2
TMPRSS11A 2
POC1A 2
DCAF11 2
P2RX4 2
AOC3 2
TRMT9B 2
IL20RB 2
MTMR9 2
SOCS4 2
GRAMD2B 2
SLC5A5 2
ADRA2C 2
ALDH3A2 2
SYNM 2
APLP2 2
ZNF710 2
FAM74A1 2
KRTAP19-7 2
EPN3 2
SCX 2
EIF4A2 2
FOXI2 2
CST1 2
ALPG 2
RGCC 2
RMND5A 2
PTPN7 2
PCDH10 2
SYNE2 2
MBOAT7 2
FADS3 2
TMEM248 2
ADAMTSL4 2
KDM3A 2
FAM162A 2
CBX2 2
UBAP2 2
ARK2N 2
PPFIA3 2
SHANK2 2
L3MBTL1 2
CCNT2 1
STARD3 2
GLYAT 2
PRR5L 2
STPG3 2
ELF5 2
SHARPIN 2
DIS3 2
EIF4E3 2
HGH1 2
RTP5 2
RORC 2
PSAT1 2
C19orf38 2
IL6 2
PPIG 2
GTF2H3 2
MRPS7 2
MALSU1 1
PCDHA3 2
MFSD11 2
METTL25 2
PCCB 2
RASGRP3 2
DOCK2 2
GFM2 1
WBP2 2
ARAF 4
AAMP 4
HMCES 2
TTR 2
SYP 2
S1PR1 2
SLC16A12 2
EDIL3 2
PTGER4 1
GGA3 2
KRT76 2
ZSCAN12 2
HBZ 2
RAB14 2
NECAP2 2
NOCT 2
TNFRSF14 2
TPSG1 2
HS3ST2 2
GSG1 2
GLYCTK 2
EIF3B 2
EXOSC3 2
MEPE 2
TNFRSF11A 2
MAP4K2 2
PRODH 2
NFASC 2
PLEKHB2 2
CCHCR1 2
ZNF625 2
LCORL 2
CDCA3 2
KATNB1 2
PIK3R5 1
THRB 2
NOM1 1
SMG7 2
ZNF17 2
ZCRB1 2
LDB2 2
ZBTB7A 1
TARS1 2
FOXD4L6 2
ACOT11 2
PIAS1 2
PLIN2 2
NOL9 2
WFDC10B 2
CLUAP1 2
RPL21 2
CLEC3A 2
MYH14 2
PSMA4 2
RPL35A 2
LHX3 2
RABGGTB 2
PRSS48 2
FOXJ2 2
PACSIN2 2
ATXN3 2
DSG2 2
PLA2G12A 2
TADA1 2
TAS2R41 2
DDX6 2
SLC4A7 2
ZNF837 2
IKZF5 2
TIMM17B 2
ICAM2 2
STX11 2
KCMF1 2
CHRNA3 2
PTK7 2
DLX3 2
IFNA8 2
LY75 1
PGP 2
L1CAM 2
C1R 2
TDO2 2
SEMA4C 1
BPIFA2 2
ATP6V1A 2
RRP8 2
CD164L2 2
ANG 2
ANXA6 2
SPATA6L 2
PCGF2 2
MRPL21 2
NCAPH2 2
TSPAN7 2
CT55 2
FCF1 2
TMEM30B 2
TLR7 1
CASP3 2
IQGAP2 2
RELL2 2
ZBED4 2
COX5B 2
ST8SIA3 2
BCAM 2
PINX1 2
HOXA1 2
G6PD 2
HSPB8 2
HSD17B2 2
SPART 2
TADA3 2
KIAA0586 1
PBX4 2
TELO2 2
KDELR1 2
ADAM2 2
MAGEB6 2
HGD 2
IL32 3
ADAM11 2
ECI2 2
TYW5 2
ZNF251 2
CYP51A1 2
THSD7A 2
MFHAS1 2
WDCP 2
POU2AF1 2
ABCG1 2
SLC25A35 2
NPC1 2
GNA15 2
HINFP 1
OTOR 2
NPM3 2
LAPTM4A 2
ANKRD50 2
AMT 2
RBM33 2
STK33 2
GRB14 2
SH2D1B 2
GPC1 2
HMGB4 2
SST 1
KIF4A 1
PRR11 2
MAF 2
DKK2 2
IFT80 2
AQP5 2
CPT1B 2
CABP7 2
RTN3 2
ASS1 2
NUP107 2
CALU 3
BRSK2 2
FCRL1 2
IQCB1 2
ADNP 2
ATP1A1 2
EIF3H 3
BORCS8-MEF2B 2
S100A8 2
TTBK1 2
RIBC1 2
TNFSF15 2
HOXA2 2
SOX14 2
MRPL41 2
PTPRC 2
SLAMF8 2
RAB34 2
ISY1 1
GPR6 2
NR1H3 2
PPIL6 2
ANP32A 2
SAPCD2 2
AMBRA1 2
KRTAP19-5 2
FGFR3 2
FAM222A 2
KCNAB3 2
MGME1 2
RGS5 2
LMAN2L 2
C1orf94 2
CXCL5 3
NEUROG3 2
EXD3 2
TKTL2 2
ZBTB8OS 1
TMPRSS5 2
S100A9 2
RALGPS2 2
FLNC 2
ZKSCAN5 2
GPX7 2
SNX4 2
CCDC8 2
CBLC 2
SEZ6L 2
GFRAL 2
RET 4
HABP4 2
ST7 2
SETD9 2
BCKDHB 2
TENT5D 2
FBXO27 2
RNF181 2
PSMG2 2
TNP2 3
DAPK2 2
USP37 2
FLT3LG 2
USP43 2
MRPL50 2
SUV39H2 2
EFCAB2 2
ARMS2 2
ARRDC1-AS1 2
PWWP2A 2
GTF2H5 2
GGH 2
LUZP4 2
JMJD1C 2
CLC 2
FKBP14 2
PFN2 2
HEXIM1 2
KLHL32 5
IGF2BP1 2
CPNE5 2
RAB12 2
KRT6B 2
CLHC1 1
CCL26 2
REPS2 2
ICA1L 2
FPR2 2
SRPX2 2
CRB1 2
CCN3 2
CPNE2 2
LGALS9B 2
TRABD 2
LAMTOR2 2
HAL 2
ZNF544 2
SLC1A2 2
JPH4 2
TRIM9 2
ADAMTS1 2
TMEM176A 2
FAM118A 2
BOD1L1 2
GOLPH3 2
ZC3H11A 2
TMBIM1 1
PCDHB11 2
EMC1 2
OLR1 2
INTS3 2
ABCG8 2
PRIMPOL 2
KRTAP9-8 1
SNRPD1 2
ATP8A1 2
TRAP1 2
WASHC2C 2
ZNF501 2
PSMD9 2
PPP1R13B 2
KCNE3 2
SFR1 1
UBQLN1 2
APH1A 2
F12 2
NBN 2
KRTAP3-2 2
ZC3H7B 2
HOMEZ 2
PRKCB 2
MST1 2
AGFG2 2
PTPN18 2
NSA2 2
MPPE1 2
L1TD1 2
WNT16 2
ARMC6 2
VPS25 2
MED27 1
ARID3A 2
GSTT1 2
EFNA2 2
RBBP7 2
TMEM86A 2
ZSCAN18 2
DDX47 2
CYB5R1 2
NAA15 2
EEPD1 2
C1orf220 2
CCDC117 2
FOXO3 2
KLRD1 2
OR3A1 2
DNAAF1 2
SNX27 2
OS9 2
LIF 2
FGFR4 2
BBS12 2
GPR18 2
GJB4 2
CHAF1A 2
CYP4F22 2
VRTN 2
TM4SF1 2
KIRREL3 2
BARHL2 2
MFSD4A 2
POT1 2
IPP 2
GATA4 2
KTI12 2
ZNF19 2
FAM120B 2
PPP1R21 2
MORC4 2
TEFM 2
PTBP3 2
EDNRA 2
ATP5F1B 2
WFDC10A 2
TNFRSF13B 2
EIF2AK2 2
DBF4B 2
ZNF558 2
DUOXA2 2
VCL 2
SHOC2 2
ACSF2 2
KARS1 2
MRS2 2
FAM3B 2
TRIM24 2
GIPC1 2
WDR88 2
PPP1R13L 2
HCFC1R1 2
HM13 2
HIBCH 2
TJP3 2
NEK10 2
NEO1 2
CD274 2
ATP2B4 2
HADHB 2
B3GNT9 2
POMC 2
DOLPP1 2
GTF2A1L 1
CYP1A1 2
PSMB4 2
TRMT10B 2
SUN1 2
CEBPE 2
PGLYRP1 2
CPLX3 2
CORO2B 2
OGG1 2
RPP30 2
TTYH2 2
RAI2 2
ATN1 2
EIF3D 2
MT2A 2
ARFGAP1 2
CAPNS2 2
AKAP5 2
UBXN4 2
JMY 2
CCS 2
KCTD4 2
MBTD1 2
EXOC6 2
SKA2 2
MAGEA6 2
CDC14B 2
TFRC 2
NRXN1 2
TMEM65 2
RBM10 2
TIMELESS 1
HERC2 2
CHMP6 2
GNG5 1
KRTAP12-3 1
IMMP1L 2
MFSD5 2
NCK1 2
TPI1 2
CCDC28A 1
SNRK 2
UQCC1 2
LCK 3
ANKEF1 2
ARHGAP29 2
SLAIN2 2
ZNF714 2
ZNF829 2
DUS4L 2
MYCL 2
ITSN1 2
RERG 2
CRIPT 1
FCER1A 2
WDFY1 2
FAM3D 2
PNO1 2
PNPT1 2
TRIM47 2
LRFN4 2
SLC39A8 2
SCGB1A1 2
FCRL4 2
XIAP 2
TTPA 2
FANCL 2
RASL10A 2
CD3E 2
ATAD2 2
ASCL3 2
FCN3 2
MANSC1 2
FTL 2
XPNPEP1 2
DRG1 2
BEST3 2
PTPN23 2
SLC27A6 2
MOB2 2
TOMM40 2
PTPN12 2
PPP1R9A 2
INTU 2
PRDM11 2
ADPRS 2
PCDHA4 2
NECAP1 2
SNAP25 2
TOM1L2 2
IMPDH2 2
RPIA 2
SLC22A23 2
CAMK2B 4
MELTF 2
CLDN23 2
CD53 2
CYP2A6 2
IRS2 2
H3-3B 2
GALR1 2
PSEN1 2
TBPL1 2
S100A7A 2
PRKAB2 2
ARID5A 2
CXCR3 2
SMARCD2 2
ATXN2L 2
GDF15 2
TLR5 2
MATCAP1 2
TRRAP 2
ZDHHC21 2
TRMT1L 2
ZIM2 2
TMEM42 2
JAGN1 1
B4GALT7 2
SSR2 2
TF 2
NRN1 2
TM4SF4 2
ARHGAP44 2
OPTN 2
GNPNAT1 2
C5orf22 2
RAB3IL1 2
PRDM5 2
RIOK2 2
RECK 4
WBP4 2
RAB13 2
ECH1 2
C1QTNF3 2
CRY1 2
ATF6B 2
VPS29 2
FGF23 2
BRD3 2
PRKAG3 2
EDAR 1
RER1 2
IL17RA 2
CISD2 2
ZNHIT2 2
PROC 2
ITSN2 4
SLC25A41 2
GDF5 2
NLRP4 2
STEAP1B 2
NPY2R 2
FUZ 4
SMG5 2
RUNX1T1 2
DHX8 4
