gene study_attention
B2RAR2 1
Q5JSD2 5
A6NIV6 1
Q86WI3 2
Q9H669 1
O14556 52
Q9UPY5 9
Q8WU10 1
Q15906 40
Q8TC59 9
A0A024RBH2 1
F2Z2M7 1
Q96HP0 17
B2RBI0 1
Q15021 30
Q3MIR4 84
Q99424 3
Q8WWY7 6
Q96JF0 15
P63272 11
P51124 1
Q8IVH8 13
Q99835 28
Q9ULE0 8
O14975 32
A0A024RBS3 2
P17014 6
Q8WZA2 9
P0CG29 1
Q13442 15
Q8IW90 1
A0A024R8L2 81
A0A0S2Z507 4
Q8N2M8 24
O60318 27
Q8WUD4 22
Q9UPT9 58
Q495N2 1
P28335 118
A2RUH7 9
Q9Y651 1
P35638 42
I3L1H5 1
Q9Y5Q9 46
Q9NXB9 12
Q96MS0 2
Q5H9S7 4
Q8WZ73 6
Q9NP84 5
Q3SYB3 24
Q96I87 2
Q9Y3E5 39
P15311 215
Q9BUT1 11
Q96MC5 20
P48723 14
Q7Z7G2 100
P49761 100
Q6IAW5 4
E9PH98 1
P50542 40
Q9UKE5 190
Q8IYS4 25
P14868 41
Q8TF20 1
O43148 20
E9PNY5 13
E7EQL8 1
O75952 3
G5E9M4 4
Q9Y625 9
Q9BY42 14
B2R673 1
O15072 1
Q8NHB8 1
Q8N6L0 112
Q8WTT0 4
Q8TB72 16
Q9UPZ6 14
O95084 36
Q14773 9
Q8IXZ3 1
Q01638 16
Q6UXB2 17
Q8WUK0 118
P80192 1
Q9HDC5 54
Q8TAF8 122
B2RCT6 1
Q8IZE3 12
Q9UKJ1 2
Q8TDM5 6
Q9BPW4 1
Q16543 366
Q9H1Z8 1
Q99877 2
P20393 11
Q8IYM1 21
Q2NKY6 1
H0YBR0 1
A6NIH7 7
O75882 4
P29120 1
Q9NVA4 1
O60895 2
Q9HC44 46
Q5JXC2 32
P01599 1
Q8IYU8 29
Q96AG4 73
Q8N8D9 2
A6NI79 2
Q6UXT9 13
X5D2Y6 1
Q96I27 6
Q9UHC6 13
Q02779 2
B2R739 1
Q86Y07 40
Q13472 34
Q96BI3 25
Q96G38 1
Q86T24 37
J3QS96 1
Q3LFD5 1
Q96EL1 7
Q9H707 35
P49711 38
Q99418 17
Q8TDC0 62
Q9BTI6 1
Q15768 25
Q86UY6 14
P63098 27
Q9H173 19
Q03252 47
Q04206 179
P05187 43
Q9NSI8 1
Q96IT1 26
A1L4K1 94
Q16853 16
Q8TF64 2
Q5T6U8 1
Q9Y2K6 54
Q96E40 12
Q15493 2
Q96A08 81
W4VSR2 1
Q96ID5 31
Q9Y4L5 20
Q15847 4
O15460 78
Q7Z628 13
Q9H6V3 1
A5D8V7 31
Q68J44 26
Q9UM19 19
Q13887 4
Q562V5 1
Q00889 1
P01857 85
B2RDW1 3
Q13015 12
Q6IAN1 1
Q3LI70 64
P42262 16
Q9UNM6 61
Q5U5X8 7
Q96F24 27
J3KRF5 1
P08708 39
Q6GTX8 3
Q02543 133
J3KR97 1
Q86WK7 12
Q9BRQ4 5
Q9BXR0 16
Q5EFE5 1
Q9ULT6 8
Q9H799 5
Q9NVV2 3
P21754 20
P52434 21
Q8IV45 19
A0JNW5 15
O75323 51
Q9P265 10
Q6ZW61 15
A0A0A0MR69 1
Q9NYF8 72
P38646 152
Q76L83 13
Q9H8X9 12
Q9Y5S8 4
P22392 73
Q9NUJ3 26
Q68CK6 2
Q8N3J9 9
Q6P179 1
O14965 155
Q5VWK5 4
P04183 173
Q8N126 1
Q86WC4 7
P00740 33
Q9ULL4 10
P58557 58
K7ELE9 1
Q9BYH1 4
C9J3G1 1
Q96EZ4 4
Q8TF50 70
P24468 42
Q96LT6 6
Q02750 68
O75072 3
O43247 17
Q9HBU9 3
Q9Y256 3
Q8IWT3 7
A0A0B4J1Z1 2
Q9BV99 8
Q9BV07 1
Q66K41 11
Q86TI0 34
P42898 21
P18089 5
Q96SW2 26
Q8N695 22
Q8ND24 5
P31949 15
P50148 38
Q05D32 15
Q9XRX5 3
Q92633 101
Q9H0H0 20
Q96PT4 2
Q96PZ2 6
Q8IZ09 1
Q06210 12
O95433 44
K7EK07 12
Q9BXJ0 3
F5GX77 1
Q8N3S3 2
P62166 36
G3V1M0 2
Q6UW10 8
Q9NYW4 6
Q7Z353 15
Q9Y2P0 67
Q9NV29 33
P20815 5
Q16740 99
Q5U0F4 2
H3BQ24 1
O15480 2
J3QLS3 1
P58546 26
E9PL57 2
O15442 23
Q9UNI1 16
Q9UIM3 63
Q5TZT0 2
Q9UBB4 37
Q6P6B1 21
Q96HL8 6
P35221 75
O95835 56
Q9C005 73
J3QRP0 3
P23497 34
O15371 68
Q86US8 13
P61158 52
Q8N9A8 2
P57105 27
Q6MZW0 1
Q8IYU2 6
Q15911 33
Q96QD9 45
A0A087WUI6 7
J3QQY0 3
Q86X19 403
Q9NTM9 17
O95071 64
Q9NWU1 9
O14521 5
P36776 60
Q8NB12 43
Q6UWR7 31
Q71F56 22
P41968 2
A4GXA9 2
P13533 29
P54725 66
Q9UQC1 30
O95429 164
Q96M63 9
Q5W0U4 22
Q8N5R6 27
Q8IXQ3 5
O94874 29
Q99426 9
Q9Y2I8 24
P07988 1
B3KX11 1
P63279 158
Q8NHV4 90
Q9Y6H3 36
O43918 35
O43396 12
P05814 11
Q8NEA9 21
Q9Y3T6 2
O14979 59
A0A0S2Z615 3
P30086 24
O94875 45
Q5CZH6 1
Q86U38 42
B7ZLH0 18
Q5JQC9 1
Q15833 13
P78540 5
Q9H425 14
Q99607 1
Q15858 1
P54253 329
Q15696 52
Q96K49 2
Q9UHX1 92
O43464 24
Q9HAB3 6
Q9BUJ2 78
Q53EZ4 108
O43447 26
Q6MZQ0 18
A9UGY9 5
Q86VK4 61
Q96HD1 19
I4ENP2 3
P04732 1
Q14126 33
Q8NCR6 31
Q93074 61
Q9P2R7 41
Q9UNX4 21
Q5JS13 1
Q9UM11 42
P62328 33
Q9NWQ9 53
H0YIS7 2
Q96GJ1 8
Q9H6X5 14
Q86YW9 16
P49759 27
P43490 21
Q49AN0 44
Q9UKZ1 41
O60894 3
Q96EQ8 19
Q96JH7 37
B7ZAQ6 36
P09936 38
H0YN26 1
Q96LW2 8
Q9BSF0 5
O43915 5
Q9BWT1 3
P29803 8
P53801 10
Q92629 7
H0YJE3 1
Q7L2J0 35
Q96T55 12
A4QPB0 3
Q9BXC9 43
P04049 91
Q09161 97
Q14728 5
Q504R6 1
Q96MF7 12
Q9HAY6 2
Q14896 18
Q58FF7 40
P30153 212
E7DVW5 1
Q92979 24
P56377 36
Q15269 30
Q86UU1 2
Q5QPM7 1
G3V3R7 1
Q495B1 2
Q9BXJ4 3
Q9UL15 61
Q92989 18
E9PG19 1
E9PSI1 2
O60565 4
Q9H171 9
Q08209 45
Q96SL8 3
Q86WA0 11
Q8IV13 20
P47712 7
Q9BZE4 82
A0A024RDY0 1
Q8WV19 30
B0YIW2 1
Q9BQB6 27
P06733 82
Q9C0D4 4
P0DMS8 6
O00154 37
P50876 17
Q96LD4 8
P18621 35
Q8WY91 51
Q9HD90 3
Q9NPB8 2
Q2TAL6 56
Q9BYJ4 6
Q9H875 8
P20472 1
Q86YS3 15
Q16322 21
Q86UW6 5
P08582 11
P21359 20
Q8N4L4 2
Q8TCT9 18
Q7Z736 7
Q96EE4 3
Q8NHR7 1
P60409 281
Q01094 36
A5PLN7 1
Q9Y6X8 9
P37268 37
Q9BTL3 49
Q96DM3 7
Q96HX3 2
Q8N5J2 12
Q96RS6 257
Q9NXE4 26
P28698 2
Q6P2H8 1
O76027 4
K7ERC4 3
Q9BV38 31
Q15438 13
P48454 28
J3KS22 1
A0A140VJT8 1
Q96AZ6 10
Q6IA17 2
Q96E93 7
P21731 3
Q86UX2 9
Q8N635 1
A8MUS3 2
P16455 1
O75942 1
Q96CN5 11
Q9BQ65 24
A0A384NQ31 4
Q9BZU1 2
Q13217 5
Q86X45 16
Q9H2T7 1
Q96CP7 13
P52824 2
A0A0S2Z5C1 1
Q9NSC7 1
Q9H2P1 1
B2RMV2 1
Q15080 4
Q96QU6 4
Q69YN2 12
Q9Y4K4 12
O60279 8
P30101 67
Q9BY84 30
B4E386 1
Q9UII4 25
Q8TEX9 41
O00584 2
Q05481 4
Q96JN0 63
Q53GN7 1
Q9BRQ0 5
P20292 8
O75400 113
Q08170 30
P52815 146
P0C7P0 90
Q9NQR3 3
Q9NX18 18
Q96LT7 58
A1A5C7 24
Q8N5T2 9
Q96MH6 8
Q9UKA2 34
Q9Y295 34
P53611 62
Q9Y5A9 24
Q05D08 2
P46098 100
Q8TF32 11
O60488 34
Q96IQ6 1
Q6XE38 26
Q6ZN30 3
Q9Y680 80
Q5W5X9 106
Q9UHV8 13
Q08AM8 8
Q5SSQ6 12
Q86Y82 101
Q9H4L7 18
Q9HCP6 19
Q8NCY6 10
A8K855 6
C9JA69 5
Q58A44 1
Q9UQ35 78
Q8N205 89
P28906 1
Q9NRN5 5
A0A0S2Z4J1 1
P14866 59
P29353 93
J3QRB6 1
P36021 3
Q9HBH1 31
Q96RT7 19
Q92551 16
P10072 1
Q8IZD4 34
Q96DL1 5
Q14656 15
O14640 38
Q8WYN0 14
Q9NPR5 1
Q9UHJ6 6
B3KSH1 6
P11177 48
Q96AJ9 11
P14406 21
V9GYJ9 2
P21918 1
H7BXG1 1
Q01085 57
Q8N414 1
Q15811 52
Q9GZV8 77
O00213 156
Q86XP3 20
Q8N6N6 9
P21462 3
Q8WVI7 1
Q07699 3
Q9BTE1 20
Q96DX7 51
Q4G0G5 1
Q7Z406 31
P55283 2
Q9UPY3 123
M0QZX5 4
Q53FT3 13
P14209 5
A0A0J9YVP6 1
Q96DU7 3
Q12802 15
Q96CB5 1
Q9BUB7 30
Q8N283 1
P32314 10
P49286 134
Q9Y3Q8 52
A0A087WSW0 9
Q8IV36 9
Q86V21 1
Q9Y217 28
Q96L15 1
P10915 2
Q9UHP3 34
P0C0S5 52
P56381 9
P67870 193
Q13625 117
Q15119 14
Q9ULU8 11
Q14494 19
Q8N660 4
Q8TBY0 3
Q96FY5 1
P53602 8
E9PSF2 2
O43826 3
O95218 40
Q99062 1
Q14997 21
P42356 67
Q2M243 6
P32322 37
A8K5M4 1
P41222 13
Q86W24 1
Q9BTT4 76
Q9UF33 3
Q8N7B9 9
P24158 3
Q96JG6 34
A1L3Z9 1
Q15973 49
Q15270 1
Q92917 58
P61586 69
Q96IR1 2
Q8WXH5 12
P13591 21
P55061 85
Q496Y0 12
Q9NPD7 23
Q969M3 45
Q16600 5
Q99986 28
Q7Z5L9 9
Q5T0N5 15
P14859 29
Q99618 31
Q9P215 7
P48065 3
P51157 7
O75783 15
Q13523 48
Q92887 1
B4DR61 1
H0YB92 1
Q2M3V2 1
Q69YU3 1
P35613 107
O43889 166
Q9Y3M9 11
Q99497 110
Q9BVV6 6
Q8IU85 13
P52736 22
Q99619 15
Q71UA4 1
Q99259 11
A0A0S2Z4G9 31
Q8IYK8 2
Q59E91 1
Q8N5N8 1
Q8TE04 1
P54646 134
P35670 11
Q8NBM4 20
Q96A58 1
Q96D37 4
P67809 307
P02771 3
Q2V2M9 1
P46939 49
A0A0D9SF53 1
Q9Y6X6 10
Q5VZ89 13
Q8IYK2 3
Q5U4P2 1
A6NHP3 1
Q8IX90 37
Q96LI5 27
P54709 47
Q6IPR3 26
F8VQ14 1
P07992 23
Q6ZSS3 5
A8K2B9 1
Q59FC6 1
O15145 69
Q9NWB6 19
P61247 110
P78316 20
Q6PI47 5
P09417 11
Q9H972 1
A1L4F5 9
P00367 37
Q6E0U4 11
Q05682 34
Q9BTX7 1
P78504 6
Q8NG66 6
Q99584 12
Q5HYK7 7
Q14330 10
P13196 71
Q9Y3D0 24
Q4VC31 15
Q8WXT5 1
Q8IW35 48
A8KAP3 1
G5E9W6 8
O43914 11
Q96HR3 29
D0PNI1 1
O43414 8
Q9HBI0 35
O60303 5
Q6ZMN7 1
Q9NVC6 41
Q4LEZ3 15
B0UZZ8 85
Q9UN73 5
A6NGR9 1
Q05655 42
Q562R1 159
Q6ZTA4 2
Q9H496 9
Q92952 1
Q99952 8
K7EJF0 1
Q6ZRC1 1
O14939 19
Q9BTK6 15
O43353 56
Q2KHT3 3
Q3YEC7 29
Q00796 12
P06396 55
O00453 2
Q9Y328 16
O60716 49
Q9UL16 2
Q9NQV6 14
Q9NYR9 12
Q96JB8 1
O43347 9
Q2NKQ1 3
Q9H172 8
P68431 463
Q9Y6K5 41
P01258 3
O95644 58
Q5JST6 103
Q96KY9 23
Q9NR64 10
Q9H492 391
Q13637 27
Q9BTA9 24
Q9BZR8 116
O00161 40
Q96P65 2
Q16644 24
Q9HBY8 14
Q9HCE5 335
P33897 17
O95989 38
B2RUY7 25
P20020 30
Q8WVS4 17
B2R4U6 1
Q95J06 3
Q9NXG2 10
Q96JB5 45
Q9NP92 72
B3KU91 1
Q9P2E3 24
A4PIW0 9
P52179 16
A0A0B4J1V8 1
Q15061 15
Q6PJR7 1
Q96B42 2
Q9Y458 11
Q9HCS2 6
Q9HAW7 9
P0C7P4 1
Q52M93 3
Q96DT0 3
P23327 5
Q9UBB9 258
Q96G25 39
Q6IB29 1
Q9UJZ1 48
P42566 69
Q8N6W0 31
Q9P243 2
O43187 30
P62263 139
P54760 27
Q99704 11
P46094 1
B7Z8Y3 1
P01160 39
Q9BTY2 28
Q9UN30 23
Q9HCN4 19
Q8WVT3 21
Q9H422 20
Q6V0K8 1
Q9P2K1 36
P21980 34
Q6GMX4 1
Q8TAB5 73
Q53FC7 57
A0A140VK41 1
P30038 6
H7C0N4 7
P11234 17
P82987 13
Q5T9G4 7
Q17RS7 2
O15294 88
Q8NBB2 1
P60174 32
P52198 1
Q4KMQ1 24
P35625 20
P19883 15
P50895 27
Q53HY9 6
Q6P9G4 10
Q5TA76 59
Q8IZ53 1
Q8NE71 27
O60481 3
A2A2V5 13
P57057 4
Q6NZ44 5
Q9NUL7 22
Q9Y239 23
P35610 161
B3KME2 1
Q0ZGT2 38
O60381 10
P00749 6
P47736 8
P15509 2
Q13224 6
Q15198 24
Q6XE24 5
A0A0S2Z5J4 1
Q96DX4 41
A0JLT2 129
O95391 30
Q8N8R5 7
P13612 28
Q8TF63 3
P0C7H8 9
Q96QH2 17
Q8TCJ2 23
A0A0G2JHK4 1
Q4VC15 1
A8CG34 10
Q96S66 25
Q8N157 36
Q14693 4
Q9BUW7 15
Q9UNA4 14
Q16553 4
Q86WU2 36
Q58FG1 35
Q86Y25 16
A0A024R718 1
Q86T23 5
Q9GZN8 5
P61019 69
P00568 19
P14410 1
Q96LA5 6
P84996 5
Q08J23 47
P00973 11
Q8N3Z6 24
Q03164 49
O95377 38
Q8NEL9 5
Q5XUX0 20
E1B2J3 1
Q8IZI9 2
Q9UJD7 1
Q9BXT8 3
Q14691 6
Q5EFE6 1
A0A024RDJ1 1
P28827 2
O60519 4
Q86Z20 66
Q8N4W5 1
P01730 16
Q5TCM9 64
Q14565 21
Q9HCH0 20
Q8TD57 2
Q96J77 9
Q9Y6N1 10
P29460 5
Q7L1W4 5
P62847 46
P30679 12
Q9HB40 3
P59045 1
B3KWQ7 1
P42680 11
Q6IQ23 612
Q14432 10
Q9Y5U8 4
Q5JPB4 1
O15516 12
O00624 51
P04114 30
Q5JS98 9
Q9ULD6 43
P35443 1
O43324 29
A4D1W7 3
Q86YT9 2
Q9UMS6 4
Q9H2G9 115
P58335 6
Q7Z2W7 5
Q71RG4 28
Q53G47 2
P04040 75
P07550 86
Q9H6Q3 5
Q9BTU6 17
Q9H3V2 1
Q8ND04 24
Q9Y2D4 15
P84090 47
Q9Y468 86
P02745 11
P06737 16
J3KT76 1
Q96G61 3
Q6ZPD8 43
Q86XR2 2
Q8N508 8
B7Z4V2 2
Q9BT43 25
Q9UKL0 33
P29274 17
Q9BQ31 33
Q9UHN1 14
Q9UBT2 19
A1L157 11
O14791 2
E9PHY5 2
O15520 6
Q03001 62
Q9BYG0 1
Q9NRG7 5
O75293 19
Q8TCE6 22
Q7RTT5 6
Q9H013 17
Q5VVJ2 4
Q96ST2 18
Q6ZVD7 8
P58658 27
Q6PIL6 18
P13569 628
Q8N7C3 59
Q7RTN6 6
E9PB61 7
Q8WVK7 12
Q9Y2B0 17
P18074 24
Q9HC38 7
Q9UBS5 16
A0A0S2Z4M5 2
B5BUC0 1
O14558 8
Q86SQ6 1
P78426 1
P35520 17
P05154 13
P18846 24
P58549 2
Q53XK0 4
O75348 26
Q7Z6G8 15
A0A0S2Z6M9 2
O60831 45
Q13190 80
Q6P474 4
B4E0Y9 1
Q96BV0 19
Q8NE63 25
A8K4M5 1
A0A4W8VYG7 1
P10515 30
Q6RFH5 16
P57058 5
P14649 18
Q9H063 12
Q6PIJ6 11
B4DQY1 1
P07237 102
Q7Z4W3 17
Q8WXG9 20
Q76LA1 1
Q8N8M0 6
Q8IV48 6
Q9H1Q7 9
A6NIM6 2
Q8N954 17
P29474 35
O43303 52
Q4U2R6 20
Q15599 44
Q9BZL6 39
P20036 64
Q9Y2Q1 1
P05111 5
P01597 1
Q86V24 5
Q6UY11 28
P49842 7
Q9P0W2 31
Q9NS71 20
Q6Y2X3 4
P17735 7
Q8N5C8 11
Q86UE4 28
P08172 14
Q13794 10
Q86VF2 41
Q13426 30
Q86XF7 24
P63000 111
Q96BA2 2
Q9Y5G5 1
Q6UXG3 6
Q9NRJ4 6
Q05519 32
Q9UKU7 14
Q9BSL1 70
Q5TC84 1
A0A0D9SGE8 1
A8K660 3
Q15477 17
Q9P2T0 2
P13521 7
P41181 38
Q9Y2W7 14
Q14213 7
P51797 2
Q8N6M0 8
Q8TE01 1
Q8IZ57 7
Q8NFR9 10
Q16698 25
O75382 23
Q9BPU9 71
Q9H2A9 25
O75526 22
Q7Z591 2
P98161 6
O14795 5
P0DN84 45
O15146 10
Q96D59 5
P30085 14
O43665 4
P17643 3
Q9NRX6 31
Q03014 23
B4DZF2 1
Q9GZV5 40
Q13237 3
P10746 6
Q12824 183
O76039 14
P20853 2
A2ABH1 4
Q8N8L6 24
Q8NI36 30
Q92598 51
Q5TF85 14
P18545 3
P62875 39
Q4U2R8 19
B0QY01 2
H7C5G9 2
Q9BYC9 37
Q8TAX7 20
A8K9U6 2
P01236 4
A1L3X0 11
Q8N8I0 1
Q8N998 15
P26441 20
P0DPF6 3
A6NFY4 1
A8K4A8 1
Q96AC1 31
Q99798 7
H0YNH1 1
Q9Y222 1
O95251 37
Q70J99 1
Q9H2M2 1
Q9NRI5 656
P21817 11
P78508 10
B4DSH1 1
P60033 108
Q9NWS9 67
Q8NFL0 1
O75069 17
P15884 261
Q9P1Z0 16
Q9UN67 4
Q08999 29
Q5MJ10 46
O00165 107
O94966 51
P05060 37
P46779 108
Q6PD62 93
O43763 2
Q96IS3 1
Q6SJ93 7
Q32P51 19
Q14397 1
Q9BRC7 2
A0A0C4DFT8 8
O60341 296
P05091 39
Q9P013 20
Q2TAY7 26
P22760 1
Q8TC24 1
Q9GZY8 115
Q8N1D0 5
Q8TEQ8 10
Q2M3G0 2
Q9H7Z7 21
Q86YN6 3
Q16094 1
P01614 6
Q3T8J9 8
Q96SZ6 18
Q96CW9 4
P30281 32
Q5QNY5 1
H0YD11 1
Q8N474 6
Q8NE00 3
P17482 67
Q8IYV2 1
Q9UPM8 16
P19484 21
Q96PX8 1
P28676 26
Q8IVL0 3
Q6ZS92 1
P55072 127
Q96LM8 1
P16615 59
Q7RTY3 2
P11926 17
E5KS60 4
P51693 45
Q96LS8 8
E7EMZ9 2
Q15526 8
P51553 8
P17600 24
Q9UBE0 27
A6NLU0 3
Q9NWH2 36
Q96LT9 12
Q9HBM1 30
Q9BU20 5
Q9HB19 20
P17097 7
Q8TAC2 18
Q8IXV7 3
Q86X76 53
P53675 61
Q92565 21
Q96CT7 22
Q5TEA3 2
Q9HBF4 11
Q9NWS1 1
P04004 60
A0A0C4DGQ3 1
Q9H9L4 17
A0A0S2Z551 1
Q9UID3 30
Q9NX38 9
P00751 11
Q8WWM7 30
P22676 4
Q9BQL6 9
Q9BZZ5 18
Q86TI2 24
Q8N1F7 59
P06744 13
P37287 22
Q9BUX1 1
J3QSV6 1
P06132 12
Q58DX5 12
O15151 40
Q24JQ0 1
P78545 32
Q8WVJ9 9
Q8NFY4 1
P16389 3
Q14511 46
Q9UKY4 16
Q15361 22
F5H3M2 3
Q96T66 4
Q6UXK5 4
A6NJZ7 1
Q86W34 10
M0QYS1 1
Q9NQ66 12
P57054 19
Q9H3Y6 3
O75564 40
O43610 27
Q8TCT7 98
P0DPH8 47
Q8N434 2
P56470 16
Q8N5P1 18
Q9ULE4 1
Q14165 18
Q7L622 4
Q6PID6 17
Q5TID7 1
V9HWD0 2
Q567U6 32
A0A024R9Y7 1
Q2KJY2 12
Q8WVM0 16
Q9NS68 48
B7Z9C6 1
Q8N4S9 14
P13584 2
Q9BWS9 1
O60663 20
Q6IF63 1
Q9H773 19
Q7RTX9 2
Q13349 1
Q86Z14 2
Q6NVH9 4
O15066 11
Q9ULD0 7
O95947 27
Q9UL59 12
Q92519 20
Q9NPV4 3
Q9BVN2 96
A0A024R687 1
Q8TE77 17
Q00532 13
Q9NX01 13
Q9BTE0 14
P40692 166
O95259 5
P04003 5
Q9BY27 21
O75023 1
P33316 19
Q2TAC2 150
Q8N612 5
P08603 14
Q9P0Z9 8
Q86YW0 6
P17041 11
P46821 49
Q9UJT2 28
Q99643 8
Q9Y3R4 21
Q5VYX0 13
Q9Y5X2 21
Q5QT33 3
Q5JPH6 4
Q08AE8 13
Q13057 19
P14151 1
P49321 39
O15111 59
Q9P0L2 20
Q03395 5
Q7Z5N4 4
Q08AN1 2
O75969 5
P06280 5
Q8TDM0 13
Q6ZSG1 12
Q86W26 1
Q7Z3N6 1
A6QL63 1
E7EPJ1 2
F1D8P7 4
Q13882 31
P30154 79
Q96DC9 26
Q9NQA3 3
Q93000 14
Q8N1L4 1
Q6U841 3
Q5T2S8 1
Q16890 15
H0UI80 1
Q69YL0 6
P21854 18
Q03468 16
Q9H6W3 10
Q9C0B1 34
Q5H9F3 16
A0PJX0 8
Q9NSC5 101
Q96PY5 7
Q9Y426 5
P13535 9
Q96E17 6
A0A087WUT6 1
O94880 18
Q00973 5
O95050 2
O95817 126
Q9UJV3 249
A0A140VJZ1 1
Q6ZRI8 12
P61026 39
Q5MK14 1
Q9Y3C8 8
Q96GQ7 47
Q95460 15
Q8IZT6 79
Q53H96 17
Q8WUD6 33
Q6IQ32 5
Q9NZC2 6
Q6UXA7 5
Q6ZNA1 1
A0A0S2Z4E5 2
Q07866 62
P46937 94
Q8N423 18
C9J6B4 1
E9PN18 1
Q9UPN6 15
Q8NI35 55
X5D7T5 9
O43280 1
Q8TCC3 21
P19838 299
P59991 122
Q6PF06 31
Q02127 4
Q9NUW8 6
Q7Z7K2 4
B4DZH6 1
Q8WVK1 1
Q8N365 6
P42568 44
Q9NNZ3 2
Q16221 2
P10155 11
Q96IX5 37
P25325 6
Q969S2 9
Q9UK45 20
E7EPT8 2
Q9BSA4 6
P02790 9
Q9H7P9 3
Q5JW85 2
P78352 28
P15976 53
Q59FP7 4
Q86SR1 1
P78348 11
O95573 35
B3KN28 1
Q9NPQ8 34
Q9Y5U9 50
Q9UGN5 34
Q5TF58 2
O95340 6
Q15391 1
Q08E77 9
Q9BYE2 1
P22352 1
Q08AK7 1
Q9BTZ2 41
P25391 21
Q08380 111
Q99856 27
Q86WV6 72
P17030 3
Q8NCU4 2
H0YAE2 1
Q9UEY8 31
A6NGQ2 9
P21506 4
Q01629 2
Q9BYR3 62
B2R4I8 1
P48201 8
Q6L8H4 10
Q8IVE3 2
Q9UJS0 58
Q8N782 2
Q6UXI7 2
Q9BRL4 3
Q6ZNJ8 1
Q6UXB8 6
A8K251 5
Q9Y6W8 12
Q5JW30 1
Q5JU85 4
Q9UI38 18
O15063 11
Q9BRR6 28
Q6P531 9
Q5EBL4 10
Q9Y5Q6 53
O75971 37
Q8NHS9 8
O14559 3
Q96L21 8
P51398 71
Q96JF6 2
F8W8I6 5
Q9BX59 12
Q4KMQ2 27
Q9BWM5 6
P06850 10
Q96B02 71
P43405 31
A0A087WZY1 8
O75911 5
Q5VT25 25
Q9UBC3 30
Q96PH6 1
Q9P1J3 1
Q99538 11
O95302 15
Q92619 14
Q9P2L0 19
B2RCM2 1
Q7Z726 1
Q86VE0 38
Q9UMY1 14
Q8N339 6
Q7Z2T5 31
Q8IXS2 5
P62324 8
Q16653 4
Q13422 130
B2RXH8 11
A0A024R7M6 1
Q9H4A4 1
Q92673 51
Q13099 54
P10912 15
Q8TDN4 7
V9HW89 3
Q03169 4
Q9BYN7 12
Q6ZSC3 3
Q96TC7 40
Q8IXH6 1
Q9UKP5 1
Q9P2K5 36
Q9C0F3 13
O75553 50
Q5T5X7 21
Q9H6S0 37
Q8NCH0 5
P23511 34
O00526 32
P08588 10
P53567 13
P21815 2
Q9BQA5 6
B4DRT3 1
B4DRS6 1
A6NJB7 8
Q96G79 25
C9JVY5 2
Q7L4I2 26
Q6UXU4 2
Q7Z4H9 2
Q8IXS7 2
Q96M53 1
Q9Y3E2 32
Q8N2A0 1
Q96BR1 5
Q9Y3C0 96
Q6URK8 1
P22304 29
V9HWE1 1
O95139 19
Q86TX2 14
P03950 123
Q14315 69
P51679 31
P61619 31
Q16534 7
Q969W0 8
Q96C28 45
Q5SWH9 3
Q96DN2 60
Q9UPW5 15
Q92617 1
O00258 35
Q9NPY3 12
Q92466 45
Q8N112 19
Q9HBL6 1
Q9BX70 37
Q6ZVL6 2
O00206 25
Q9NSC2 13
Q9NYK1 7
Q92570 38
P19087 7
Q9NWY4 4
O15130 1
Q9Y2Y1 12
I1SRC5 1
Q16557 9
Q9Y696 9
Q96MF2 43
O43172 88
P31249 4
V9HWC7 1
A1L4G7 3
P48751 2
Q8NDW4 2
Q9Y5T4 5
Q5T1J5 8
Q8NFD5 32
A6NEC2 2
Q8IYM9 6
H7C417 1
Q5SWW7 55
O15160 154
Q96G21 15
P50591 14
F8VYN9 1
Q9NUU6 10
Q99954 6
Q5VV43 4
Q6ZU52 28
Q7Z429 8
Q8TF62 1
P82930 78
Q92874 11
K7ELE3 1
D0VY79 2
Q7Z5L4 5
P49748 28
O00358 78
Q9Y2P4 10
Q9H0P0 45
Q9Y2R0 43
A0A0S2Z4M0 2
Q8TEM1 24
Q9NQ34 26
Q6NUP7 2
P78396 45
Q7Z4L5 13
Q9H161 5
C9JYM0 1
Q8IZ96 1
Q96FX8 2
Q8TCT6 16
Q9HCM1 5
Q2M3R5 6
Q9NP86 35
P34130 5
Q5VT79 2
P23416 17
P17040 54
Q6UX98 17
Q8N4Q0 8
P15374 11
Q96GN5 70
H7C559 1
D6R938 1
I6L9F6 19
G5E975 1
Q9BU08 1
Q969T4 81
P07101 20
P01903 22
Q14679 5
Q8N8J7 20
A8MXD5 9
Q6ZMW3 2
A0A024R0M6 1
Q9UKR3 1
O95758 280
A0A140VK27 1
Q9Y2K5 28
Q8IZ26 3
G3V439 1
Q15773 110
Q8N8K9 16
Q9BY66 2
Q9BYE7 59
P28340 48
Q99983 4
A7MCY6 14
B4DZZ1 1
P24298 2
Q9Y6X5 10
Q15485 5
Q9NZU7 4
P51813 19
A6NMQ1 1
Q14155 42
O75167 16
Q9H093 16
A4FU77 2
Q96CJ1 23
Q01469 17
Q8IXM6 60
Q9Y2A4 1
F8VP00 1
P31260 10
Q8NB91 13
Q8TDQ7 6
Q9NZU1 17
Q86XE3 2
O43166 30
Q8IZK2 2
Q17R89 12
Q7Z444 2
Q8IYD1 31
Q9H9J4 27
O94766 20
O75326 19
O75626 11
Q9Y6C2 60
V9HW44 1
Q7Z5P4 117
O15078 111
Q8N3A8 5
P17516 3
