gene_or_protein,study_bias_score
P00846,1
P00915,2
P00918,2
P00966,4
P00973,4
P01008,2
P01009,3
P01011,1
P01019,2
P01023,3
P01024,13
P01031,3
P01033,3
P01036,1
P01037,3
P01040,1
P01042,3
P01100,15
P01106,33
P01111,6
P01112,22
P01116,8
P01127,2
P01130,6
P01133,8
P01135,4
P01137,11
P01138,1
P01148,1
P01160,4
P01178,3
P01185,2
P01189,2
P01210,1
P01213,1
P01215,1
P01222,2
P01225,1
P01229,2
P01236,4
P01241,2
P01242,1
P01258,1
P01270,1
P01282,4
P01298,1
P01308,3
P01344,6
P01350,2
P01374,4
P01375,15
P01562,1
P01563,2
P01566,1
P01568,1
P01569,1
P01570,2
P01574,3
P01579,1
P01583,5
P01584,1
P01588,2
P01589,2
P01730,4
P01848,1
P01857,1
P01871,3
P01876,1
P01889,7
P01892,4
P01903,2
P01909,4
P01911,1
P01920,2
P02008,3
P02042,3
P02100,1
P02144,1
P02452,3
P02458,3
P02461,2
P02462,1
P02489,7
P02511,10
P02533,1
P02538,6
P02545,25
P02549,3
P02647,8
P02649,13
P02652,3
P02654,1
P02656,1
P02671,2
P02675,1
P02679,3
P02686,3
P02689,1
P02724,5
P02730,4
P02741,15
P02743,3
P02745,4
P02746,4
P02747,3
P02748,1
P02749,6
P02750,2
P02751,19
P02753,2
P02760,1
P02763,1
P02765,2
P02766,9
P02768,5
P02774,2
P02775,1
P02776,1
P02778,1
P02786,9
P02787,2
P02790,1
P02792,7
P02794,8
P02795,3
P02808,1
P02814,3
P03372,68
P03886,1
P03897,1
P03950,5
P03951,1
P03952,2
P03973,2
P04003,2
P04004,7
P04035,2
P04040,3
P04049,41
P04053,2
P04062,2
P04066,2
P04070,3
P04075,7
P04083,5
P04085,1
P04114,4
P04141,2
P04150,13
P04155,3
P04156,12
P04179,4
P04181,1
P04183,3
P04196,1
P04198,10
P04201,2
P04217,1
P04233,6
P04234,2
P04259,2
P04264,2
P04271,9
P04275,6
P04278,1
P04279,3
P04350,3
P04406,12
P04424,2
P04439,4
P04440,3
P04554,1
P04626,36
P04628,2
P04629,9
P04632,2
P04637,175
P04731,2
P04732,1
P04792,12
P04798,3
P04808,1
P04839,1
P04843,4
P04844,2
P04899,8
P04908,1
P04920,1
P04921,1
P05000,1
P05013,1
P05014,2
P05019,2
P05023,2
P05026,4
P05060,3
P05067,74
P050670,1
P05089,2
P05090,5
P05091,3
P05106,12
P05107,11
P05108,1
P05109,4
P05111,3
P05113,1
P05114,1
P05120,1
P05121,4
P05129,5
P05141,1
P05154,3
P05155,2
P05156,1
P05160,1
P05161,3
P05162,4
P05164,3
P05165,2
P05166,2
P05177,2
P05181,1
P05186,2
P05187,3
P05198,3
P05204,3
P05230,4
P05231,2
P05305,2
P05362,5
P05386,1
P05387,1
P05388,2
P05408,5
P05412,17
P05413,3
P05423,3
P05452,1
P05496,2
P05538,1
P05543,1
P05546,1
P05549,9
P05556,21
P05771,8
P05783,8
P05787,8
P05813,3
P05814,2
P05937,2
P06028,4
P06127,1
P06132,3
P06213,22
P06239,28
P06241,41
P06276,2
P06280,1
P06307,2
P06340,1
P06396,5
P06400,44
P06401,7
P06454,4
P06493,18
P06576,2
P06681,3
P06702,7
P06703,3
P06727,2
P06729,6
P06730,21
P06731,2
P06732,2
P06733,2
P06737,3
P06746,6
P06748,22
P06753,7
P06756,5
P06850,4
P06858,2
P06865,2
P06899,2
P07093,2
P07098,2
P07099,1
P07101,2
P07108,2
P07148,2
P07195,5
P07196,4
P07197,3
P07204,2
P07205,1
P07237,5
P07288,1
P07305,4
P07306,3
P07307,3
P07315,4
P07332,7
P07333,2
P07339,2
P07355,12
P07357,1
P07360,2
P07384,3
P07437,7
P07438,1
P07451,1
P07477,1
P07478,1
P07492,1
P07498,3
P07510,4
P07550,13
P07585,3
P07602,4
P07686,2
P07711,3
P07737,3
P07738,1
P07766,4
P07814,3
P07858,4
P07900,14
P07902,4
P07910,8
P07919,3
P07942,1
P07947,18
P07948,20
P07949,10
P07951,1
P07954,1
P07988,1
P07992,6
P07996,3
P07998,3
P08034,1
P08047,24
P08048,2
P08069,18
P08100,2
P08107,9
P08118,1
P08123,4
P08133,3
P08134,3
P08138,7
P08151,8
P08172,2
P08173,2
P08174,2
P08183,2
P08185,1
P08195,1
P08218,2
P08235,1
P08236,1
P08237,1
P08238,15
P08240,2
P08243,2
P08246,1
P08247,1
P08253,5
P08254,2
P08263,1
P08294,2
P08311,4
P08397,2
P08473,3
P08514,6
P08519,1
P08559,1
P08567,2
P08571,2
P08574,2
P08575,3
P08579,4
P08581,17
P08582,2
P08588,5
P08590,1
P08603,17
P08620,1
P08621,6
P08631,22
P08637,1
P08648,7
P08651,5
P08670,15
P08684,2
P08709,1
P08727,4
P08729,2
P08754,3
P08758,3
P08833,1
P08842,2
P08865,2
P08887,5
P08908,1
P08912,2
P08913,2
P08949,3
P08962,5
P08F94,1
P09012,9
P09016,1
P09017,2
P09038,6
P09067,3
P09086,1
P09093,3
P09104,2
P09105,1
P09110,2
P09172,2
P09210,4
P09211,5
P09228,2
P09234,3
P09237,1
P09238,1
P09326,1
P09327,2
P09341,2
P09382,3
P09417,1
P09429,12
P09430,2
P09455,1
P09466,4
P09467,7
P09471,1
P09486,3
P09488,2
P09493,4
P094930,2
P09496,3
P09497,2
P09525,2
P09543,2
P09544,2
P09564,1
P09565,1
P09601,3
P09603,3
P09619,18
P09622,2
P09629,2
P09651,6
P09661,4
P09669,2
P09681,3
P09758,2
P09769,5
P09871,4
P09874,19
P09884,1
P09913,2
P09914,3
P09917,5
P09923,2
P09936,5
P09958,1
P09960,1
P09972,1
P0C0E4,1
P0C0L4,1
P0C0L5,1
P0C0S5,3
P0C0S8,2
P0C1Z6,3
P0C263,1
P0C264,1
P0C5Z0,1
P0C7M6,1
P0C7P0,1
P0C7Q2,2
P0C7T5,2
P0C7W6,1
P0C862,3
P0C870,3
P0CAP1,1
P0CAP2,4
P0CB47,1
P0CE72,1
P0CG20,1
P0CG24,1
P0CG30,1
P0CG47,11
P0CG48,42
P0CI01,1
P0CI25,3
P0CI26,1
P0CL82,1
P0CW01,1
P0CW20,2
P0CW24,3
P0DI81,4
P0DJD3,5
P0DJD7,1
P0DJI9,1
P0DJJ0,1
P0DML2,3
P0DML3,1
P0DMM9,1
P0DMU9,1
P0DMV8,4
P0DN37,1
P0DN84,1
P0DN86,2
P0DP23,2
P0DP57,1
P0DP58,2
P0DPA2,1
P0DPB3,2
P0DPB6,1
P0DPD6,2
P0DPF6,1
P0DPH9,1
P0DPK4,1
P10070,2
P10071,4
P10073,3
P10074,4
P10092,1
P10114,3
P10124,6
P10144,1
P10145,2
P10147,1
P10153,2
P10176,2
P10242,7
P10243,1
P10244,2
P10253,1
P10275,43
P10276,28
P10301,2
P10321,10
P10323,1
P10398,11
P10412,3
P10415,31
P10451,5
P10515,2
P10586,2
P10588,2
P10589,1
P10599,8
P10600,1
P10606,3
P10620,1
P10632,2
P10636,26
P10644,12
P10645,1
P10646,1
P10696,1
P10720,1
P10721,2
P10746,1
P10747,2
P10767,1
P10768,2
P10809,9
P10826,3
P10827,8
P10828,4
P10909,7
P10911,2
P10912,4
P10914,4
P10916,4
P11021,13
P11049,3
P11086,1
P11137,1
P11142,15
P11150,1
P11161,1
P11166,2
P11168,1
P11169,3
P11171,4
P11172,2
P11177,1
P11215,3
P11216,2
P11217,1
P11226,13
P11229,2
P11230,2
P11233,4
P11234,5
P11245,3
P11274,5
P11279,3
P11308,6
P11309,10
P11362,13
P113624,1
P11387,5
P11388,4
P11413,3
P11441,4
P11464,3
P11473,11
P11474,4
P11487,1
P11488,1
P11498,1
P11509,1
P11511,1
P11532,6
P11678,1
P11684,4
P11686,5
P11712,1
P11717,5
P11766,1
P11801,2
P11802,33
P11831,5
P11836,3
P11908,4
P11912,3
P11926,4
P11940,19
P12004,18
P12018,1
P12035,1
P12036,2
P12104,2
P12109,2
P12235,1
P12236,4
P12268,4
P12270,2
P12271,1
P12277,1
P12314,4
P12318,3
P12319,1
P12429,1
P12524,1
P12532,1
P12544,1
P12643,6
P12644,5
P12645,1
P12724,1
P12755,6
P12757,1
P12814,5
P12830,17
P12872,1
P12882,2
P12883,4
P12931,57
P12956,16
P13010,11
P13051,2
P13056,1
P13073,3
P13196,2
P13232,1
P13236,3
P13284,3
P13385,2
P13473,2
P13489,5
P13497,3
P13498,4
P13500,3
P13501,2
P13521,1
P13533,1
P13569,23
P13584,1
P13591,1
P13598,1
P13612,6
P13631,4
P13637,1
P13645,1
P13646,2
P13647,4
P13667,5
P13671,2
P13682,3
P13686,2
P13688,3
P13693,10
P13725,1
P13726,5
P13727,2
P13747,1
P13796,2
P13797,2
P13798,3
P13804,1
P13805,3
P13807,3
P13861,5
P13928,1
P13929,2
P13942,1
P13984,4
P13987,2
P13994,4
P13995,4
P14060,1
P14091,2
P14136,6
P14174,7
P14209,1
P14210,2
P14222,3
P14314,2
P14316,4
P14317,4
P14324,2
P14373,10
P14384,1
P14406,2
P14415,1
P14416,6
P14550,1
P14555,4
P14598,12
P14616,3
P14618,5
P14621,1
P14625,3
P14635,9
P14649,2
P14652,1
P14672,3
P14678,9
P14679,2
P14770,4
P14778,4
P14780,2
P14784,4
P14854,2
P14859,4
P14866,2
P14868,3
P14920,1
P14921,12
P14923,4
P14927,5
P15018,1
P15036,5
P15056,22
P15090,3
P15104,5
P15121,3
P15151,6
P15153,5
P15169,1
P15170,2
P15172,4
P15173,4
P15259,2
P15260,2
P15289,6
P15311,11
P15313,1
P15336,16
P15374,4
P15382,1
P15391,2
P15407,3
P15408,8
P15498,8
P15502,3
P15509,2
P15514,4
P15529,3
P15531,8
P15559,1
P15586,2
P15621,1
P15622,5
P15692,3
P156920,1
P156922,2
P15735,6
P15812,1
P15814,1
P15822,1
P15880,2
P15882,7
P15884,16
P15907,1
P15918,4
P15923,8
P15924,3
P15927,10
P15941,11
P15954,1
P15976,10
P16035,3
P16050,2
P16066,1
P16070,8
P160700,1
P16083,1
P16104,15
P16109,1
P16112,1
P16118,2
P16144,5
P16150,2
P16152,2
P16157,1
P161570,1
P161577,2
P16219,1
P16220,9
P16233,1
P16234,5
P16278,2
P16284,5
P16298,6
P16333,23
P16383,5
P16389,1
P16410,3
P16435,2
P16444,3
P16452,1
P16471,1
P16473,3
P16519,1
P16520,1
P16562,1
P16581,1
P16591,5
P16615,4
P16619,1
P16671,2
P16860,2
P16870,1
P16871,2
P16885,5
P16930,2
P16949,3
P17014,1
P17020,1
P17021,1
P17022,1
P17023,1
P17024,3
P17026,1
P17027,4
P17028,8
P17029,2
P17031,1
P17036,4
P17040,1
P17041,4
P17066,1
P17081,1
P17096,7
P17097,1
P17152,6
P17181,6
P17252,10
P17275,9
P17301,7
P17302,5
P17405,2
P17480,6
P17482,4
P17516,1
P17535,4
P17538,1
P17540,2
P17542,8
P17544,4
P17600,2
P17612,15
P17643,1
P17655,3
P17658,2
P17661,6
P17676,12
P17677,3
P17693,6
P17706,5
P17707,1
P17735,3
P17752,3
P17787,3
P17812,2
P17813,5
P17844,14
P17858,3
P17861,6
P17900,1
P17927,4
P17931,11
P17936,4
P17947,5
P17948,7
P17980,4
P17987,4
P18031,32
P18054,1
P18065,1
P18074,4
P18075,4
P18077,2
P18084,8
P18085,2
P18089,2
P18124,2
P18146,5
P18206,6
P18405,1
P18433,5
P18440,1
P18505,1
P18507,4
P18509,2
P18545,1
P18583,1
P18615,9
P18669,2
P18754,5
P18825,2
P18827,1
P18846,3
P18847,12
P18848,11
P18850,6
P18859,1
P18887,12
P19012,2
P19013,3
P19022,4
P19086,4
P19087,1
P19113,1
P19174,20
P19224,1
P19235,6
P19237,2
P19256,1
P19320,3
P19338,9
P19367,5
P19387,4
P19388,7
P19397,2
P19404,4
P19419,6
P19429,4
P19438,17
P19440,1
P19447,9
P19474,7
P19484,3
P19525,10
P19526,1
P19532,2
P19544,8
P19623,2
P19634,1
P19784,9
P19793,11
P19801,1
P19823,1
P19827,1
P19838,19
P19875,1
P19876,1
P19878,13
P19883,3
P19971,2
P20036,2
P20042,3
P20073,3
P20132,1
P20138,8
P20151,1
P20155,3
P20160,2
P20226,18
P20231,2
P20248,6
P20264,1
P20265,1
P20273,5
P20290,4
P20292,2
P20309,6
P20333,4
P20336,3
P20337,1
P20338,6
P20339,12
P20340,6
P20366,2
P20393,1
P20396,1
P20585,5
P20591,6
P20592,2
P20594,2
P20618,5
P20645,2
P20674,4
P20700,8
P20701,1
P20719,2
P20749,4
P20774,2
P20783,2
P20794,4
P20807,5
P20809,3
P20810,2
P20813,1
P20815,1
P20823,6
P20827,6
P20839,2
P20849,1
P20851,1
P20853,1
P20908,1
P20929,2
P20933,2
P20936,13
P20963,4
P21127,4
P21145,3
P21217,1
P21246,3
P21266,4
P21281,1
P21283,2
P21291,1
P21333,14
P21359,5
P21397,1
P21399,1
P21452,1
P21453,2
P21462,1
P21506,2
P21549,1
P21579,2
P21580,7
P21583,2
P21589,2
P21673,5
P21675,3
P21695,3
P21709,5
P21731,3
P21741,3
P21754,5
P21757,2
P21796,7
P21802,9
P21810,3
P21817,2
P21854,3
P21860,19
P21912,3
P21917,3
P21918,1
P21926,6
P21941,1
P21953,1
P21964,5
P21980,14
P22001,2
P22003,3
P22004,1
P22059,2
P22061,5
P22087,8
P22105,6
P22234,3
P22301,4
P22303,1
P22304,2
P22307,4
P22309,1
P22310,1
P22314,5
P22352,1
P22362,1
P22392,4
P22415,5
P22455,4
P22459,1
P22460,5
P22466,2
P22492,2
P22557,3
P22607,6
P22612,2
P22626,4
P22670,1
P22681,33
P22694,7
P22695,2
P22732,2
P22735,1
P22736,11
P22760,1
P22794,1
P22830,2
P22891,1
P23025,10
P23109,1
P23141,2
P23142,1
P23193,4
P23219,1
P23229,2
P23246,9
P23258,8
P23276,2
P23284,7
P23297,6
P23327,3
P23352,1
P23368,1
P23381,1
P23396,7
P23409,2
P23415,1
P23416,2
P23434,2
P23443,9
P23458,8
P23467,2
P23468,2
P23469,2
P23470,2
P23471,3
P23490,1
P23497,12
P23508,4
P23511,6
P23526,4
P23528,8
P23560,3
P23588,2
P23634,1
P23759,3
P23760,4
P23763,3
P23769,7
P23771,9
P23786,1
P23921,4
P23945,2
P23975,1
P24001,4
P24071,1
P24158,1
P24278,6
P24385,18
P24386,2
P24387,1
P24390,3
P24394,3
P24468,2
P24522,5
P24530,2
P24534,3
P24539,2
P24557,1
P24588,3
P24592,3
P24593,3
P24666,3
P24723,2
P24821,1
P24844,1
P24863,7
P24864,14
P24928,15
P24941,29
P25024,1
P25025,7
P25054,17
P25063,1
P25090,2
P25092,1
P25098,7
P25100,7
P25101,2
P25103,2
P25105,2
P25106,5
P25116,3
P25189,1
P25205,6
P25208,5
P25311,2
P25325,1
P25440,2
P25445,21
P25490,12
P25685,2
P25686,2
P25705,3
P25713,1
P25786,12
P25787,5
P25788,8
P25789,5
P25791,7
P25800,5
P25815,6
P25874,1
P25929,1
P25942,6
P25963,18
P26006,3
P26010,4
P26012,2
P26022,5
P26038,4
P26045,3
P26196,13
P26232,2
P26358,12
P26367,3
P26368,11
P26371,3
P26373,3
P26378,1
P26439,1
P26440,1
P26441,4
P26447,9
P26572,1
P26583,5
P26599,6
P26639,2
P26640,2
P26641,6
P26651,2
P26678,5
P26715,1
P26717,1
P26718,4
P26842,6
P26885,4
P26927,3
P26951,1
P26992,4
P26998,4
P27037,2
P27105,5
P27144,1
P27169,1
P27338,1
P27348,16
P27352,2
P27361,13
P27448,7
P27449,5
P27482,1
P27540,7
P27635,3
P27658,5
P27694,10
P27695,3
P27701,3
P27707,1
P27797,7
P27816,1
P27824,6
P27918,4
P27930,2
P27986,43
P27987,4
P28039,1
P28062,2
P28065,6
P28066,1
P28067,3
P28068,1
P28069,2
P28070,4
P28072,1
P28074,4
P28161,1
P28222,4
P28223,5
P28288,2
P28289,1
P28290,2
P28300,8
P28324,3
P28328,2
P28329,1
P28330,2
P28331,1
P28335,6
P28340,7
P28347,6
P28356,1
P28358,2
P28370,2
P28472,1
P28482,16
P28562,3
P28566,3
P28676,3
P28702,7
P28715,1
P28749,4
P28799,13
P28827,2
P28838,2
P28845,2
P28906,1
P28908,1
P29016,1
P29033,2
P29034,3
P29074,4
P29083,2
P29084,2
P29218,4
P29274,7
P29279,3
P29317,5
P29320,2
P29322,4
P29323,3
P29350,19
P29353,21
P29371,1
P29372,6
P29373,2
P29375,2
P29376,3
P29400,1
P29401,1
P29459,3
P29460,3
P29466,13
P29474,10
P29475,1
P29508,1
P29558,1
P29590,20
P295903,1
P29597,9
P29622,1
P29692,7
P29728,1
P29762,2
P29803,1
P29972,8
P30038,1
P30039,3
P30040,2
P30041,3
P30042,1
P30043,1
P30044,3
P30047,1
P30048,4
P30049,2
P30050,1
P30084,4
P30085,2
P30086,7
P30101,4
P30153,25
P30154,3
P30203,2
P30260,18
P30279,4
P30281,11
P30291,4
P30301,1
P30304,9
P30305,9
P30307,5
P30405,6
P30408,2
P30411,3
P30419,3
P30447,1
P30511,5
P30518,1
P30519,5
P30520,2
P30530,5
P30531,1
P30532,1
P30533,4
P30536,3
P30542,3
P30550,1
P30556,5
P30559,1
P30566,1
P30622,6
P30626,4
P30679,2
P30711,1
P30793,2
P30825,3
P30837,1
P30838,1
P30872,2
P30874,2
P30876,3
P30926,1
P30968,2
P30988,3
P30989,1
P31025,2
P31040,2
P31146,4
P31150,4
P31151,2
P31152,3
P31153,3
P31213,1
P31260,2
P31269,3
P31273,3
P31274,3
P31276,2
P31314,3
P31323,4
P31350,2
P31371,2
P31391,1
P31431,6
P31483,1
P31512,1
P31513,2
P31639,1
P31645,2
P31689,1
P31749,38
P31751,10
P31785,6
P31930,2
P31939,1
P31941,1
P31942,3
P31943,4
P31944,2
P31946,28
P31947,19
P31948,6
P31949,1
P31994,5
P31995,2
P32004,1
P32119,2
P32121,11
P32189,1
P32238,1
P32239,5
P32241,3
P32242,7
P32243,1
P32245,2
P32246,5
P32248,1
P32249,2
P32297,1
P32298,3
P32302,2
P32314,2
P32320,4
P32321,3
P32322,1
P32455,3
P32456,2
P32519,4
P32745,3
P32754,1
P32780,7
P32856,1
P32881,2
P32927,4
P32929,3
P32942,2
P32969,4
P32970,2
P32971,1
P33032,1
P33076,4
P33151,5
P33176,4
P33240,8
P33241,2
P33260,1
P33402,1
P33552,3
P33681,3
P33763,1
P33764,1
P33765,1
P33778,1
P33897,3
P33981,6
P33991,6
P33992,5
P33993,13
P34130,4
P34741,4
P34810,2
P34820,2
P34896,5
P34897,6
P34903,2
P34913,1
P34925,1
P34931,1
P34932,3
P34947,1
P34949,1
P34969,1
P34972,2
P34981,1
P34982,1
P34998,1
P35052,4
P35070,5
P35080,3
P35125,2
P35218,1
P35219,6
P35221,7
P35222,68
P35225,2
P35226,16
P35227,10
P35228,2
P35232,7
P35236,6
P35237,1
P35240,16
P35241,3
P35243,1
P35244,5
P35247,2
P35249,6
P35250,1
P35251,4
P35268,3
P35269,10
P35326,1
P35346,2
P35348,4
P35354,2
P35367,1
P35368,3
P35372,8
P353720,2
P35398,2
P35408,1
P35414,5
P35442,1
P35452,2
P35462,1
P35503,1
P35520,6
P35523,2
P35527,1
P35542,1
P35548,1
P35555,6
P35556,2
P35557,2
P35568,9
P35579,6
P35590,7
P35606,1
P35609,9
P35610,3
P35611,3
P35612,1
P35613,8
P35625,1
P35637,15
P35638,5
P35659,2
P35670,1
P35680,3
P35711,5
P35712,2
P35749,2
P35754,2
P35813,10
P35869,4
P35900,4
P35908,4
P35914,1
P35916,7
P35968,24
P35998,7
P36222,4
P36269,1
P36383,2
P36402,3
P36404,5
P36405,4
P36406,5
P36507,10
P36508,2
P36542,3
P36543,1
P36544,3
P36575,5
P36578,3
P36639,4
P36776,1
P36873,22
P36888,5
P36894,8
P36896,2
P36897,6
P36915,2
P36941,4
P36952,2
P36955,4
P36956,3
P36957,3
P36959,1
P36980,2
P37023,4
P37058,1
P37059,1
P37088,3
P37108,1
P37173,10
P37198,5
P37231,16
P37235,2
P37268,4
P37287,4
P37288,2
P37802,2
P37837,2
P37840,23
P38117,1
P38159,7
P38398,45
P38405,1
P38432,7
P38484,1
P38606,1
P38646,5
P38919,15
P38935,1
P38936,26
P39019,4
P39060,4
P39656,1
P39687,4
P39748,9
P39880,2
P39905,5
P40121,2
P40123,3
P40126,1
P40189,5
P40199,2
P40222,5
P40227,3
P40238,2
P40259,4
P40305,2
P40306,4
P40313,3
P40337,25
P40424,3
P40425,2
P40426,2
P40617,2
P40692,18
P40763,35
P40818,5
P40855,10
P40879,1
P40925,1
P40926,2
P40937,5
P40938,2
P40967,1
P41002,3
P41091,2
P41134,8
P41143,3
P41145,3
P41146,3
P41159,1
P41161,5
P41162,1
P41180,1
P41181,2
P41182,8
P41208,5
P41212,4
P41217,1
P41218,2
P41219,2
P41220,9
P41221,3
P41222,3
P41223,3
P41225,1
P41226,2
P41227,9
P41229,3
P41231,1
P41235,11
P41236,3
P41238,1
P41240,11
P41247,1
P41250,2
P41252,3
P41271,2
P41279,6
P41567,1
P41586,1
P41587,2
P41594,1
P41595,4
P41597,2
P41732,3
P41743,14
P41968,1
P41970,5
P42025,2
P42166,3
P42167,3
P42224,22
P42226,3
P42229,11
P42261,1
P42262,3
P42263,1
P42330,2
P42331,3
P42336,9
P42338,5
P42345,23
P42356,1
P42357,1
P42566,10
P42568,6
P42574,5
P42575,8
P42677,6
P42679,5
P42680,6
P42681,2
P42684,12
P42685,7
P42695,3
P42696,2
P42701,2
P42702,1
P42704,4
P42765,1
P42766,1
P42768,25
P42771,8
P42772,3
P42773,8
P42830,2
P42857,2
P42858,17
P42892,2
P43004,1
P43005,3
P43026,3
P43034,4
P43080,1
P43088,1
P43115,2
P431152,1
P43116,1
P43119,1
P43121,2
P43146,7
P43155,1
P43220,2
P43234,1
P43235,1
P43243,5
P43246,6
P43250,4
P43251,1
P43268,5
P43307,3
P43308,1
P43320,5
P43351,3
P43353,3
P43354,1
P43355,4
P43356,2
P43357,3
P43358,3
P43360,2
P43361,1
P43362,1
P43363,2
P43364,1
P43378,5
P43403,3
P43405,17
P43490,3
P43628,2
P43629,1
P43630,2
P43631,1
P43632,2
P43652,2
P43657,1
P43681,2
P43686,7
P43694,3
P43699,3
P43897,3
P45378,1
P453791,1
P45381,5
P45844,2
P45877,3
P45880,1
P45954,1
P45973,20
P45974,3
P45983,12
P45984,11
P45985,6
P46013,3
P46020,1
P46059,1
P46060,3
P46063,2
P46087,1
P46089,2
P46092,2
P46094,1
P46095,1
P46098,2
P46100,8
P46108,24
P46109,12
P46379,13
P46439,3
P46459,4
P46527,20
P46531,16
P46663,2
P46695,5
P46734,6
P46736,3
P46777,1
P46778,1
P46779,5
P46781,1
P46783,2
P46821,3
P46926,2
P46934,11
P46937,28
P46939,3
P46940,12
P46952,3
P46976,2
P46977,1
P47211,2
P47224,3
P47710,2
P47712,1
P47736,1
P47755,2
P47756,1
P47804,1
P47813,2
P47870,1
P47871,1
P47881,1
P47897,3
P47900,2
P47902,3
P47914,1
P47928,1
P47929,3
P47972,1
P47985,1
P47989,1
P47992,2
P48023,12
P48039,6
P48047,5
P48050,1
P48051,1
P48052,1
P48058,1
P48059,8
P48060,1
P48061,1
P48065,3
P48146,2
P48147,1
P48163,2
P48201,1
P48230,3
P48304,3
P48357,6
P48378,1
P48380,5
P48382,4
P48426,2
P48431,9
P48436,1
P48443,9
P48444,1
P48448,1
P48449,1
P48454,3
P48506,1
P48509,7
P48539,2
P48544,2
P48551,5
P48552,6
P48553,1
P48556,1
P48594,1
P48634,1
P48637,3
P48643,3
P48645,2
P48651,1
P48668,2
P48681,1
P48723,5
P48728,1
P48729,9
P48730,9
P48736,3
P48740,6
P48742,1
P48745,2
P48751,1
P48764,1
P48775,4
P48788,1
P48960,3
P48995,5
P49005,4
P49006,2
P49023,10
P49069,5
P49116,6
P49146,2
P49184,1
P49190,2
P49221,1
P49247,2
P49257,2
P49281,2
P49286,4
P49321,5
P49326,1
P49327,2
P49336,12
P49354,2
P49356,3
P49366,2
P49368,6
P49406,1
P49407,17
P49411,3
P49418,3
P49419,1
P49427,7
P49441,3
P49447,3
P49448,2
P49450,8
P49454,2
P49458,3
P49459,6
P49585,1
P49590,3
P49591,2
P49593,2
P49638,2
P49639,9
P49641,1
P49642,2
P49643,3
P49662,2
P49674,15
P49675,5
P49682,3
P49683,1
P49703,3
P49711,5
P49715,4
P49716,3
P49720,5
P49721,5
P49736,11
P49746,1
P49747,4
P49748,1
P49750,1
P49753,2
P49754,4
P49755,6
P49756,2
P49757,6
P49758,2
P497580,1
P49759,5
P49760,8
P49761,8
P49765,2
P49767,2
P49768,21
P49770,1
P49771,2
P49773,1
P49788,1
P49789,6
P49790,3
P49792,7
P49796,4
P49798,1
P49802,2
P49810,8
P49815,8
P49821,3
P49840,8
P49841,29
P49842,2
P49888,3
P49901,2
P49902,1
P49903,4
P49910,1
P49914,1
P49916,3
P49917,8
P49918,4
P49959,4
P49961,1
P50052,2
P50053,6
P50148,4
P50150,1
P50151,3
P50213,2
P50221,3
P50222,3
P50225,1
P50226,1
P50238,2
P50281,11
P50336,1
P50395,3
P50402,13
P50406,4
P50416,1
P50440,1
P50452,1
P50453,3
P50454,3
P50458,2
P50461,2
P50502,3
P50539,3
P50542,3
P50548,1
P50549,3
P50552,10
P50553,1
P50570,13
P50583,2
P50591,12
P50613,6
P50616,5
P50747,2
P50748,1
P50749,7
P50750,20
P50851,1
P50876,1
P50895,4
P50897,1
P50914,1
P50990,1
P50995,3
P51003,3
P51114,4
P51116,9
P51148,6
P51149,5
P51151,6
P51153,1
P51157,2
P51159,5
P51164,2
P51168,1
P51172,3
P51178,2
P51397,1
P51398,2
P51449,2
P51451,9
P51452,1
P51460,1
P51504,1
P51513,4
P51530,2
P51531,7
P51532,16
P51553,1
P51570,2
P51572,6
P51575,1
P51582,1
P51587,25
P51606,1
P51608,9
P51610,15
P51617,8
P51636,2
P51648,1
P51649,1
P51654,2
P51665,2
P51668,7
P51671,1
P51674,2
P51677,1
P51679,1
P51681,9
P51684,1
P51685,1
P51686,1
P51687,3
P51690,1
P51692,5
P51693,4
P51784,6
P51787,4
P51788,3
P51790,1
P51793,1
P51795,2
P51798,3
P51800,1
P51805,1
P51808,2
P51809,4
P51810,2
P51812,6
P51813,10
P51814,3
P51816,1
P51817,3
P51825,2
P51843,4
P51854,1
P51857,1
P51858,2
P51878,2
P51884,3
P51888,1
P51911,1
P51946,7
P51948,5
P51955,5
P51956,2
P51957,3
P51959,4
P51965,4
P51970,1
P52179,2
P52198,1
P52209,1
P52272,3
P52292,15
P52294,7
P52298,8
P52306,3
P52333,8
P52429,1
P52435,3
P52564,3
P52565,6
P52594,3
P52597,6
P52630,7
P52655,6
P52657,4
P52701,4
P52732,1
P52735,6
P52736,3
P52737,4
P52738,1
P52739,3
P52744,2
P52756,5
P52757,5
P52758,3
P52788,1
P52789,2
P52790,2
P52797,2
P52798,1
P52799,2
P52803,4
P52815,3
P52823,1
P52824,1
P52888,1
P52895,1
P52926,3
P52943,1
P52948,4
P52952,5
P53004,4
P53041,9
P53350,37
P53355,9
P53365,6
P53367,2
P53370,1
P53567,4
P53582,1
P53597,1
P53602,1
P53611,1
P53618,5
P53634,1
P53667,10
P53671,4
P53672,4
P53673,5
P53674,6
P53677,2
P53680,3
P53701,3
P53778,4
P53779,8
P53801,2
P53804,2
P53805,3
P53814,1
P53816,4
P53985,1
P53990,6
P53992,1
P53999,5
P54098,1
P54105,2
P54108,1
P54132,15
P54136,3
P54198,2
P54219,1
P54252,12
P54253,14
P54257,3
P54259,2
P54274,16
P54277,3
P54278,8
P54284,3
P54296,1
P54315,3
P54368,1
P54577,2
