gene_or_protein,study_bias_score
Q53G42,1
Q6ZSZ5,3
Q8NB50,18
J3JSM9,1
Q149N8,15
O00478,4
Q7Z7B7,1
O95278,6
P49005,18
Q75T13,10
Q92772,6
Q30KQ4,1
Q2T9K0,6
Q96IS6,4
Q9Y530,3
P40227,161
G5EA36,2
P08514,5
Q86YV6,7
Q8WWC4,78
A8K5H9,5
P05455,54
Q12901,6
P29353,93
Q6ZVU3,1
Q9Y2G4,2
Q5TA56,4
P46439,11
O43900,61
X5D7U3,8
P35348,32
P53350,183
Q13243,41
Q96AN5,19
F5GWN5,1
Q8NAM6,13
P18669,21
Q02078,33
Q9UN79,11
P19367,46
P43307,43
Q9Y4P9,4
Q8TD57,2
Q15842,15
Q96FN4,55
P47989,3
Q8N2M8,24
Q96JY6,12
Q9NXW2,17
Q96MC6,1
Q92747,19
Q9H093,16
Q9BT88,9
Q8TED1,154
Q96LS8,8
Q03113,5
O43172,88
Q86Y22,2
P56747,6
P18846,24
O60346,30
Q9NTN9,13
Q9Y2G3,1
P62249,75
P25874,1
P0C869,3
Q9Y6K8,8
P04198,17
Q9BRC7,2
X5CMH5,3
O75462,2
Q8WWN9,7
Q1EHB4,1
A0A0S2Z4Y8,2
Q8WXI2,7
Q9BRX5,19
Q15303,60
P57059,8
Q8TBE3,93
P07996,18
Q8WWB5,69
P13647,46
O43541,13
P34096,1
Q8WW36,6
P00742,7
Q8TAD4,22
Q9UNP4,3
B4DT77,9
Q15270,1
A0A0S2Z4A7,3
Q05DH1,2
Q5H9I0,25
Q9NXB9,12
Q8TAC2,18
Q9BT09,28
Q96NZ1,6
Q9Y2B1,13
Q8N2I9,20
Q96SK2,16
Q9BVC6,31
P63167,192
Q6P9G9,6
R4GMX3,1
Q9H0H3,8
Q9NPB8,2
O14681,15
Q8IXX5,3
P52732,98
Q96JG9,1
O95707,39
Q07011,5
P02511,45
P54108,1
C9K025,1
H6VRG1,1
Q15349,23
Q8NET6,1
Q9HD20,37
P29144,25
Q9Y2I1,24
Q6EMK4,89
Q2F834,1
Q53EV4,2
P60983,3
C9JYM0,1
P21741,44
P33947,7
Q06587,69
O75496,57
Q9H9B4,175
Q96DD7,9
Q5JRX3,15
Q8TEU8,6
Q92664,4
Q9BSF8,11
O43795,66
Q96L15,1
P10147,2
Q9BY84,30
Q12946,16
A0A0S2Z5Z9,2
Q09FC8,3
Q6IAN0,13
Q5SNT2,23
P22794,12
Q9NRP4,16
O00391,14
O75344,66
Q96RF1,1
Q9H4M7,8
O95487,31
A8K566,1
E9PE19,1
P46094,1
Q9H0K4,2
Q86V87,2
Q9BZE0,47
Q9BY08,1
Q8WUK8,3
Q01151,42
P47914,37
Q9UGR2,8
Q9Y6P5,5
O75061,6
G3V1L9,3
Q8TD46,9
Q8NAV1,42
B4DP61,2
P09661,79
Q9BVP2,54
O43169,57
Q00887,19
Q8N3F8,25
P48551,9
Q4G1B2,6
Q9UKA8,15
E9PD14,1
Q4VBR4,1
Q96GY3,38
O94806,8
Q9BS57,1
B3KQG4,3
Q9H808,1
P56555,2
P24592,41
Q8NFM4,5
P27824,420
Q5TZN3,3
Q16384,3
P23434,11
Q92967,2
P23769,31
P54577,23
Q68DY1,2
Q9ULJ3,19
A6NGB9,3
Q02641,10
Q6GPH4,14
Q8WXR4,4
O00341,1
Q96H12,14
P34820,7
O15482,27
Q5VYV7,27
Q92543,7
O75409,9
Q8IUD2,44
Q96HH9,27
Q86WV7,2
Q15723,13
Q00975,4
Q5VWQ0,47
Q53F64,1
P21810,3
P30084,47
P60033,108
Q14103,155
Q9BSW7,46
Q9BYD3,98
Q9GZV8,77
O75129,2
Q6P531,9
Q8IYK4,34
Q9NRD0,2
Q9NX94,3
B2RTY4,20
Q7Z695,14
Q9H3C7,4
Q9H4F1,2
P29323,9
Q13635,72
Q96P09,15
Q9UK76,5
Q16880,23
Q8TA94,10
A6NNF4,1
Q96RE7,26
Q9HCK1,10
Q9H0A6,29
A0A024R7I5,1
C9E8W1,3
P52895,6
Q9UHR4,33
Q16760,9
Q86Y01,12
Q6RI45,4
Q9Y5S8,4
Q5W150,7
Q8IUW3,8
Q4ZG74,3
P05997,1
O76009,4
B2R6D7,1
Q16775,25
E9PC62,1
Q6JEL2,38
P49682,7
Q96A70,10
P31930,46
Q96MS3,3
P14555,7
O95881,21
P57081,14
O60880,27
Q9ULG6,26
Q6IB29,1
Q86SQ0,25
Q9BXB5,20
Q96QE3,11
Q9P2E9,33
Q9Y2P5,1
Q9H2X8,3
Q9UNM1,1
Q13296,78
D6RGH0,19
P13224,25
P04844,71
P55773,2
Q8N448,68
Q99496,87
Q9NYP9,72
P19086,39
Q9NWF9,18
P43686,74
E9PEP6,1
Q0D2J5,2
Q86YS7,25
Q96S08,8
Q96KR7,34
Q9H1Z8,1
Q9Y6Q2,1
Q02505,1
Q8IZP6,3
B3KTS5,1
Q5T8I3,4
A6NHC0,4
Q5TA45,44
Q6P3X3,11
Q9UNK9,12
O75942,1
Q8ND24,5
E9PGM9,1
Q96RP9,18
Q6GZ88,2
P24534,50
Q96EB1,7
Q9NSK0,56
P54315,47
Q3KNW1,2
Q2F838,1
Q92643,11
Q9H9J4,27
Q8NHZ8,24
O95600,5
O43680,5
Q7Z6J6,25
Q8TEF1,1
Q12830,23
P53367,24
P18206,40
A6NJ69,1
Q8IV13,20
Q49A88,55
P04150,70
P31327,32
Q6ZRI6,16
O00624,51
Q96B36,10
P35241,17
Q7L2K0,10
B4DIS6,1
O75410,44
Q7L523,15
Q8N565,7
P61296,7
Q8NG08,7
Q496Y0,12
B4DZK1,1
P28067,10
Q8NFR3,3
Q9H4W6,8
O75594,3
O15061,14
P52943,16
Q7Z5L4,5
Q9NZ72,26
Q6UXK2,6
A8MW92,23
P54764,68
O15217,9
P17081,10
P56539,36
F5GYW0,1
Q05C46,2
Q9UKK9,25
Q7Z5R6,7
Q8TE85,7
Q96RP7,1
O75127,31
Q9HAW8,22
H7BXG1,1
A0A109NGN6,1
Q86WJ1,45
O95163,46
Q8TF21,5
A0A0S2Z3Y6,1
P35914,9
Q96SU4,25
Q498B9,1
Q2I0M4,1
Q8IYX8,83
Q6P1R4,5
O95164,4
P09429,216
Q8TDV5,1
Q86TG7,23
O75208,242
Q8IWX8,62
Q6WRX3,6
Q86W33,25
Q9NP99,3
P52744,13
Q92949,18
Q9UQE7,81
Q9P035,48
O00154,37
Q8N7B1,1
Q9NRC6,2
Q8IXS2,5
Q6PIM4,2
P29074,26
Q6PGQ1,8
Q5H8A4,7
A8K9A4,1
P07305,21
Q6BDI9,5
B4E1J8,2
Q96I87,2
G3V180,1
J3QRP0,3
Q9NR56,13
Q9NS68,48
F6U1T9,2
Q86W42,18
Q9NQ86,16
B4DJV9,1
Q969X6,27
Q8IWS0,12
Q15020,107
Q9H6J7,28
Q8NHQ8,45
Q75LP0,1
Q96Q35,22
P48728,3
P35250,39
A0A024RAD5,1
B4DXD0,2
Q53FA7,4
Q9HC24,32
Q9UJD7,1
Q86TJ2,28
Q96LI6,35
Q9BRX8,23
E9PQX1,12
Q9UQF2,21
Q8IWZ6,65
Q6W2J9,74
Q6P387,1
Q17RL8,14
K7EM37,1
Q9NWU5,24
Q01130,55
Q8NDN9,16
Q96NJ5,2
P53794,8
P04271,23
O60704,10
O60262,8
Q96AC1,31
A0A384ME17,12
Q9Y6Y0,15
J3KP15,5
F2Z393,1
L7RXH5,1
O95396,13
Q06787,277
Q6UWW0,8
Q6ZVT0,17
Q8TAP8,7
P30041,25
O14763,45
Q9Y6V7,9
Q96EY1,70
Q6PJE2,2
Q9BRJ7,31
Q8NET1,3
Q9UFF9,35
P35611,37
Q8TAA3,6
A0A0A0MR69,1
Q6V1P9,1
P07900,258
Q9H3F6,44
Q5VT40,5
P19429,10
A0A024R4K3,1
A0A024R8S5,1
P29317,58
Q9NX09,10
P37235,49
Q10571,1
Q9BVG8,236
C9JYS8,2
P56181,31
A0A0C4DGT3,1
Q6PCB5,19
Q99972,6
P11215,38
Q8IYF3,62
Q8N485,5
Q9H0B8,1
O15031,25
Q5T8Z6,1
Q96B33,1
D3DSQ0,1
Q9P032,48
P0DMS8,6
D3DNI2,1
Q9BZG1,7
Q8NDZ2,17
Q14849,16
O14901,5
P08138,21
P49356,52
Q9NUU6,10
P0DPA2,39
Q6PIY2,7
Q9NWS0,83
Q96KN3,37
A0A0S2Z4M5,2
Q13126,9
O75845,9
Q9NRU3,26
O00409,18
Q5TYM5,2
Q15397,91
Q5SW96,19
Q2TBA0,34
Q96LT4,1
Q9BSY9,11
P48788,18
Q7Z4W5,1
P42356,67
O00231,95
G5E9A6,6
P42766,48
H0YBA1,1
Q12841,41
Q8NDZ6,6
Q96PB8,6
Q7Z572,1
Q8TDR2,15
Q8NA82,5
E7ESC7,1
X5DQV1,1
Q13105,14
Q9UI43,9
Q96IQ6,1
A0A024R718,1
E9PLN6,3
B7Z6M0,1
Q9BZJ0,40
P20340,20
Q9C0D2,15
O00294,5
Q96HQ2,12
P32297,31
Q8N8A2,19
Q15517,14
F2Z2U4,4
Q6PJ05,3
Q9UG22,5
A6ND48,1
Q86U76,2
Q8N129,8
Q8IZS5,11
Q15011,16
Q5JTH9,62
Q6B0K9,25
P62328,33
Q96AY2,29
Q9BST9,7
Q2TB90,3
P51151,158
Q8NBF6,8
Q9P2N6,12
C9J6B4,1
P53582,18
Q5VTM2,1
B9A6J3,1
Q96PS8,19
P06396,55
P54727,53
Q8NER5,2
C9J2Y9,8
P46926,11
Q5T200,20
Q14242,2
O00754,2
Q14687,40
Q9UKR5,118
Q5JTD7,8
Q9P296,70
Q5TEC6,21
Q7Z5A8,74
Q9UIC8,5
Q8WV37,2
Q9GZY6,1
Q0VAQ4,36
Q9H2W2,1
Q8N456,4
O43306,16
A9IYQ1,2
Q5EFE5,1
Q5SZD1,75
H3BNT4,7
Q96FB2,17
Q8WVR3,21
Q9NT68,6
Q8NG50,7
Q6UXP7,1
Q13627,44
Q9GZV1,1
Q00839,313
P22830,37
Q9UKT6,1
O75461,51
Q6ZTQ3,5
A8K401,1
Q96HP0,17
Q9NV06,12
Q9UHG2,7
Q8N355,5
Q96N67,63
Q96B54,17
Q9BUF7,24
Q9H7J1,1
Q7Z443,2
F5GWD3,1
P53816,4
Q6PKG0,79
C9JNW5,1
Q9UK22,28
P01834,37
Q69YN2,12
P78344,32
Q14644,1
Q96PU5,40
Q6ZQN5,52
Q92620,29
Q2M3T9,2
O00233,27
Q13207,11
A5YKK5,1
P38435,7
Q13303,20
Q96KR1,39
O00160,9
Q9Y5L0,68
G3V162,1
Q07960,19
O43566,4
P28289,45
Q9BYK8,7
P48380,15
Q68D91,34
P09001,38
Q96RT7,19
Q9H8M2,9
Q8NA75,5
Q59EY3,1
Q14494,19
Q5JR59,355
Q9BUN5,18
A0A140VK27,1
Q8NBS9,23
Q8WVI0,1
P05161,48
P41220,53
Q9ULX9,16
K7EL20,2
Q9UMS6,4
O43772,13
Q8IZU0,139
Q9UJU6,22
Q13625,117
O15164,38
Q59FS3,1
Q9UPQ0,19
Q8N8U2,13
Q96NX9,5
Q15554,51
P48449,18
Q9BXN6,2
F8W7S1,1
Q9NVE7,3
E9PGW7,2
Q9NWZ5,13
Q02447,13
P22749,2
Q8N4W3,2
Q9BR81,1
Q7Z4Q2,43
Q01860,9
Q5T7Y4,1
P30405,24
O15116,30
P42167,52
Q53NU3,4
Q96BU6,1
J3KMY6,1
Q07021,192
Q92934,24
P35125,6
Q5T0B9,2
Q9BQQ3,46
O95727,1
Q99958,39
O15460,78
P22557,2
B4DKR1,1
Q9BXL5,31
Q9Y2W1,75
Q969W8,7
P15311,215
Q9NZV8,10
P78332,19
Q7Z3B4,65
Q13099,54
Q8N3L3,82
Q9UPM6,25
Q8NEA9,21
P06028,51
Q96JK9,2
D6RAP2,8
Q9Y3A2,9
P14406,21
Q15084,64
Q7YNW6,2
P09603,11
Q96RT1,46
O14817,40
P37088,4
O94874,29
Q7Z3I7,61
Q9P1Y6,6
P47871,1
A0A0S2Z470,1
P17027,22
P23219,1
P29401,65
Q14957,3
A6NKF2,4
Q8NEZ5,12
Q96KN1,18
Q92575,24
Q6ZUC8,2
Q9NR34,3
Q9UKN1,2
O43482,150
Q13402,4
Q5JWR5,1
Q6UWX4,1
Q9HBM0,20
O95071,64
P41002,4
A9CP04,1
Q8IY63,20
Q8TCT8,2
P16050,4
Q6UW63,5
Q9UN74,39
O60825,22
Q9UGV2,3
Q6IBN4,1
Q56P42,5
Q96PQ0,4
Q9NQS1,3
Q99583,5
Q96EF6,35
P01920,2
Q5T089,1
O60688,6
Q8N3T6,1
P35249,47
O43781,5
Q96EL2,35
B7ZLH0,18
Q9NP66,103
Q9Y5P8,16
O15213,6
V9HW80,18
Q9NV64,23
O95832,9
Q5VXD3,1
K7ELV2,1
Q86UV7,1
Q96LW7,8
B4DDU6,1
P86478,19
Q8TE60,4
Q8TBZ3,35
Q6NZ36,31
Q7Z7A1,161
Q6UXF1,25
Q96MH6,8
Q5W0W2,1
Q9UGN5,34
P05026,22
P54709,47
Q9BZE7,4
A8K6V7,1
P49795,17
Q16891,123
Q5T5A8,50
Q96GX9,29
Q96MD2,4
Q5T0J3,4
Q9H8H0,19
E7EQL8,1
Q15527,25
Q5T7Y6,5
A8K1L8,2
P37058,18
Q9UHW9,17
Q9Y2Y8,31
P61927,12
P35900,34
Q9GZV7,42
O60721,5
Q684P5,3
Q6TGC4,5
Q13191,40
Q5JTJ3,13
Q8NDC0,28
O95271,41
Q5T686,30
Q8N1V2,9
A0A024R994,1
O00292,2
P49591,16
Q9NS56,30
P20809,4
Q6UXS0,1
Q8IYR2,2
O75509,9
Q9BYV2,278
Q96QV6,11
Q6ZU80,269
Q8TAP6,110
Q96B26,89
P42263,16
O95476,12
Q9NZ47,4
Q15038,158
Q6AZW8,5
P35637,190
O94910,22
Q9Y6U3,12
O95036,2
Q9NPI6,40
Q86UP2,67
Q7Z2W4,129
O43822,28
Q5H913,2
P36543,18
Q9ULA0,26
Q15012,5
X5DP48,1
Q9NRE2,20
Q9P0T5,1
O95236,25
Q9NX00,18
Q8N3V7,157
P01732,2
Q5TBB1,32
Q99576,17
Q99593,5
Q4VBN9,1
P05113,1
Q8IW09,1
Q96JM7,78
Q6FI27,1
Q10567,64
Q9UJV3,249
Q7Z6Z7,87
A0AVK6,8
E7ESA6,1
P0DP58,9
D6RJG9,1
Q96DI8,1
Q8N4Q0,8
Q5TZK3,24
Q8IV20,63
A6NFY7,6
Q9H2K8,5
Q9Y2B2,2
A6NE01,1
A8K8Y5,1
Q13393,22
A0A0A6YYL6,1
P26717,5
P21128,2
P08519,2
Q6NSH3,5
Q9Y3V2,4
Q68EN5,1
Q2M2Z5,11
O15047,27
P11802,96
A0A024R9Y7,1
O95866,1
O76062,4
P82094,18
A0A087WWF6,1
Q08257,10
O95718,2
Q9NQX6,59
P21817,11
Q5VZF2,5
P29375,11
P63104,598
Q7Z351,1
Q96J88,18
Q15836,103
P52815,146
P56279,41
Q9H4M9,26
G5E9S8,3
Q5BN46,2
Q9NTQ9,10
Q8N5B1,1
P16109,1
Q658N3,2
Q6AI39,25
Q0P5P2,2
F8W6L3,1
P49281,5
Q9Y5Q9,46
Q4VC44,19
Q53Y01,3
O75503,8
E9PN18,1
B7Z8Y3,1
Q9C086,83
Q9BVW6,2
Q8NFK1,2
Q9HBZ2,10
P51668,104
Q8IYT1,2
Q6NZ55,1
Q70EL1,121
Q15782,2
P42773,44
P53677,10
O75689,11
Q96CV8,1
P00568,19
P48052,7
Q6UWB1,35
Q4V9L6,1
Q96KB5,25
P13945,3
Q08426,118
Q9Y3F4,65
B4DKM0,1
O00142,3
Q8N5Y8,18
Q6PIV2,43
Q5TBA9,4
Q8NBX0,37
C9J9C1,3
Q16667,8
Q71F23,56
Q96ES7,90
H7C0N4,7
Q16534,7
Q9H1Z4,3
Q8WZ64,2
Q53HC9,45
O95833,31
Q99623,102
Q96KQ4,89
Q6KF10,1
O43765,193
P21452,1
Q9Y653,4
Q9HCM4,53
Q12770,7
Q9Y3C7,77
O15040,12
P59797,10
Q92629,7
Q9NZV1,2
E7EQV3,2
Q16816,1
O75553,50
Q9UPA5,4
P54652,54
Q5T7W0,14
P11474,12
Q8IVU3,2
Q2KHT3,3
O60573,69
Q9UFD9,34
Q49AN9,1
P23610,3
Q9H147,26
P04049,91
F8WE02,1
Q8N752,13
P48378,11
Q5FWE3,1
P51805,32
Q8NC06,3
A8K4M5,1
H0Y2V6,2
Q8WW59,18
O95671,15
O75446,33
Q6UWU2,4
A0A024R8P8,1
P24386,70
A4UGR9,5
P50990,120
Q6IAU3,1
P62753,309
O60476,19
Q00973,5
O75074,3
P23975,1
O43451,6
Q96DX5,17
O14827,3
V9HWD0,2
Q92844,190
P14543,9
Q13886,1
Q8IYD8,25
Q96M91,26
Q15262,78
A0A024RAZ7,1
Q9UKV3,58
Q9NY25,15
A6NKQ9,1
A6QL63,1
O43184,44
P49756,29
Q86XJ1,9
P35080,46
Q6XPR3,3
B4E386,1
Q9BY12,7
Q6UXB1,1
Q9Y2A7,44
A0A024QZS4,1
Q6UXI7,2
E5KS60,4
Q2L6J1,2
Q86YQ8,12
Q99618,31
Q96DY7,3
Q08554,15
Q96P63,10
Q9GZP8,1
Q93033,4
Q9Y233,2
Q8NFW1,1
Q86TY3,5
Q8IYA8,79
P23415,2
Q9Y605,46
Q13454,19
P06239,53
Q0VAM2,6
Q6YN16,27
Q9NUD5,24
Q96C28,45
Q8N443,40
O95361,6
O75807,195
Q9NX74,4
Q96BM0,1
Q13093,2
H0YL12,5
Q8NEM2,23
P13984,40
Q6UX40,46
Q9BPW4,1
Q7Z4W1,12
Q6IBE6,1
Q9UFG5,35
Q92935,6
Q9Y5C1,7
J3KNZ9,1
Q96RU2,15
Q8NEQ6,5
A8MW99,36
Q9Y3T6,2
Q8TEV9,16
O94777,2
P20645,10
Q96NL1,5
Q3MII6,15
Q14315,69
Q5H9K5,3
Q9BYC8,25
Q99967,5
Q8N9I5,19
Q8WWY3,181
Q9H6S8,1
Q5TAB7,19
P51684,1
O14672,89
K7ENG2,1
P50406,26
Q8WXF1,29
C9JA93,1
Q96ME1,12
O76071,76
P02812,3
Q8TEW6,34
Q13571,31
D3DTH7,2
B4DLD4,1
Q92502,1
P16144,58
Q15345,19
Q6UXL0,14
P59768,8
Q9UKV0,26
Q8WVQ1,13
O00628,21
Q96PE5,1
P19087,7
P51957,540
P52823,1
Q6NSI4,12
Q9H6L2,29
P78367,1
A0A0S2Z5B5,1
P10915,2
Q7Z6A9,1
A0A024R7M6,1
Q8IY18,16
Q8IZY5,9
Q9Y2X9,35
Q5TEA3,2
Q9NV66,30
Q9UQB9,20
Q8IV63,19
O60548,19
Q5EBL2,4
Q06455,83
Q96BY6,5
Q9NRD5,379
Q9Y2W2,36
Q9P266,2
Q8N3C7,32
Q9BZL6,39
Q9H237,2
Q75N90,14
A1A5C7,24
Q92743,16
Q8N4L8,34
O43182,1
Q99570,19
Q9HCD6,12
Q5XKL5,2
Q8WUM4,55
Q9UL92,1
Q8IWI9,39
O60234,4
O60909,2
H3BR10,1
P62140,227
Q9Y285,31
Q7L1H2,1
Q9Y2G7,3
Q9HCC6,10
Q9BXR0,16
Q9NW64,41
P55087,4
Q7Z7N9,58
Q9ULM0,3
G5E9L9,1
P78524,11
Q96AQ6,42
B5ME19,10
Q9NP74,8
P60201,94
Q08AD1,26
Q9UKJ0,2
Q9BRA2,9
Q11201,14
Q9Y271,1
B2RCM2,1
Q9NYW0,4
Q5T653,26
Q9H633,11
P56945,253
P57729,1
Q9NXG6,3
Q969G9,15
Q53G59,72
H7BYK4,1
B2RDP1,2
Q8N5V2,22
Q96BD5,29
Q6NTE8,10
Q5T5C7,1
Q9H1H9,12
Q9UHL4,5
A8MYP8,8
Q6IPR3,26
Q6ZNX1,39
K7ENE2,1
O15504,17
Q13190,80
O15056,13
Q16082,107
Q6P2H7,2
Q5VZ66,1
Q14626,2
Q9UK13,6
Q96D59,5
Q15182,1
Q9BUL8,41
B0YJ76,1
P43235,6
Q6PUJ7,1
H0YG85,1
Q12767,12
Q7L099,16
Q9BR11,1
P55769,32
B2RAX6,1
O94829,31
Q92536,3
Q14161,24
Q2TAK8,7
Q7Z6K3,7
Q2TAP0,7
Q8N884,9
Q86YT5,18
P51617,66
P49773,18
Q6P3S1,2
Q9BQ52,20
A0A0S2Z6X0,8
O94901,17
Q2PPJ7,6
P14222,6
Q8IX01,20
P49915,25
Q9NXS3,12
Q9H9H5,1
Q9UBD6,16
Q86SX3,19
Q86TN4,5
Q9GZZ1,24
Q5GJ75,2
C9JVY5,2
Q32MK0,5
P12272,1
Q8WUK0,118
Q9UBT3,7
Q96PC3,4
A1X283,10
O43913,29
P26998,8
Q9Y3B9,23
Q9NSC5,101
I3L3G9,11
P42680,11
Q96C32,5
Q92839,6
B7ZLP7,2
Q86WU2,36
Q86TM6,19
Q70HW3,1
Q8WVM0,16
Q6ZS92,1
Q8WX94,2
Q9UQV4,63
Q8NFT6,18
Q8NAA4,4
Q8TAB3,3
Q8TEP8,44
O43286,17
P11912,197
Q9NVG8,5
H0Y2S9,4
O95716,9
Q8IWU6,5
B0S7P4,1
Q99259,11
Q7Z388,13
Q96JL9,4
Q8TCB7,9
Q8IUI8,24
P45984,87
Q06250,11
O15297,40
O95231,86
Q5JQP4,14
Q9NY72,168
B7Z3V1,1
B4DEF8,1
Q9BZM5,18
F8W6N3,4
A8K2R3,8
Q9NPA0,33
Q14966,36
P01848,10
O75912,1
O15439,11
Q9UJ71,10
Q9BVM2,9
Q86XJ0,1
Q86W54,40
Q15526,8
Q8TE99,7
Q6PCB6,1
Q75MW2,1
Q6WCQ1,58
Q9H1E3,7
P49326,5
Q9NR28,56
A8K492,1
Q13085,44
Q8IWA5,4
A0A0B4J2C3,1
Q7L0X2,2
Q8IXJ6,47
Q7Z362,1
P16157,20
Q5TGI0,2
P60709,180
P08174,5
Q13401,1
P46778,39
Q8IWQ3,2
Q07864,26
Q9HCS5,1
Q9UKB5,1
Q9H6A0,22
Q9Y2U9,47
C9J3G2,1
P55010,10
P26715,44
Q9NSP4,7
Q86TI4,13
Q8N6D2,4
P21580,71
E9PLD3,1
Q15464,7
Q9UEU0,108
P0DPB5,2
Q96QD8,26
Q9UBI1,45
Q9Y3A3,82
Q58F21,1
Q9GZM8,147
Q6PJ69,15
P06737,16
Q08379,561
Q8WY54,13
P15529,10
O95157,11
P49715,19
Q6PEY2,19
Q8TBZ9,1
O14796,27
Q9UF47,1
P26196,117
P04234,5
Q9H244,49
P08253,31
Q9NPP4,7
O75056,3
Q9UL62,3
O75934,78
Q96ED9,120
P60153,1
Q96G25,39
Q32NB8,2
Q8ND30,8
B3KQF8,3
P20226,57
P23381,11
Q8N726,50
Q96S21,9
F1T0I1,2
Q9NWU1,9
A0A0G2JK23,1
B3KNK9,2
P57071,8
Q1XH10,2
P05204,17
Q8TF09,7
P22570,21
Q9Y4Y9,40
P14902,2
P49789,9
Q96DY2,1
Q96CW7,1
A0A0A0MRI2,1
P63218,27
O75534,33
Q13371,34
A0A2R8Y422,1
Q9Y5U8,4
E9PPU1,1
Q8NCA5,31
Q49AH0,1
Q9HC62,27
Q7Z790,2
P43005,36
Q6PCT2,17
F8VZX2,1
Q9Y3Y4,5
Q9UH90,6
Q96N06,2
Q7KZQ1,1
Q6S9Z5,29
Q12988,18
Q16633,37
Q9NXW1,1
Q9NVR0,12
Q96DC9,26
Q96N66,40
Q8N7B9,9
B4DL07,2
Q96PB7,11
Q9UMP2,9
Q9BU89,6
Q9NYY3,33
P51159,48
Q8N4V2,4
Q6ISB3,5
P41235,19
C9JKN6,24
Q9UMY4,9
Q15884,51
D6RA96,14
Q9NZU5,7
Q5T890,4
Q05315,2
Q9Y6M5,20
P0CI25,5
F5GZ90,3
O14640,38
Q9NZJ7,17
P43360,110
P06729,5
Q12894,14
Q8N8N0,7
Q14693,4
Q4G0W2,2
Q5ULA9,10
Q5VY60,3
Q6FHM6,1
Q12816,22
Q96IK0,19
Q08AT0,12
A0A0U1RQQ9,1
Q9HBM6,15
Q8WWZ1,2
B7ZKJ8,2
P33991,50
J3KPF3,1
Q9Y3M9,11
Q8WYN0,14
B7Z6G4,2
Q96DH6,19
Q4LDR2,58
Q13362,21
Q86XM6,2
Q96H22,22
E9PB39,8
P18859,57
O14894,2
Q6R2W3,6
P28715,10
Q9UPQ7,8
Q7L190,50
Q12873,126
P52758,11
P07237,102
P14635,58
O96033,2
Q9NYP7,23
Q86YT6,38
O15511,35
Q9H008,2
P46063,36
O60941,68
Q5JW30,1
P16070,83
B3KM81,2
A0A0A0MRG9,1
P14373,380
P83105,9
Q9Y2E5,15
P33176,82
Q6ICH7,22
Q9Y5R8,25
Q86WV5,2
P20248,70
P29376,5
Q969U6,43
P01213,4
Q9C030,1
Q9BQG1,10
P43487,29
Q02094,5
Q9BRR6,28
Q9NQ82,1
Q8TF71,15
O94915,26
Q8TBU1,2
A0A0S2Z6P0,14
O60258,1
P0DPH8,47
Q86YJ6,3
A0A024R8R4,1
Q9Y2X0,33
P01031,13
Q5TBB8,1
Q9NQA5,13
P17010,4
Q8WWT9,9
Q16537,50
A0A0S2Z4Y0,2
Q9NRG0,8
O96000,27
Q5M8T2,2
Q8N1Q1,2
Q5XUX0,20
P31268,1
B3KUN1,1
Q86XP6,2
B4DWV9,1
Q7Z5N4,4
Q9NWN3,29
P01243,4
Q9NW97,53
Q13485,105
Q9GZQ6,1
Q9Y535,12
A0A0S2Z6B0,1
P01871,35
Q96PY5,7
Q8WYN3,1
F5H148,1
Q03060,24
P43362,5
Q9H8N7,2
Q86UF1,31
Q9H8M1,12
Q9Y239,23
Q14657,29
J3KQN4,2
Q9H4F8,27
Q5SVS4,10
Q8N5U0,2
Q9NS25,5
P50542,40
Q9NRR5,158
Q12972,25
Q9P2S5,96
Q9H175,3
Q8N6M5,2
P58107,47
Q8WUX9,6
O95045,7
Q7Z2G1,1
P17275,46
Q9P2B2,14
P35789,1
Q5I0X7,9
Q9NR77,15
Q9NZN9,18
Q9H6T0,4
Q8N365,6
Q9Y485,7
Q9BPW9,11
Q5JT82,1
Q9NRL2,22
Q52LA3,9
B2RCF3,1
Q7Z5B4,30
Q15286,31
Q5F1R6,9
Q59FZ6,1
Q96F44,55
P32239,19
P50226,1
Q12846,69
Q9P1Q0,8
Q9H5N1,11
Q9UHB7,40
B4DLN1,10
Q92696,22
Q8NCR1,2
Q96EE3,59
Q13233,120
Q69YU3,1
B2Y833,23
Q05048,17
P22455,34
Q13705,30
Q9H816,15
Q96NJ6,1
Q9UKV8,193
P22528,10
Q5JUX0,5
O00571,97
Q9H7X0,1
P42681,24
Q96SD1,21
O60896,9
P78369,11
Q9Y698,12
Q96BT7,13
Q5VV67,6
Q9UPY6,26
Q9H1K4,7
Q9Y6X2,20
P17041,11
Q92558,42
O00505,76
O95395,7
P35790,1
Q9BXU3,23
Q9BU62,1
Q13043,173
O75643,98
Q53HJ8,1
O43805,22
A7BI36,1
A8MXV4,22
Q8NFN8,69
Q96A57,14
Q9Y3M8,13
Q9BTY2,28
Q7Z6M4,16
K7ELS0,1
P0CG12,2
Q8N371,9
P09228,23
Q7Z7H5,14
Q9NUQ2,12
Q9P2F6,1
Q9NZQ7,33
Q53EP4,1
Q14746,25
Q9Y6A2,1
Q08AH1,8
P15407,16
Q8TB22,63
E9PC69,2
P28062,22
Q9NRM1,1
Q8N423,18
O95171,12
Q14624,2
Q7Z2K6,55
Q96C11,2
Q5VT52,19
O00165,107
Q9BSU3,14
Q99500,3
Q6UXH1,36
A8K962,1
H0YBR0,1
Q8NDC4,29
Q6UXX9,14
P35968,44
