node1 node2
P08047 SKIV2L2
P08047 P57073
P08047 Q12772
P08047 P36956
P08047 Q9NY61
P08047 Q06546
P08047 P25208
P08047 P23511
P08047 P32519
P08047 P15173
P08047 P17676
P08047 Q13118
P08047 P15172
P08047 P51610
P08047 P06400
P08047 Q99612
P08047 O43474
P08047 P28360
P08047 P62195
P08047 P29474
P08047 O95365
P08047 P10275
P08047 Q8WUF5
P08047 O00716
P08047 P42574
P08047 Q01094
P08047 O15294
P08047 Q7Z3K3
P08047 Q00577
P08047 P42858
P08047 P41182
P08047 P14859
P23025 P29084
P23025 Q9NS23
P23025 Q13156
P23025 P32780
P23025 Q13315
P23025 P27694
P23025 "['P0DP91', 'Q03468']"
P23025 P15927
P23025 Q13535
P23025 Q9HCN4
P23025 P07992
P23025 Q92466
P23025 P78527
P23025 Q9HCS7
Q02447 Q13547
Q02447 P63279
Q02447 Q92769
Q02447 O95365
Q02447 Q01094
Q02447 P03372
Q02447 P63165
Q02447 Q09472
Q02447 P06400
Q02447 Q09028
Q02447 P49842
Q02447 P04637
Q02447 Q06546
Q02447 O75925
Q02446 O95365
Q02446 Q01094
KLRA1 P29350
Q8NCB2 Q15560
Q96S21 Q96GM8
Q96S21 A5PKW4
Q02388 P25391
Q02388 P11142
Q02388 Q8IWR0
Q02388 P13497
Q02388 P02751
Q02388 Q9UKC9
Q02388 P07996
Q02388 P02462
Q02388 P02452
Q02388 Q13753
Q02388 Q13751
Q02388 P08253
Q02388 Q8TBC3
Q02388 O15230
P61769 P15813
P61769 P15812
P61769 P29016
P61769 Q8NHL6
P61769 P06126
P61769 P10321
P61769 P01889
P61769 P27797
P61769 P17693
P61769 P30511
P61769 P13747
P61769 P01023
P61769 BAT3
P61769 O95084
P61769 P01732
P61769 P55899
P61769 Q30201
P61769 P04439
Q96IY1 Q9H081
Q96IY1 P45973
Q96IY1 Q9H410
Q13797 FIGF
Q13797 P21673
Q13797 P05556
Q13797 P10451
Q13797 P49023
Q16739 Q16799
Q16739 O95197
O14983 P26678
O14983 O00631
O14983 P35568
O14983 Q9Y4H2
P16615 Q9UQM7
P16615 Q9Y4H2
P16615 P35568
P16615 P26678
P16615 P23297
P16615 P10415
Q93084 P35568
P56199 P21941
P56199 P05556
P56199 P27658
P56199 Q9Y679
P56199 P25391
P56199 Q9Y490
P56199 Q5TAT6
P56199 P17706
P56199 O00499
P17301 P05556
P17301 P25391
P17301 P27658
P17301 P68133
P17301 P98160
P17301 Q9Y679
P17301 P08123
P17301 P02452
P17301 P21926
P17301 P03956
P26006 P05556
P26006 Q9UPZ3
P26006 P16035
P26006 P02751
P26006 P10809
P26006 P27797
P26006 P27701
P26006 Q13443
P26006 Q14192
P26006 P48509
P26006 O00214
P26006 O14817
P26006 P47224
P26006 O00499
P26006 P21926
P13612 P05556
P13612 P26010
P13612 P02751
P13612 O60711
P13612 P60033
P13612 Q14773
P13612 P27701
P13612 P13611
P13612 O00214
P13612 P17612
P13612 P49023
P13612 O43294
P13612 Q13477
P13612 O75530
P13612 Q9UKQ2
P13612 P10644
Q99578 Q9ULL4
Q99578 MLLT4
Q99578 Q12967
Q99578 Q07889
Q99578 "['P0DP24', 'P0DP23', 'P0DP25']"
Q99578 Q9NZL6
Q99578 P01112
Q99578 Q13129
Q99578 Q01851
Q92963 Q9HCE7
Q92963 P21246
Q92963 Q53G59
Q92963 C1orf103
Q92963 Q12967
Q92963 Q9NZL6
Q92963 Q13129
Q92963 Q15796
Q92963 P84022
Q92963 MLLT4
Q92963 O95782
Q92963 O00458
Q92963 Q13618
Q13683 Q14192
Q13683 Q13643
Q13683 Q99972
Q13683 P02708
P34981 P20396
P34981 P49407
Q7Z401 P61981
Q9UH65 Q9NYQ7
Q9UH65 P09874
Q9UH65 IGHG1
Q9HCU5 P36897
Q9HCU5 Q15797
Q8WV24 Q99750
Q8WV24 O15162
Q8WV24 Q13310
Q8WV24 P34932
Q8WV24 O15371
Q8WV24 P50914
Q8WV24 O95757
Q8WV24 Q9BQ66
Q9NUQ7 P07384
P17677 P26378
P17677 "['P0DP24', 'P0DP23', 'P0DP25']"
P17677 Q13813
P17677 P05771
P17677 Q05655
P17677 P51178
P17677 Q15276
P17677 P68400
Q9H3N8 P09471
Q9H3N8 P30679
Q9H3N8 O15467
Q9H3N8 P63096
Q9NXK8 P49918
Q9NXK8 P36897
Q9NXK8 Q15797
Q9NXK8 Q14802
P25021 Q96D09
FBXL18 Q13137
FBXL18 Q9BQ66
FBXL18 O15162
P07492 P30550
P07492 P27487
P07492 Q16819
P07492 Q16820
ZFP161 ZNF295
Q14031 P07585
Q14031 O00339
Q14031 P02751
Q14031 P05067
Q14031 Q9NPY3
Q14031 P13725
Q14031 Q14520
Q14031 P14780
Q14031 P98095
Q14031 P07093
P29400 P07585
P29400 O00339
P29400 P02751
P29400 P05067
P29400 Q9NPY3
P29400 P13725
P29400 Q14520
P29400 P14780
P29400 P98095
P29400 P07093
P53420 P07585
P53420 O00339
P53420 P02751
P53420 P58335
P53420 Q9NPY3
P53420 P0DJI8
P53420 Q15582
P53420 P13725
P53420 Q14520
P53420 P14780
P53420 P98095
P53420 P07093
Q01955 P07585
Q01955 O00339
Q01955 COL4A3BP
Q01955 O75445
Q01955 P02751
Q01955 P58335
Q01955 P05067
Q01955 Q9NPY3
Q01955 Q13554
Q01955 Q15582
Q01955 P13725
Q01955 P55001
Q01955 Q14520
Q01955 P14780
Q01955 P98095
Q01955 P0DJI8
Q01955 P07093
P08572 O00339
P08572 P12645
P08572 Q14520
P08572 P02751
P08572 P58335
P08572 P05067
P08572 Q9NPY3
P08572 P21810
P08572 Q6VMQ6
P08572 Q15582
P08572 P13725
P08572 P0DJI8
P08572 P02462
P08572 P14780
P08572 P98095
P08572 FAM46A
P08572 P07093
P08572 P12757
P02462 P07585
P02462 P98095
P02462 O00339
P02462 P12645
P02462 P02751
P02462 P05067
P02462 P35542
P02462 P02743
P02462 Q9NPY3
P02462 P0DJI8
P02462 Q15797
P02462 P0DJI9
P02462 P14543
P02462 Q15582
P02462 P13725
P02462 Q14520
P02462 P14780
P02462 P22303
P02462 P07093
P28799 P03973
P28799 P08246
P28799 Q96AQ9
P28799 Q5VTD9
P28799 O15198
P28799 P52790
P28799 P98160
P28799 P54259
P28799 P80370
P28799 P49639
P28799 O60563
P28799 P50750
P28799 O95985
Q8NCG5 P28906
P20702 P01024
P20702 P05107
P20702 Q9BX67
P20702 P06734
Q16548 Q13794
Q16548 Q13323
Q16548 P55957
Q16548 P22736
Q16548 Q07812
Q16548 Q16611
Q16548 Q9UMX3
Q16548 Q92934
Q16548 P62993
Q16548 O00198
Q16548 O43521
Q16548 "['Q9BXH1', 'Q96PG8']"
Q13253 P18075
Q13253 P22003
Q13253 P12644
Q13253 P12643
P06756 P50281
P06756 P01137
P06756 P16234
P06756 Q05397
P06756 P32004
P06756 P60201
P06756 P14543
P06756 Q14773
P06756 Q9Y5C1
P06756 P04216
P06756 P05556
P06756 P05106
P06756 Q9Y679
P06756 CYR61
P06756 P18564
P06756 P26012
P06756 Q08722
P06756 P18084
P06756 P41231
P06756 P25311
P06756 P27797
P06756 Q13443
P06756 P25116
P06756 P10451
P06756 O96013
P06756 P08253
P06756 O43854
Q9Y4H4 O95425
Q9Y4H4 P22607
Q9Y4H4 P63096
P20701 P32942
P20701 Q9UMF0
P20701 P08575
P20701 Q9Y624
P20701 Q96S59
P11215 Q9Y679
P11215 P08246
P11215 P51617
P11215 P08603
P11215 Q9BX67
P11215 Q03405
P11215 P00738
P11215 P07359
P11215 Q9H2X3
P11215 P05107
P11215 Q9NNX6
P11215 Q14773
P11215 P13598
P11215 P05362
P11215 P01024
P11215 P04216
P11215 P02679
Q16534 ARNTL
Q16534 Q10586
Q16534 Q92793
NOV P01344
NOV P17302
NOV P05019
NOV P02751
NOV P46531
NOV P01308
NOV O00548
NOV CTGF
NOV P62875
NOV P26447
NOV P23142
Q13349 P05107
Q13349 P32942
Q13349 P19320
P38570 P12830
P38570 O75530
P38570 P26010
P38570 Q96EP1
FAM134A KIAA1377
FAM134A Q12873
O15198 Q9UMX0
O15198 O00754
O15198 Q4LDE5
O15198 Q7Z6Z7
O15198 Q8N3P4
O15198 Q99959
O15198 Q9Y2U8
O15198 Q96Q27
O15198 Q96Q15
O15198 Q9NRR5
O15198 Q99613
O15198 P60228
O15198 O00303
O15198 TMEM57
O15198 O00625
O15198 PLEC1
O15198 Q14134
O15198 Q9NSV4
O15198 Q01543
O15198 Q13219
O15198 Q9NRL2
O15198 P84022
O15198 O60476
O15198 Q96EY1
O15198 P02751
O15198 Q8NFD5
O15198 P27540
O15198 P22670
O15198 Q6PD62
O15198 P54274
O15198 P60709
O15198 P61968
O15198 Q13310
O15198 Q92610
O15198 MLL2
O15198 Q9BRR9
O15198 Q8NAM6
O15198 P05108
O15198 Q05086
O15198 P51825
O15198 Q96AD5
O15198 Q9P2E9
O15198 Q03001
O15198 Q8WVM7
O15198 P46019
O15198 A0AVT1
O15198 P60981
O15198 Q03181
O15198 Q96SQ5
O15198 P02792
O15198 O60315
O15198 Q969K4
O15198 Q99615
O15198 P07602
O15198 TTC37
O15198 Q16537
O15198 Q5XPI4
O15198 Q9UBL3
O15198 Q13485
O15198 Q9GZM7
O15198 Q15796
O15198 Q8IZL8
O15198 O60318
O15198 Q9NQ87
O15198 P78543
O15198 Q8N436
O15198 C10orf2
O15198 O15550
O15198 Q96S59
O15198 P08621
O15198 A4FU01
O15198 Q9NXD2
O15198 P51522
O15198 KIAA0226
O15198 Q8NEV8
O15198 QARS
O15198 Q9H871
O15198 Q9Y5J3
O15198 Q9H173
O15198 O75197
O15198 Q9BTW9
O15198 Q5JVG2
O15198 Q7LFL8
O15198 Q9HCS7
O15198 Q04771
O15198 P48556
O15198 O75533
O15198 Q9H078
O15198 Q96FW1
O15198 Q01082
O15198 P50616
O15198 P27348
O15198 -
O15198 Q86UK5
O15198 Q8N988
O15198 Q66K89
O15198 P26572
O15198 Q9NR34
O15198 O95782
O15198 O94907
O15198 Q14669
O15198 Q9UJ70
O15198 "['P0DML3', 'P0DML2']"
O15198 Q9H3U1
O15198 Q66GS9
O15198 Q9UIS9
O15198 Q96T21
O15198 Q9UIQ6
O15198 Q8IZ52
Q96PN7 Q09472
Q96PN7 Q92793
Q96PN7 Q13285
Q13485 ERBB2IP
Q13485 O00444
Q13485 Q93008
Q13485 Q6VMQ6
Q13485 P31749
Q13485 Q13795
Q13485 P23142
Q13485 Q9UNE7
Q13485 O95633
Q13485 Q92870
Q13485 Q96G75
Q13485 P35658
Q13485 P51858
Q13485 Q9NP66
Q13485 Q8N1F8
Q13485 P38398
Q13485 Q13555
Q13485 O75593
Q13485 P13861
Q13485 P02751
Q13485 P61244
Q13485 P22670
Q13485 P62987
Q13485 Q8N6I1
Q13485 P0CG47
Q13485 Q00887
Q13485 P11465
Q13485 Q13153
Q13485 P57738
Q13485 P31273
Q13485 Q96D21
Q13485 P36896
Q13485 Q9H093
Q13485 P62979
Q13485 Q92905
Q13485 Q8IZD4
Q13485 Q9NPI6
Q13485 P12755
Q13485 P63010
Q13485 Q9HC98
Q13485 Q9HAV4
Q13485 Q12931
Q13485 P05412
Q13485 O00231
Q13485 P19532
Q13485 P56177
Q13485 O14757
Q13485 Q8N2W9
Q13485 Q9H4E5
Q13485 Q9BQ95
Q13485 P84095
Q13485 Q96KB5
Q13485 Q96KC2
Q13485 P63279
Q13485 Q92731
Q13485 P03372
Q13485 P41235
Q13485 Q9NWN3
Q13485 Q02078
Q13485 Q9H832
Q13485 Q8TB52
Q13485 Q2M1K9
Q13485 P11233
Q13485 P20337
Q13485 Q8TAD8
Q13485 Q99717
Q13485 Q15797
Q13485 Q15796
Q13485 P84022
Q13485 O00212
Q13485 O15264
Q13485 P25686
Q13485 Q969H4
Q13485 Q14956
Q13485 O75400
Q13485 P28482
Q13485 Q99805
Q13485 Q99966
Q13485 P08621
Q13485 P37173
Q13485 P36897
Q13485 Q9UHE5
Q13485 Q49AG3
Q13485 Q00341
Q13485 P49711
Q13485 Q12778
Q13485 P31321
Q13485 Q16625
Q13485 Q9UJU2
Q13485 Q09472
Q13485 Q8WUH2
Q13485 Q96PU4
Q13485 P35222
Q13485 Q96K83
Q13485 Q08881
Q13485 Q9BXP8
Q13485 Q13569
Q13485 Q9P2K8
Q13485 O75928
Q13485 Q9Y6X2
Q13485 O75925
Q13485 P62070
Q13485 C16orf57
Q13485 P31269
Q13485 P68036
Q13485 Q9UBW7
Q13485 Q9NYN1
Q13485 P68104
Q13485 P55316
Q13485 P13987
Q13485 P17275
Q13485 P17535
Q13485 TH1L
Q13485 O43524
Q13485 Q8WUD1
Q13485 O43353
Q13485 ODZ3
Q13485 P28749
Q13485 P98177
Q13485 Q01082
Q13485 Q96PN8
Q13485 P17676
Q13485 "['Q9BZG1', 'P0DI83']"
Q13485 P50616
Q13485 P15172
Q13485 RTDR1
Q13485 P51153
Q13485 P01111
Q13485 P17098
Q13485 P57729
Q13485 P10071
Q13485 O14640
Q13485 Q8TDR2
Q13485 P15153
Q13485 P10275
Q13485 P12757
Q13485 Q9UI36
Q13485 Q8TAI7
Q13485 Q6ZN04
Q13485 O75995
Q13485 P46779
Q13485 Q13501
Q13485 Q8TEW0
Q13485 P57735
Q13485 "['P0DML3', 'P0DML2']"
Q13485 Q99466
Q13485 Q9Y297
Q13485 Q92793
Q13485 Q01844
Q13485 P15336
Q99717 P26368
Q99717 Q04771
Q99717 Q9H0M0
Q99717 O75533
Q99717 Q15797
Q99717 P35453
Q99717 Q9BWF3
Q99717 Q8WUA2
Q99717 Q9BT81
Q99717 P35711
Q99717 Q9HAU4
Q99717 P50616
Q99717 VPS24
Q99717 Q92736
Q99717 P31271
Q99717 Q6KF10
Q99717 P17098
Q99717 P08621
Q99717 Q96T60
Q99717 O43463
Q99717 Q9H5I1
Q99717 P54687
Q99717 O00255
Q99717 P23246
Q99717 P09012
Q99717 O60315
Q99717 P22004
Q99717 Q05209
Q99717 O00231
Q99717 P69892
Q99717 Q9NXD2
Q99717 Q9UIS9
Q99717 Q7LFL8
Q99717 P21333
O43541 MAP3K7IP1
O43541 Q9HCE7
O43541 P36897
O43541 O95630
O43541 P50616
O43541 P31273
O43541 O15105
O43541 Q15797
O43541 Q9Y3F4
O43541 Q13950
O43541 O00238
O43541 Q9HAU4
O43541 O43318
O15105 ERBB2IP
O15105 P36896
O15105 O95630
O15105 Q9UNY4
O15105 P36897
O15105 Q15361
O15105 Q16539
O15105 P31749
O15105 O00238
O15105 P52564
O15105 Q9BT81
O15105 P35711
O15105 Q9HCE7
O15105 O95625
O15105 Q9HAU4
O15105 P15172
O15105 O15169
O15105 Q9UN79
O15105 O43318
O15105 Q9Y3F4
O15105 P35222
O15105 O14640
O15105 Q9Y2K7
O15105 Q9UIS9
O15105 Q9UII5
O15105 P12956
O15105 P37173
O15105 Q9NR48
O15105 Q7LFL8
O15105 Q9NQ87
O15105 Q09472
O15105 O75995
O15105 P46937
O15105 MAP3K7IP1
O15105 P46734
O15105 Q8TEW0
O15105 O14929
O15105 O75925
O15105 Q8NCP5
O15105 Q8N2W9
O15105 Q96FJ0
Q15797 ERBB2IP
Q15797 O00255
Q15797 Q9H2X6
Q15797 P56915
Q15797 P12757
Q15797 P36508
Q15797 Q9UJU2
Q15797 Q9Y692
Q15797 Q9UNE7
Q15797 Q96PE3
Q15797 Q92886
Q15797 P22670
Q15797 P62987
Q15797 Q15654
Q15797 Q9H9T3
Q15797 Q13153
Q15797 P31273
Q15797 Q9Y3M8
Q15797 Q96D21
Q15797 P62826
Q15797 P62979
Q15797 Q92831
Q15797 Q9NRW1
Q15797 MLL2
Q15797 Q14671
Q15797 O75586
Q15797 Q969G3
Q15797 Q8NAM6
Q15797 P49703
Q15797 O14980
Q15797 Q9HAU4
Q15797 Q70EL2
Q15797 Q9Y2U8
Q15797 Q9UF11
Q15797 Q9Y2H8
Q15797 Q04323
Q15797 Q96NW4
Q15797 Q9BQ95
Q15797 P84095
Q15797 Q9H160
Q15797 O60315
Q15797 Q9NYG2
Q15797 O00231
Q15797 P35453
Q15797 Q15052
Q15797 Q9H832
Q15797 Q8TB52
Q15797 Q2M1K9
Q15797 Q9BX70
Q15797 Q8TAD8
Q15797 P84022
Q15797 Q14511
Q15797 P78543
Q15797 P31271
Q15797 P28482
Q15797 Q5TD97
Q15797 P08621
Q15797 Q9BTE0
Q15797 P10114
Q15797 Q99460
Q15797 P15121
Q15797 Q09472
Q15797 Q96K83
Q15797 Q9HCE7
Q15797 Q9P2K8
Q15797 O75925
Q15797 Q8N2W9
Q15797 P28070
Q15797 Q04771
Q15797 Q9NYN1
Q15797 P55316
Q15797 Q9UNY4
Q15797 P36897
Q15797 Q15361
Q15797 P36894
Q15797 Q8WUD1
Q15797 P35711
Q15797 Q14D04
Q15797 "['Q9BZG1', 'P0DI83']"
Q15797 P50616
Q15797 VPS24
Q15797 Q15771
Q15797 Q6KF10
Q15797 P17098
Q15797 P57729
Q15797 P10071
Q15797 Q9UIS9
Q15797 ICK
Q15797 P13805
Q15797 C16orf28
Q15797 P15153
Q15797 O43463
Q15797 O75533
Q15797 Q9BRB3
Q15797 P10275
Q15797 P20337
Q15797 O94973
Q15797 Q8TAI7
Q15797 Q13501
Q15797 Q04721
Q15797 O60381
Q15797 Q8NCP5
Q15797 Q01844
Q15796 P21980
Q15796 ERBB2IP
Q15796 Q7Z6Z7
Q15796 Q12955
Q15796 O95405
Q15796 P56915
Q15796 P98082
Q15796 Q9Y2U8
Q15796 Q9BVG3
Q15796 P10826
Q15796 Q9Y262
Q15796 ST5
Q15796 Q15052
Q15796 Q9NQ69
Q15796 Q9UM13
Q15796 Q9Y3F4
Q15796 Q8TAD8
Q15796 P35658
Q15796 Q93034
Q15796 P01106
Q15796 P38398
Q15796 P51814
Q15796 Q9UQM7
Q15796 Q13219
Q15796 Q9NRL2
Q15796 O75593
Q15796 O95071
Q15796 Q9H2X6
Q15796 P08621
Q15796 Q99732
Q15796 C22orf46
Q15796 Q13950
Q15796 P62987
Q15796 Q8N6I1
Q15796 Q00887
Q15796 Q13153
Q15796 Q96D21
Q15796 P36896
Q15796 Q9H093
Q15796 P62979
Q15796 Q07666
Q15796 Q92831
Q15796 Q92905
Q15796 O75586
Q15796 Q9NP61
Q15796 P49703
Q15796 P12755
Q15796 P13805
Q15796 Q9HAU4
Q15796 Q13042
Q15796 P35813
Q15796 P05412
Q15796 O60664
Q15796 P35222
Q15796 P31749
Q15796 O00231
Q15796 Q96GG9
Q15796 P78347
Q15796 Q13438
Q15796 Q8WVM7
Q15796 Q9H4E5
Q15796 Q9UJX6
Q15796 P37275
Q15796 O00212
Q15796 Q969K4
Q15796 P04637
Q15796 P03372
Q15796 P30260
Q15796 Q99615
Q15796 P41235
Q15796 P35453
Q15796 P49790
Q15796 P62826
Q15796 Q02078
Q15796 Q5XPI4
Q15796 Q92793
Q15796 Q9BX70
Q15796 Q13547
Q15796 P30153
Q15796 O95630
Q15796 P84022
Q15796 P40855
Q15796 P49815
Q15796 P48556
Q15796 Q14511
Q15796 Q14686
Q15796 Q86TI0
Q15796 P58335
Q15796 P31271
Q15796 P51003
Q15796 P27361
Q15796 P28482
Q15796 Q96S59
Q15796 Q9NSE2
Q15796 P68104
Q15796 P45983
Q15796 O60315
Q15796 P36897
Q15796 P28749
Q15796 P30626
Q15796 P19793
Q15796 O43187
Q15796 Q16254
Q15796 P10644
Q15796 Q92731
Q15796 Q9UJU2
Q15796 Q09472
Q15796 Q8WUH2
Q15796 O43524
Q15796 P45984
Q15796 P25791
Q15796 P06213
Q15796 O15350
Q15796 Q8TEW0
Q15796 Q9Y6X2
Q15796 P11802
Q15796 Q8N2W9
Q15796 Q96FJ0
Q15796 O60508
Q15796 P31269
Q15796 P50502
Q15796 Q9UNE7
Q15796 Q9NYN1
Q15796 P62263
Q15796 P07602
Q15796 P55316
Q15796 Q13952
Q15796 Q93008
Q15796 Q15326
Q15796 O15230
Q15796 Q06413
Q15796 "['Q9BZG1', 'P0DI83']"
Q15796 Q8TAI7
Q15796 O15169
Q15796 MLLT4
Q15796 -
Q15796 P17098
Q15796 P57729
Q15796 P10071
Q15796 O14640
Q15796 Q96RN5
Q15796 Q10567
Q15796 O95295
Q15796 Q8WXI9
Q15796 C16orf28
Q15796 Q9NWK9
Q15796 Q14974
Q15796 P35556
Q15796 O14964
Q15796 P05108
Q15796 P12757
Q15796 Q14204
Q15796 P50616
Q15796 Q9UJ70
Q15796 Q13501
Q15796 Q13573
Q15796 "['P0DML3', 'P0DML2']"
Q15796 Q99466
Q15796 Q13464
Q15796 Q4V328
Q15796 Q58WW2
Q15796 Q15583
P84022 P21980
P84022 ERBB2IP
P84022 P34932
P84022 Q4LDE5
P84022 Q9Y483
P84022 O00255
P84022 O95405
P84022 P56915
P84022 P98082
P84022 Q05066
P84022 P13631
P84022 Q15052
P84022 Q9UM13
